userName,cohort,trial,PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveledCameraRig,m_TotalDistanceTraveledHeadset,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,headset.euler.x,headset.euler.y,headset.euler.z,headset.InspectorRotation.x,headset.InspectorRotation.y,headset.InspectorRotation.z,leftController.euler.x,leftController.euler.y,leftController.euler.z,leftController.InspectorRotation.x,leftController.InspectorRotation.y,leftController.InspectorRotation.z,rightController.euler.x,rightController.euler.y,rightController.euler.z,rightController.InspectorRotation.x,rightController.InspectorRotation.y,rightController.InspectorRotation.z,cameraRig x,cameraRig y,cameraRig z,cameraRig.euler.x,cameraRig.euler.y,cameraRig.euler.z,cameraRig.InspectorRotation.x,cameraRig.InspectorRotation.y,cameraRig.InspectorRotation.z,m_EventType,m_Side,m_Status
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.54634,Far,-28.057,44.482,-5.3419,0.02,0,0,-34.53167,44.38218,-16.08803,-35.16,43.152,-14.71,-35.16,43.152,-14.71,351.0683,115.7221,353.4499,-8.932,115.722,-6.55,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.15871,Far,-28.057,44.482,-5.3419,0.4639825,0.3808165,0.446048,-34.50482,44.3732,-15.64957,-35.16,43.14921,-14.33197,-34.50613,43.93427,-15.64612,353.5115,108.3715,354.8279,-6.488,108.372,-5.172,0,0,0,0,0,0,343.7864,120.7986,354.1213,-16.214,120.799,-5.879,-35.16,43.14921,-14.33197,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.1723,Far,-28.057,44.482,-5.3419,0.771365,0.3808165,0.4795562,-34.52164,44.3516,-15.65482,-35.16,43.14921,-14.33197,-34.486,43.94175,-15.61746,352.7565,107.4311,353.4003,-7.243001,107.431,-6.6,0,0,0,0,0,0,340.5212,111.9148,7.834475,-19.479,111.915,7.834001,-35.16,43.14921,-14.33197,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.17736,Far,-28.057,44.482,-5.3419,0.9014333,0.3808165,0.4851821,-34.52274,44.35013,-15.66008,-35.16,43.14921,-14.33197,-34.49482,43.93473,-15.62128,353.0042,108.0492,353.6058,-6.996,108.049,-6.394001,0,0,0,0,0,0,340.8256,113.5746,8.259192,-19.174,113.575,8.259001,-35.16,43.14921,-14.33197,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.08459,Far,-28.057,44.482,-5.3419,1.035382,0.6949937,0.7987472,-34.21871,44.34946,-15.73676,-34.85429,43.14921,-14.40439,-34.19297,43.93181,-15.6937,353.263,108.4346,353.6976,-6.737,108.435,-6.302001,0,0,0,0,0,0,340.8787,113.6739,7.085968,-19.121,113.674,7.086,-34.85429,43.14921,-14.40439,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.94319,Far,-28.057,44.482,-5.3419,1.180265,1.04298,1.145311,-33.87593,44.34975,-15.77082,-34.50981,43.14921,-14.43649,-33.84983,43.9328,-15.72368,353.3559,108.5828,353.6017,-6.644001,108.583,-6.398,0,0,0,0,0,0,341.0917,112.9429,7.778969,-18.908,112.943,7.779,-34.50981,43.14921,-14.43649,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.80156,Far,-28.057,44.482,-5.3419,1.307437,1.336857,1.43997,-33.58128,44.34872,-15.76982,-34.21593,43.14921,-14.43649,-33.55452,43.93225,-15.7236,353.663,108.1343,353.7609,-6.337,108.134,-6.239,0,0,0,0,0,0,341.4671,112.5114,7.801882,-18.533,112.511,7.802001,-34.21593,43.14921,-14.43649,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.66277,Far,-28.057,44.482,-5.3419,1.442066,1.649466,1.756961,-33.26444,44.34227,-15.77661,-33.90344,43.14921,-14.44443,-33.2408,43.93108,-15.7337,354.9675,108.2447,354.1104,-5.032,108.245,-5.89,0,0,0,0,0,0,341.4366,112.5372,7.363436,-18.563,112.537,7.363,-33.90344,43.14921,-14.44443,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.52863,Far,-28.057,44.482,-5.3419,1.570596,1.955683,2.069805,-32.95183,44.33091,-15.77872,-33.59723,43.14921,-14.44579,-32.93384,43.92968,-15.73556,357.033,108.7415,354.2976,-2.967,108.742,-5.702,0,0,0,0,0,0,341.5948,112.274,7.70137,-18.405,112.274,7.701,-33.59723,43.14921,-14.44579,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.39367,Far,-28.057,44.482,-5.3419,1.706091,2.27669,2.398269,-32.62356,44.32069,-15.77915,-33.27622,43.14921,-14.44578,-32.61107,43.92394,-15.73354,358.2612,108.9235,354.6953,-1.739,108.924,-5.305,0,0,0,0,0,0,342.2113,111.9237,7.641299,-17.789,111.924,7.641,-33.27622,43.14921,-14.44578,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.26575,Far,-28.057,44.482,-5.3419,1.838764,2.600707,2.729308,-32.29259,44.31504,-15.77977,-32.95221,43.14922,-14.44578,-32.28453,43.91866,-15.73081,358.9644,108.767,354.6698,-1.036,108.767,-5.33,0,0,0,0,0,0,342.9507,111.2501,7.426979,-17.049,111.25,7.427001,-32.95221,43.14922,-14.44578,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.21732,Far,-28.057,44.482,-5.3419,1.972431,2.732001,2.865594,-32.1571,44.31227,-15.78166,-32.82091,43.14921,-14.44578,-32.14771,43.91838,-15.72957,359.2769,109.1774,354.5724,-0.723,109.177,-5.428,0,0,0,0,0,0,342.8713,111.0227,6.950873,-17.129,111.023,6.951,-32.82091,43.14921,-14.44578,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.22144,Far,-28.057,44.482,-5.3419,2.109406,2.732001,2.872951,-32.15399,44.30932,-15.78726,-32.82091,43.14921,-14.44578,-32.144,43.91928,-15.73132,359.0268,109.3813,354.0826,-0.973,109.381,-5.917,0,0,0,0,0,0,342.0764,112.0634,6.375978,-17.924,112.063,6.376,-32.82091,43.14921,-14.44578,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.15802,Far,-28.057,44.482,-5.3419,2.239929,2.812448,2.962705,-32.15389,44.30928,-15.71914,-32.82091,43.14921,-14.36534,-32.14042,43.91754,-15.65071,358.6432,112.6971,354.7908,-1.357,112.697,-5.209,0,0,0,0,0,0,342.3653,112.5382,6.083867,-17.635,112.538,6.084,-32.82091,43.14921,-14.36534,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.17723,Far,-28.057,44.482,-5.3419,2.374212,2.812452,2.982087,-32.15918,44.30932,-15.7377,-32.82091,43.14921,-14.36534,-32.13923,43.91291,-15.65274,358.4075,119.6574,356.9384,-1.593,119.657,-3.062,0,0,0,0,0,0,343.044,113.2526,5.449986,-16.956,113.253,5.45,-32.82091,43.14921,-14.36534,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.11793,Far,-28.057,44.482,-5.3419,2.507214,3.01298,3.18253,-31.96273,44.30967,-15.74978,-32.62041,43.14921,-14.36723,-31.94304,43.9077,-15.66487,358.2451,120.8402,356.3993,-1.755,120.84,-3.601,0,0,0,0,0,0,343.9615,115.348,3.714907,-16.038,115.348,3.715,-32.62041,43.14921,-14.36723,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.04453,Far,-28.057,44.482,-5.3419,2.640307,3.24193,3.411741,-31.73447,44.30934,-15.75478,-32.39146,43.14921,-14.36723,-31.72878,43.90959,-15.68791,358.2134,119.6395,355.2891,-1.787,119.64,-4.711,0,0,0,0,0,0,342.4133,120.026,3.749082,-17.587,120.026,3.749,-32.39146,43.14921,-14.36723,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.04795,Far,-28.057,44.482,-5.3419,2.781395,3.24193,3.41544,-31.73536,44.30834,-15.75807,-32.39146,43.14921,-14.36723,-31.75857,43.89946,-15.73683,358.1081,118.2527,354.6196,-1.892,118.253,-5.38,0,0,0,0,0,0,341.6402,131.514,355.849,-18.36,131.514,-4.151,-32.39146,43.14921,-14.36723,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.04434,Far,-28.057,44.482,-5.3419,2.90804,3.24193,3.419164,-31.73414,44.3088,-15.75469,-32.39146,43.14921,-14.36723,-31.80601,43.88058,-15.79157,357.8439,114.0981,353.2423,-2.156,114.098,-6.758,0,0,0,0,0,0,340.4138,150.1908,344.7088,-19.586,150.191,-15.291,-32.39146,43.14921,-14.36723,0,0,0,0,0,0,,,
