userName,cohort,trial,PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,CurrentLeverValue,CurrentTargetLeverNumber,LeverDifference,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,headset.euler.x,headset.euler.y,headset.euler.z,headset.InspectorRotation.x,headset.InspectorRotation.y,headset.InspectorRotation.z,leftController.euler.x,leftController.euler.y,leftController.euler.z,leftController.InspectorRotation.x,leftController.InspectorRotation.y,leftController.InspectorRotation.z,rightController.euler.x,rightController.euler.y,rightController.euler.z,rightController.InspectorRotation.x,rightController.InspectorRotation.y,rightController.InspectorRotation.z
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,6.859489,Far,-28.661,44.641,-5.3419,8.963024,5.971618,-33.23595,44.63005,-10.4529,-33.13926,44.21325,-10.21722,-32.98648,44.1472,-10.37441,7.729507,43.02454,2.664932,7.73,43.025,2.665,336.0154,42.66641,356.9375,-23.985,42.666,-3.062,353.8472,36.87106,5.048922,-6.153,36.871,5.049
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,6.665385,Far,-28.661,44.641,-5.3419,9.100319,6.244115,-33.24581,44.62975,-10.17996,-33.14912,44.2122,-9.943378,-32.99641,44.14539,-10.10202,7.723528,43.21569,2.382432,7.724,43.216,2.382,336.1451,42.81974,356.7102,-23.855,42.82,-3.29,353.881,37.15926,4.48513,-6.119,37.159,4.485
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,6.468161,Far,-28.661,44.641,-5.3419,9.247568,6.519128,-33.24549,44.63028,-9.904737,-33.14961,44.21255,-9.666655,-32.99611,44.14599,-9.825024,7.468771,43.69184,2.175457,7.469,43.692,2.175,335.8401,42.70785,356.721,-24.16,42.708,-3.279,353.515,37.14874,3.907564,-6.485,37.149,3.908
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,6.187638,Far,-28.661,44.641,-5.3419,9.410187,6.875411,-33.19497,44.63094,-9.552589,-33.10208,44.21037,-9.312348,-32.94715,44.14569,-9.471445,7.059772,44.85804,1.961743,7.06,44.858,1.962,335.9506,42.28784,356.8732,-24.049,42.288,-3.127,353.0045,37.14143,4.260293,-6.996,37.141,4.26
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,5.919099,Far,-28.661,44.641,-5.3419,9.543917,7.172593,-33.08232,44.63135,-9.277322,-32.99096,44.20958,-9.035329,-32.83447,44.14495,-9.195339,6.820737,45.86774,1.922266,6.821,45.868,1.922,335.8922,41.94068,357.0226,-24.108,41.941,-2.977,352.8384,37.35862,4.235858,-7.162,37.359,4.236
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,5.641278,Far,-28.661,44.641,-5.3419,9.701594,7.468405,-32.93997,44.6321,-9.018092,-32.84924,44.20836,-8.774608,-32.69162,44.14405,-8.935163,6.403943,47.18007,1.547339,6.404,47.18,1.547,335.8966,41.76279,357.265,-24.103,41.763,-2.735,352.6881,37.85765,4.301871,-7.312,37.858,4.302
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,5.358047,Far,-28.661,44.641,-5.3419,9.832981,7.765601,-32.78114,44.63273,-8.767252,-32.69093,44.20728,-8.522721,-32.53477,44.14249,-8.682274,6.10916,48.45052,1.275771,6.109,48.45,1.276,335.8525,41.77084,357.4261,-24.148,41.771,-2.574,352.537,37.49563,6.315875,-7.463,37.496,6.316
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,5.075146,Far,-28.661,44.641,-5.3419,9.988551,8.081848,-32.64592,44.63283,-8.484744,-32.55657,44.20658,-8.237687,-32.39941,44.14156,-8.398282,5.941416,50.1212,0.9660036,5.941,50.121,0.966,335.7468,41.43142,357.8061,-24.253,41.431,-2.194,352.5036,37.94357,7.142594,-7.496,37.944,7.143
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.888701,Far,-28.661,44.641,-5.3419,10.161,8.330462,-32.59553,44.63265,-8.243418,-32.50802,44.20576,-7.994555,-32.34879,44.14043,-8.156525,6.095778,51.88539,0.4326017,6.096,51.885,0.433,335.7313,41.30074,358.0448,-24.269,41.301,-1.955,352.3403,38.33707,7.41746,-7.66,38.337,7.417
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.65248,Far,-28.661,44.641,-5.3419,10.29325,8.659003,-32.53156,44.63279,-7.923422,-32.44436,44.20501,-7.672896,-32.28427,44.13942,-7.835964,5.923083,53.06161,0.4281254,5.923,53.062,0.428,335.6657,41.39131,358.0212,-24.334,41.391,-1.979,352.2801,38.75939,7.472353,-7.72,38.759,7.472
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.455363,Far,-28.661,44.641,-5.3419,10.43129,8.94196,-32.472,44.63323,-7.649813,-32.38435,44.2053,-7.397675,-32.22234,44.13951,-7.561049,5.587888,54.31741,0.04966524,5.588,54.317,0.05,335.4379,41.56665,357.9702,-24.562,41.567,-2.03,352.1288,39.35287,7.19066,-7.871,39.353,7.191
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.232931,Far,-28.661,44.641,-5.3419,10.59376,9.259003,-32.38726,44.6342,-7.350039,-32.29958,44.2056,-7.09483,-32.13303,44.14192,-7.259075,5.082104,57.28334,359.5015,5.082,57.283,-0.498,335.1935,41.84153,358.042,-24.806,41.842,-1.958,351.6132,40.71134,6.367084,-8.387,40.711,6.367
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.03063,Far,-28.661,44.641,-5.3419,10.72919,9.521716,-32.27946,44.6353,-7.117476,-32.19135,44.20538,-6.859471,-32.02203,44.14388,-7.024658,4.445111,60.83128,359.3733,4.445,60.831,-0.627,334.9045,42.3826,357.8437,-25.095,42.383,-2.156,351.0075,41.80417,5.967122,-8.992001,41.804,5.967
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.672673,Far,-28.661,44.641,-5.3419,10.90556,9.889998,-31.97553,44.63593,-6.923803,-31.88399,44.2045,-6.665969,-31.71004,44.14423,-6.833451,3.913903,63.33247,359.0507,3.914,63.332,-0.9490001,334.7962,43.51188,357.6249,-25.204,43.512,-2.375,351.1283,44.2978,5.053373,-8.872001,44.298,5.053
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.280969,Far,-28.661,44.641,-5.3419,11.07205,10.29438,-31.58773,44.63612,-6.8248,-31.48606,44.20475,-6.574829,-31.30745,44.1431,-6.743034,3.953659,64.01202,358.6856,3.954,64.012,-1.314,334.7143,46.4243,356.5027,-25.286,46.424,-3.497,352.0592,49.12052,3.223936,-7.941,49.12,3.224
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.91768,Medium,-28.661,44.641,-5.3419,11.23267,10.7091,-31.17715,44.63658,-6.819008,-31.06101,44.20143,-6.581753,-30.88359,44.14828,-6.745556,3.755827,64.59206,358.4479,3.756,64.592,-1.552,335.3586,51.01247,354.2924,-24.641,51.012,-5.708,351.5102,52.91378,2.124576,-8.490001,52.914,2.125
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.64649,Medium,-28.661,44.641,-5.3419,11.36383,11.05707,-30.83452,44.63716,-6.851771,-30.70467,44.19851,-6.623682,-30.53199,44.15422,-6.782793,3.599825,64.98196,358.3292,3.6,64.982,-1.671,335.8973,53.7487,353.098,-24.103,53.749,-6.902,351.0529,55.68492,1.568552,-8.947001,55.685,1.569
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.381305,Medium,-28.661,44.641,-5.3419,11.51187,11.43804,-30.46337,44.63765,-6.898196,-30.31063,44.19359,-6.683829,-30.15632,44.16673,-6.830429,3.426632,65.06113,358.4269,3.427,65.061,-1.573,337.5301,55.8354,354.6386,-22.47,55.835,-5.361,348.9215,56.10946,0.7266814,-11.079,56.109,0.7270001
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.166297,Medium,-28.661,44.641,-5.3419,11.66893,11.79697,-30.11638,44.63748,-6.946486,-29.94105,44.19179,-6.745886,-29.80767,44.17923,-6.878565,3.387662,65.42255,358.645,3.388,65.423,-1.355,339.4686,55.72808,358.0382,-20.531,55.728,-1.962,346.8756,56.23447,0.6349578,-13.124,56.234,0.6350001
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.979664,Medium,-28.661,44.641,-5.3419,11.81419,12.16973,-29.75436,44.63822,-6.992239,-29.56201,44.19073,-6.80737,-29.44436,44.18644,-6.926601,3.050612,65.23489,358.8509,3.051,65.235,-1.149,340.5424,56.53637,359.2296,-19.458,56.536,-0.77,346.3938,57.17599,358.461,-13.606,57.176,-1.539
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.821754,Medium,-28.661,44.641,-5.3419,11.96188,12.55893,-29.37478,44.6376,-7.017994,-29.16572,44.18391,-6.847822,-29.0609,44.19038,-6.956277,3.292465,64.2019,358.9786,3.292,64.202,-1.021,343.2005,56.53924,357.8248,-16.8,56.539,-2.175,346.4383,58.93107,356.6474,-13.562,58.931,-3.353
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.721801,Medium,-28.661,44.641,-5.3419,12.11392,12.94721,-28.99274,44.63718,-7.031436,-28.77066,44.17704,-6.875053,-28.67886,44.19672,-6.970177,3.76837,63.49567,359.3423,3.768,63.496,-0.6580001,345.2676,55.68359,357.4853,-14.732,55.684,-2.515,345.6132,60.18118,355.7288,-14.387,60.181,-4.271
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.696998,Medium,-28.661,44.641,-5.3419,12.247,13.17411,-28.76969,44.637,-7.03541,-28.53964,44.17715,-6.897845,-28.45799,44.21105,-6.974682,4.135872,62.95567,359.5151,4.136,62.956,-0.485,344.5205,57.22021,356.765,-15.479,57.22,-3.235,342.5773,63.51965,352.8761,-17.423,63.52,-7.124001
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.692045,Medium,-28.661,44.641,-5.3419,12.38236,13.17411,-28.77248,44.63627,-7.030263,-28.53773,44.17933,-6.908455,-28.46318,44.21782,-6.965056,4.814066,62.58229,359.769,4.814,62.582,-0.231,343.5001,59.87451,357.0866,-16.5,59.874,-2.913,341.3115,68.6516,358.3974,-18.689,68.652,-1.603
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.68961,Medium,-28.661,44.641,-5.3419,12.55078,13.17411,-28.773,44.63582,-7.027786,-28.53957,44.18858,-6.918449,-28.47495,44.23016,-6.966941,5.525973,62.86406,359.6127,5.526,62.864,-0.387,340.1623,62.52036,1.533824,-19.838,62.52,1.534,334.3599,77.30768,1.213654,-25.64,77.30801,1.214
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.694734,Medium,-28.661,44.641,-5.3419,12.69569,13.17411,-28.76962,44.635,-7.033139,-28.543,44.19871,-6.915855,-28.47147,44.23335,-6.96966,6.548509,63.09251,359.0502,6.549,63.093,-0.95,337.9903,60.56299,6.288032,-22.01,60.563,6.288,336.2871,77.55476,6.915767,-23.713,77.555,6.916
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.714265,Medium,-28.661,44.641,-5.3419,12.86348,13.17411,-28.75963,44.63615,-7.053319,-28.54324,44.19597,-6.905349,-28.46673,44.2225,-6.961552,6.143299,62.49955,355.9879,6.143,62.5,-4.012,338.04,60.40844,3.045681,-21.96,60.408,3.046,339.7238,78.32546,357.5614,-20.276,78.325,-2.439
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.753484,Medium,-28.661,44.641,-5.3419,13.02536,13.17411,-28.74014,44.63172,-7.093573,-28.54348,44.19615,-6.897547,-28.46445,44.21518,-6.953676,7.802351,62.7345,351.3961,7.802001,62.734,-8.604,338.6284,59.86155,0.7928294,-21.372,59.862,0.793,342.1096,77.70398,354.3079,-17.89,77.704,-5.692
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.793664,Medium,-28.661,44.641,-5.3419,13.18586,13.17411,-28.72694,44.6225,-7.134256,-28.54427,44.2006,-6.90119,-28.46418,44.21561,-6.956764,9.777867,64.07684,348.8391,9.778001,64.077,-11.161,338.5454,60.25159,357.8547,-21.455,60.252,-2.145,343.1068,77.95149,351.794,-16.893,77.951,-8.206
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.822012,Medium,-28.661,44.641,-5.3419,13.32275,13.17411,-28.71826,44.61602,-7.162841,-28.54625,44.20497,-6.905887,-28.46478,44.21537,-6.961782,10.82247,64.96119,346.8108,10.822,64.96101,-13.189,338.6317,60.57663,355.201,-21.368,60.577,-4.799,344.4367,78.4611,348.9212,-15.563,78.46101,-11.079
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.852756,Medium,-28.661,44.641,-5.3419,13.50307,13.17411,-28.70175,44.60479,-7.193854,-28.55179,44.20597,-6.911911,-28.46985,44.20973,-6.968219,11.89837,65.22908,342.9538,11.898,65.229,-17.046,339.2003,61.65903,351.2477,-20.8,61.659,-8.752001,346.3175,79.22683,345.0538,-13.682,79.22701,-14.946
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.86965,Medium,-28.661,44.641,-5.3419,13.65541,13.17411,-28.68846,44.59612,-7.21081,-28.56208,44.20371,-6.91292,-28.47731,44.19957,-6.969593,12.13496,62.99372,340.6429,12.135,62.994,-19.357,340.3635,61.72316,348.4684,-19.636,61.723,-11.532,349.6465,79.71006,342.4875,-10.354,79.71001,-17.512
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.873691,Medium,-28.661,44.641,-5.3419,13.79224,13.17411,-28.68047,44.59249,-7.214862,-28.57199,44.20325,-6.909073,-28.48562,44.1958,-6.963786,11.08043,59.9271,339.5117,11.08,59.927,-20.488,340.8173,60.36573,346.7147,-19.183,60.366,-13.285,351.0027,78.48861,340.9964,-8.997001,78.48901,-19.004
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.874121,Medium,-28.661,44.641,-5.3419,13.92297,13.17411,-28.66498,44.59578,-7.215472,-28.58263,44.20398,-6.903876,-28.49453,44.1965,-6.956005,6.98426,59.3287,337.6578,6.984,59.329,-22.342,341.0876,58.47638,346.323,-18.912,58.476,-13.677,351.1669,76.66616,340.873,-8.833,76.666,-19.127
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.902938,Medium,-28.661,44.641,-5.3419,14.05795,13.17411,-28.60835,44.64338,-7.244108,-28.59872,44.2018,-6.891267,-28.50921,44.19448,-6.940125,353.8426,74.6543,329.0908,-6.157,74.65401,-30.909,341.9762,55.86516,346.5257,-18.024,55.865,-13.474,351.7281,74.13023,341.8049,-8.272,74.13,-18.195
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.148582,Medium,-28.661,44.641,-5.3419,14.22561,13.17411,-28.4836,44.74425,-7.480656,-28.63086,44.19369,-6.861819,-28.53903,44.18555,-6.905162,359.814,58.89648,289.0384,-0.186,58.896,-70.96201,342.818,51.87612,346.6432,-17.182,51.876,-13.357,352.601,70.16125,342.3378,-7.399,70.161,-17.662
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.208394,Medium,-28.661,44.641,-5.3419,14.37908,13.17411,-28.40642,44.67937,-7.535235,-28.64779,44.17361,-6.836744,-28.55376,44.16736,-6.872484,353.2338,53.7225,273.3722,-6.766,53.722,-86.62801,345.0984,46.49328,348.2507,-14.902,46.493,-11.749,353.8588,64.35938,344.836,-6.141,64.359,-15.164
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.164667,Medium,-28.661,44.641,-5.3419,14.52062,13.17411,-28.41564,44.6299,-7.492588,-28.63022,44.16136,-6.841706,-28.53801,44.15638,-6.882578,1.07916,45.82693,276.1677,1.079,45.827,-83.832,346.1916,49.00527,350.1591,-13.808,49.005,-9.841001,354.7247,67.36436,347.0814,-5.275,67.36401,-12.919
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.155431,Medium,-28.661,44.641,-5.3419,14.64893,13.17411,-28.52098,44.63486,-7.492769,-28.60267,44.14829,-6.865399,-28.51695,44.14701,-6.917426,11.22707,57.44129,286.2946,11.227,57.441,-73.705,345.7419,56.04372,352.2894,-14.258,56.044,-7.711,353.5584,74.82442,349.1408,-6.442,74.82401,-10.859
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.171783,Medium,-28.661,44.641,-5.3419,14.80364,13.17411,-28.67184,44.66107,-7.513564,-28.5727,44.12462,-6.907296,-28.49746,44.12727,-6.972191,11.26413,83.35479,300.7723,11.264,83.355,-59.228,347.0968,65.80877,355.6617,-12.903,65.80901,-4.338,353.8179,84.66931,353.1229,-6.182,84.66901,-6.877
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.222646,Medium,-28.661,44.641,-5.3419,14.93756,13.17411,-28.73871,44.69353,-7.562566,-28.54914,44.10181,-6.960664,-28.48815,44.10429,-7.037941,22.37707,104.2957,314.6776,22.377,104.296,-45.322,347.6277,77.17726,355.9869,-12.372,77.177,-4.013,354.3268,96.20959,353.7891,-5.673,96.21001,-6.211
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.365978,Medium,-28.661,44.641,-5.3419,15.10522,13.17411,-28.80966,44.76591,-7.699897,-28.53815,44.08082,-7.035448,-28.50058,44.08312,-7.124594,30.52362,140.3338,334.3537,30.524,140.334,-25.646,347.9179,92.02832,356.1814,-12.082,92.02801,-3.819,354.5084,111.2949,354.298,-5.492,111.295,-5.702
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.42581,Medium,-28.661,44.641,-5.3419,15.26683,13.17411,-28.91026,44.81,-7.748945,-28.55131,44.03803,-7.095276,-28.53489,44.03986,-7.189576,21.8003,184.2033,350.3502,21.8,-175.797,-9.650001,346.9816,103.7727,355.4972,-13.018,103.773,-4.503,353.5246,122.9838,353.5581,-6.475,122.984,-6.442
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.414879,Medium,-28.661,44.641,-5.3419,15.40059,13.17411,-29.00315,44.72886,-7.730803,-28.56556,43.97602,-7.141727,-28.56946,43.9796,-7.237659,15.34193,175.2973,332.3937,15.342,175.297,-27.606,344.9579,113.6891,357.3591,-15.042,113.689,-2.641,351.6669,132.8583,354.7374,-8.333,132.858,-5.263
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.440293,Medium,-28.661,44.641,-5.3419,15.53493,13.17411,-29.07988,44.61407,-7.745824,-28.59449,43.93802,-7.194394,-28.62389,43.94125,-7.291391,13.08102,173.0328,321.5774,13.081,173.033,-38.423,334.3441,125.2335,1.087332,-25.656,125.234,1.087,345.5334,147.4476,354.1389,-14.467,147.448,-5.861
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.489141,Medium,-28.661,44.641,-5.3419,15.66953,13.17411,-29.1574,44.52526,-7.778295,-28.64779,43.90497,-7.241439,-28.69252,43.93066,-7.328268,14.80716,169.9327,315.3899,14.807,169.933,-44.61,324.3316,129.5941,6.262334,-35.668,129.594,6.262,329.9193,153.8106,353.753,-30.081,153.811,-6.247
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.551515,Medium,-28.661,44.641,-5.3419,15.80033,13.17411,-29.23005,44.45344,-7.822069,-28.71192,43.86769,-7.294581,-28.75154,43.89589,-7.377584,16.8668,163.7321,315.291,16.867,163.732,-44.709,327.3763,129.634,11.60471,-32.624,129.634,11.605,333.4353,153.9258,0.6728504,-26.565,153.926,0.673
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.634623,Medium,-28.661,44.641,-5.3419,15.92688,13.17411,-29.2913,44.40222,-7.888847,-28.78281,43.85974,-7.352057,-28.82444,43.88866,-7.432194,24.53735,168.8486,316.8424,24.537,168.849,-43.158,333.6539,133.2845,13.64356,-26.346,133.284,13.644,339.1067,156.6644,6.514862,-20.893,156.664,6.515
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.682357,Medium,-28.661,44.641,-5.3419,16.06074,13.17411,-29.35153,44.33487,-7.915709,-28.85266,43.86144,-7.406223,-28.90434,43.89031,-7.479644,28.35246,171.9108,319.6813,28.352,171.911,-40.319,334.4556,141.569,10.50651,-25.544,141.569,10.507,338.6311,163.7903,4.583259,-21.369,163.79,4.583
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.717101,Medium,-28.661,44.641,-5.3419,16.1956,13.17411,-29.40565,44.2453,-7.924834,-28.91199,43.85397,-7.47506,-28.9709,43.87363,-7.545121,31.08287,177.7019,325.7212,31.083,177.702,-34.279,337.6302,148.8407,6.777025,-22.37,148.841,6.777,343.3491,168.9133,3.395659,-16.651,168.913,3.396
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.764209,Medium,-28.661,44.641,-5.3419,16.32807,13.17411,-29.45746,44.1505,-7.943036,-28.9835,43.8498,-7.570259,-29.05033,43.86125,-7.63126,34.30524,190.8323,333.0746,34.305,-169.168,-26.925,339.4108,157.6702,4.106221,-20.589,157.67,4.106,348.5866,177.9274,2.327272,-11.413,177.927,2.327
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.81753,Medium,-28.661,44.641,-5.3419,16.46218,13.17411,-29.509,44.04302,-7.961401,-29.07045,43.83962,-7.681736,-29.14331,43.85806,-7.728434,34.31966,206.2097,343.2741,34.32,-153.79,-16.726,340.3216,166.2934,2.784967,-19.678,166.293,2.785,346.7634,187.0424,1.944706,-13.237,-172.958,1.945
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.889986,Medium,-28.661,44.641,-5.3419,16.59686,13.17411,-29.55766,43.93552,-7.997146,-29.1497,43.81528,-7.798124,-29.22416,43.83027,-7.836602,34.2941,225.0238,357.3305,34.294,-134.976,-2.669,343.9295,172.6073,5.001274,-16.071,172.607,5.001,351.865,192.8895,5.56838,-8.135,-167.111,5.568
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.969507,Medium,-28.661,44.641,-5.3419,16.73981,13.17411,-29.60515,43.84799,-8.043324,-29.24271,43.78919,-7.931556,-29.32026,43.79788,-7.961455,32.57145,240.4627,5.743979,32.571,-119.537,5.744,343.9635,179.5906,358.504,-16.036,179.591,-1.496,352.716,198.6243,1.712488,-7.284,-161.376,1.712
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.06356,Far,-28.661,44.641,-5.3419,16.86449,13.17411,-29.63913,43.75966,-8.108109,-29.33078,43.75898,-8.053986,-29.40641,43.77179,-8.072806,23.04539,251.3336,14.65289,23.045,-108.666,14.653,343.8102,183.2251,357.1121,-16.19,-176.775,-2.888,351.5258,203.7477,358.8913,-8.474,-156.252,-1.109
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.158352,Far,-28.661,44.641,-5.3419,16.99823,13.17411,-29.66161,43.6918,-8.183203,-29.40767,43.71172,-8.18011,-29.48419,43.71154,-8.202263,16.55109,257.0716,21.68542,16.551,-102.928,21.685,346.606,183.2799,352.3636,-13.394,-176.72,-7.636,357.4778,203.246,356.4528,-2.522,-156.754,-3.547
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.233966,Far,-28.661,44.641,-5.3419,17.1323,13.17411,-29.66834,43.6418,-8.247997,-29.47067,43.66472,-8.29735,-29.54137,43.65186,-8.324031,8.679834,257.6813,23.16945,8.68,-102.319,23.169,345.0045,183.0453,342.6974,-14.995,-176.955,-17.303,359.2346,201.1663,348.5242,-0.765,-158.834,-11.476
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.277612,Far,-28.661,44.641,-5.3419,17.26948,13.17411,-29.65857,43.61492,-8.290588,-29.51689,43.62085,-8.391955,-29.57866,43.60351,-8.424168,8.661111,253.5703,21.688,8.661,-106.43,21.688,343.2872,183.9796,334.1809,-16.713,-176.02,-25.819,358.3959,198.7806,343.2515,-1.604,-161.219,-16.748
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.312165,Far,-28.661,44.641,-5.3419,17.41099,13.17411,-29.6481,43.58696,-8.322685,-29.54189,43.56461,-8.444682,-29.58724,43.53153,-8.487425,3.697086,240.9433,14.95566,3.697,-119.057,14.956,348.8262,184.6999,326.4064,-11.174,-175.3,-33.594,7.206161,193.396,340.6414,7.206,-166.604,-19.359
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.322758,Far,-28.661,44.641,-5.3419,17.55736,13.17411,-29.64214,43.57871,-8.333492,-29.54894,43.54457,-8.454828,-29.5924,43.53662,-8.494202,2.316753,235.0089,20.57884,2.317,-124.991,20.579,349.1286,186.256,322.3109,-10.871,-173.744,-37.689,354.9084,195.5921,335.4469,-5.092,-164.408,-24.553
