userName,cohort,trial,PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveledCameraRig,m_TotalDistanceTraveledHeadset,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,headset.euler.x,headset.euler.y,headset.euler.z,headset.InspectorRotation.x,headset.InspectorRotation.y,headset.InspectorRotation.z,leftController.euler.x,leftController.euler.y,leftController.euler.z,leftController.InspectorRotation.x,leftController.InspectorRotation.y,leftController.InspectorRotation.z,rightController.euler.x,rightController.euler.y,rightController.euler.z,rightController.InspectorRotation.x,rightController.InspectorRotation.y,rightController.InspectorRotation.z,cameraRig x,cameraRig y,cameraRig z,cameraRig.euler.x,cameraRig.euler.y,cameraRig.euler.z,cameraRig.InspectorRotation.x,cameraRig.InspectorRotation.y,cameraRig.InspectorRotation.z,m_EventType,m_Side,m_Status
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.49595,Far,-28.057,44.482,-5.3419,0.02,0,0,-34.54645,44.37188,-16.02009,-35.16,43.152,-14.71,-35.16,43.152,-14.71,350.9345,116.6465,352.474,-9.065001,116.647,-7.526,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.19078,Far,-28.057,44.482,-5.3419,0.4646729,0.3128777,0.3651643,-34.53902,44.3419,-15.6656,-34.59601,43.9418,-15.62902,-34.56071,43.95098,-15.77084,357.4127,117.6515,358.1333,-2.587,117.652,-1.867,290.7833,133.2283,352.8586,-69.217,133.228,-7.141,353.2472,139.4929,347.6909,-6.753,139.493,-12.309,-35.16,43.14921,-14.39991,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.17729,Far,-28.057,44.482,-5.3419,0.7811951,0.3128777,0.5095146,-34.60153,44.44669,-15.61099,-34.63054,44.02486,-15.65108,-34.58981,44.02974,-15.79227,355.0445,114.4161,0.09521595,-4.955,114.416,0.09500001,293.802,134.26,350.6828,-66.19801,134.26,-9.317,354.1413,139.9892,347.1206,-5.859,139.989,-12.879,-35.16,43.14921,-14.39991,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.18894,Far,-28.057,44.482,-5.3419,0.9263001,0.3128777,0.554853,-34.63232,44.47811,-15.6052,-34.64721,44.06022,-15.65539,-34.59979,44.06281,-15.79262,357.0754,119.2504,359.3694,-2.925,119.25,-0.631,296.6503,134.2416,349.7234,-63.35,134.242,-10.277,356.0643,140.1387,347.1268,-3.936,140.139,-12.873,-35.16,43.14921,-14.39991,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.1989,Far,-28.057,44.482,-5.3419,1.050115,0.3128777,0.5774238,-34.64902,44.49288,-15.60632,-34.65738,44.07001,-15.65569,-34.60679,44.07101,-15.79103,357.7368,120.4358,358.9009,-2.263,120.436,-1.099,297.7177,131.8434,352.9406,-62.282,131.843,-7.059,357.9282,139.9712,347.9128,-2.072,139.971,-12.087,-35.16,43.14921,-14.39991,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.20118,Far,-28.057,44.482,-5.3419,1.179718,0.3128777,0.6016224,-34.65794,44.51494,-15.60325,-34.66153,44.08072,-15.65454,-34.61479,44.0805,-15.79156,356.9856,117.3083,358.3564,-3.014,117.308,-1.644,297.8639,133.4637,352.1362,-62.136,133.464,-7.864,358.1611,140.7821,347.7105,-1.839,140.782,-12.289,-35.16,43.14921,-14.39991,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.20047,Far,-28.057,44.482,-5.3419,1.305915,0.3128815,0.6250821,-34.66186,44.53776,-15.59979,-34.6573,44.09584,-15.65502,-34.61008,44.09535,-15.79276,355.6545,114.4489,358.3241,-4.345,114.449,-1.676,297.0497,133.2957,351.7868,-62.95,133.296,-8.213,357.7662,140.2086,347.1526,-2.234,140.209,-12.847,-35.16,43.14921,-14.39991,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.19372,Far,-28.057,44.482,-5.3419,1.433551,0.3128815,0.6433765,-34.66248,44.55368,-15.59125,-34.64188,44.11544,-15.6544,-34.58946,44.11792,-15.79228,356.1936,107.2599,359.3735,-3.806,107.26,-0.627,294.4946,131.2219,351.5032,-65.505,131.222,-8.497001,355.8307,138.3982,346.0011,-4.169,138.398,-13.999,-35.16,43.14921,-14.39991,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.1905,Far,-28.057,44.482,-5.3419,1.559585,0.3128815,0.659705,-34.6632,44.5691,-15.58685,-34.61235,44.13713,-15.65098,-34.55413,44.14114,-15.78797,352.7279,106.6646,0.02900399,-7.272,106.665,0.029,293.1965,131.2697,347.4981,-66.803,131.27,-12.502,353.6891,135.3471,344.1802,-6.311,135.347,-15.82,-35.16,43.14921,-14.39991,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.19269,Far,-28.057,44.482,-5.3419,1.68899,0.3128815,0.6762594,-34.65462,44.56965,-15.59497,-34.58239,44.1546,-15.64144,-34.52174,44.16302,-15.77938,349.8926,107.6025,0.1737477,-10.107,107.602,0.174,289.1365,130.6868,344.031,-70.86301,130.687,-15.969,350.2403,131.4744,343.0735,-9.76,131.474,-16.926,-35.16,43.14921,-14.39991,0,0,0,0,0,0,,,
