userName,ExperimentState,ReflectionPhasePart,elapsedTime,totalDistanceTraveled,headsetPosX,headsetPosY,headsetPosZ,ControllerLeftPosX,ControllerLeftPosY,ControllerLeftPosZ,ControllerRightPosX,ControllerRightPosY,ControllerRightPosZ,headsetRotEulerX,headsetRotEulerY,headsetRotEulerZ,headsetRotInspectorX,headsetRotInspectorY,headsetRotInspectorZ,controllerLeftRotEulerX,controllerLeftRotEulerY,controllerLeftRotEulerZ,controllerLeftRotInspectorX,controllerLeftRotInspectorY,controllerLefttRotInspectorZ,controllerRightRotEulerX,controllerRightRotEulerY,controllerRightRotEulerZ,controllerRightRotInspectorX,controllerRightRotInspectorY,controllerRighttRotInspectorZ,Task0IsVisible,Task1IsVisible,Task2IsVisible,Task3IsVisible,Task4IsVisible,Task5IsVisible,Task6IsVisible,Task7IsVisible,Task8IsVisible,Task9IsVisible,Task10IsVisible,Task11IsVisible,Task12IsVisible,Task13IsVisible,Task14IsVisible,Task15IsVisible,Task16IsVisible,Task17IsVisible,Task18IsVisible,Task19IsVisible,Task20IsVisible,Task21IsVisible,Task22IsVisible,Task23IsVisible,
R_1234567890,Reflective,Main,7.683206,3.838217,-34.48573,44.61536,-14.83976,-34.2207,44.27857,-14.85408,-34.50994,44.28139,-15.09558,18.96324,129.9564,354.1709,18.963,129.956,-5.829,316.8452,111.8359,9.252925,-43.155,111.836,9.253,310.647,120.2247,17.51883,-49.353,120.225,17.519,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,7.800574,3.852926,-34.47372,44.61809,-14.83187,-34.21175,44.28978,-14.89191,-34.55673,44.29365,-15.10284,19.51168,131.8236,353.7023,19.512,131.824,-6.298,316.5569,115.5534,10.36045,-43.443,115.553,10.36,308.9769,130.9167,16.69619,-51.023,130.917,16.696,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,7.923899,3.874234,-34.45533,44.62111,-14.82172,-34.17941,44.30322,-14.89891,-34.59719,44.30394,-15.09679,19.13002,137.8887,354.8134,19.13,137.889,-5.187,316.5658,107.955,15.00889,-43.434,107.955,15.009,308.0748,139.8275,17.47262,-51.925,139.828,17.473,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,8.047789,3.892082,-34.43907,44.62158,-14.81456,-34.15755,44.3116,-14.91565,-34.6379,44.31621,-15.08016,19.57506,149.5825,355.7656,19.575,149.582,-4.234,316.9916,111.9342,15.62384,-43.008,111.934,15.624,306.6953,151.2782,17.93246,-53.305,151.278,17.932,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,8.175381,3.900628,-34.43935,44.62333,-14.81656,-34.17044,44.317,-14.9423,-34.68053,44.32062,-15.04773,18.29423,172.1028,354.9381,18.294,172.103,-5.062,314.3954,126.275,13.97818,-45.605,126.275,13.978,305.8952,167.1997,14.59866,-54.105,167.2,14.599,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,8.312691,3.925192,-34.46299,44.62278,-14.81143,-34.21749,44.31641,-14.96652,-34.72449,44.30579,-15.00123,16.04627,196.1945,353.9515,16.046,-163.805,-6.048,310.7947,145.8166,11.32901,-49.205,145.817,11.329,307.921,184.8013,12.24107,-52.079,-175.199,12.241,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,8.458607,3.953622,-34.48765,44.62029,-14.79772,-34.27485,44.3081,-14.99846,-34.76217,44.28667,-14.94017,15.18532,213.2553,353.7841,15.185,-146.745,-6.216,311.9557,162.6852,10.46358,-48.044,162.685,10.464,309.0103,200.4348,10.2831,-50.99,-159.565,10.283,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,8.626068,3.989808,-34.52016,44.6198,-14.78196,-34.35334,44.30086,-15.0302,-34.79817,44.25861,-14.86459,13.52431,233.5658,353.2795,13.524,-126.434,-6.721,311.837,178.2798,10.34805,-48.163,178.28,10.348,310.53,217.3717,9.401081,-49.47,-142.628,9.401,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,8.791874,4.033866,-34.54057,44.58947,-14.76162,-34.43127,44.27946,-15.04827,-34.81674,44.23578,-14.77351,12.71898,255.3641,351.833,12.719,-104.636,-8.167001,312.5865,192.6606,11.3398,-47.413,-167.339,11.34,306.8087,237.0269,15.83133,-53.191,-122.973,15.831,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,8.928317,4.060767,-34.53981,44.56805,-14.74595,-34.48176,44.24981,-15.05106,-34.81887,44.20659,-14.68703,11.98812,266.3232,351.8135,11.988,-93.677,-8.186001,316.571,207.311,7.995677,-43.429,-152.689,7.996,309.2714,262.2324,7.039075,-50.729,-97.76801,7.039001,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,9.065695,4.093102,-34.53915,44.5374,-14.73609,-34.51545,44.21759,-15.04141,-34.79127,44.16796,-14.62035,12.55436,273.4548,352.0618,12.554,-86.54501,-7.938,319.5148,222.911,1.457921,-40.485,-137.089,1.458,311.9647,273.5281,7.152497,-48.035,-86.47201,7.152,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,9.230142,4.119087,-34.5396,44.5123,-14.73587,-34.53268,44.1942,-15.03076,-34.74729,44.12494,-14.5718,10.08699,273.5934,352.3924,10.087,-86.40701,-7.608,322.793,233.266,357.9829,-37.207,-126.734,-2.017,316.3593,281.2059,6.375809,-43.641,-78.79401,6.376,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,9.366524,4.131545,-34.53733,44.50173,-14.74112,-34.54419,44.17682,-15.02362,-34.71732,44.10863,-14.55265,9.755856,272.0401,352.6279,9.756001,-87.96001,-7.372,324.6474,238.2803,356.8049,-35.353,-121.72,-3.195,318.0941,284.972,5.483162,-41.906,-75.028,5.483,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,9.528026,4.13987,-34.53523,44.49776,-14.74369,-34.56067,44.16033,-15.01638,-34.69853,44.09967,-14.55015,10.45812,274.024,352.974,10.458,-85.97601,-7.026,326.8417,241.9689,357.7668,-33.158,-118.031,-2.233,319.1801,284.9291,6.823405,-40.82,-75.07101,6.823,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,9.658072,4.167879,-34.51888,44.51892,-14.75177,-34.56739,44.16088,-15.01905,-34.67299,44.09608,-14.55788,8.397365,274.0852,353.3717,8.397,-85.915,-6.628,327.2148,241.3568,359.0216,-32.785,-118.643,-0.978,320.0849,285.442,6.604198,-39.915,-74.55801,6.604,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,9.789461,4.217537,-34.48702,44.55606,-14.75977,-34.56408,44.16452,-15.0456,-34.66975,44.10637,-14.56526,0.499053,272.9965,352.8107,0.499,-87.00301,-7.189,329.0997,235.8065,0.261597,-30.9,-124.194,0.262,320.1974,284.4297,7.071053,-39.803,-75.57001,7.071,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,9.954621,4.244844,-34.47413,44.55783,-14.76017,-34.55763,44.16508,-15.06216,-34.66888,44.11459,-14.57884,1.019659,273.2115,352.4749,1.02,-86.789,-7.525001,330.9016,235.4766,359.9589,-29.098,-124.523,-0.041,320.5383,281.4186,8.223862,-39.462,-78.581,8.224,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,10.10089,4.294428,-34.49816,44.51517,-14.75261,-34.55951,44.14566,-15.06508,-34.66499,44.10465,-14.58263,2.667406,274.6534,353.3531,2.667,-85.34701,-6.647,332.1386,236.9566,359.8243,-27.861,-123.043,-0.176,319.5532,280.6784,7.932091,-40.447,-79.32201,7.932,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,10.26723,4.327833,-34.51949,44.48991,-14.75015,-34.56905,44.11249,-15.06086,-34.65781,44.0717,-14.57953,3.544173,272.3004,353.7279,3.544,-87.7,-6.272,336.0693,239.9311,358.4128,-23.931,-120.069,-1.587,321.8701,281.7515,6.335757,-38.13,-78.248,6.336,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,10.42444,4.335329,-34.52634,44.48841,-14.74943,-34.57084,44.10876,-15.05132,-34.64563,44.05023,-14.57052,3.66804,271.7479,353.1402,3.668,-88.25201,-6.86,336.2109,242.2095,356.9427,-23.789,-117.79,-3.057,324.7425,283.2887,5.883162,-35.258,-76.71101,5.883,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,10.56147,4.338549,-34.52864,44.48816,-14.74798,-34.57285,44.11098,-15.05157,-34.63954,44.04503,-14.56299,4.090801,271.918,353.6132,4.091,-88.082,-6.387,335.9651,241.6589,356.8662,-24.035,-118.341,-3.134,325.959,284.3071,6.293872,-34.041,-75.693,6.294,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,10.72402,4.344796,-34.53111,44.48867,-14.74237,-34.57852,44.09073,-15.0669,-34.63905,44.05173,-14.55622,3.226349,272.4031,353.6008,3.226,-87.59701,-6.399,344.039,236.2701,2.65963,-15.961,-123.73,2.66,324.3324,284.932,6.393872,-35.668,-75.068,6.394001,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,10.85776,4.351964,-34.53581,44.49047,-14.73737,-34.58012,44.07914,-15.07129,-34.64359,44.05353,-14.55149,2.829553,271.6593,353.4646,2.83,-88.341,-6.535,346.1119,234.6369,0.6244979,-13.888,-125.363,0.624,324.2494,285.1478,6.242929,-35.751,-74.85201,6.243001,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,10.99481,4.362532,-34.54328,44.48851,-14.73021,-34.58681,44.07867,-15.06633,-34.64772,44.05258,-14.54771,3.440079,271.8316,353.3317,3.44,-88.16801,-6.668,346.7621,234.508,0.4257679,-13.238,-125.492,0.426,324.3537,284.7356,6.735981,-35.646,-75.264,6.736001,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,11.15842,4.380111,-34.55702,44.48541,-14.7197,-34.59632,44.07274,-15.06132,-34.65635,44.04797,-14.54126,4.265123,272.194,353.0598,4.265,-87.80601,-6.940001,348.8219,233.7448,0.08309512,-11.178,-126.255,0.083,325.1549,284.7114,6.767011,-34.845,-75.289,6.767,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,11.29227,4.397628,-34.57119,44.48326,-14.70965,-34.60608,44.07055,-15.05315,-34.66699,44.04601,-14.53457,4.793742,272.2029,352.7845,4.794,-87.797,-7.216001,349.4536,234.0585,359.6574,-10.546,-125.942,-0.343,325.2869,284.5879,6.643078,-34.713,-75.412,6.643,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,11.44085,4.420401,-34.59015,44.4801,-14.69745,-34.61929,44.0692,-15.04406,-34.68079,44.04526,-14.52652,5.494057,272.4447,352.5592,5.494,-87.55501,-7.441,349.8731,233.9825,359.4221,-10.127,-126.018,-0.578,325.3235,284.3502,6.592612,-34.677,-75.65,6.593,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,11.57563,4.439332,-34.60672,44.47708,-14.68884,-34.63197,44.0674,-15.03485,-34.69307,44.04581,-14.51878,6.031721,272.1206,352.8069,6.032,-87.87901,-7.193,349.9866,234.1732,358.934,-10.013,-125.827,-1.066,325.3263,284.3381,6.65058,-34.674,-75.662,6.651,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,11.73335,4.459724,-34.62564,44.47761,-14.68136,-34.64637,44.06439,-15.02308,-34.70821,44.04501,-14.50997,6.563563,271.6287,353.5642,6.564,-88.371,-6.436,350.8017,233.9691,358.4209,-9.198001,-126.031,-1.579,325.7295,283.6158,6.855468,-34.271,-76.384,6.855,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,11.88607,4.479885,-34.64394,44.47844,-14.67311,-34.66026,44.06694,-15.01391,-34.72513,44.04482,-14.50219,7.359653,271.6005,353.3385,7.36,-88.4,-6.661,350.4096,233.8567,358.4751,-9.59,-126.143,-1.525,326.0943,283.033,7.198127,-33.906,-76.967,7.198,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,12.02219,4.495557,-34.65523,44.48085,-14.66257,-34.67153,44.06786,-15.00716,-34.74392,44.0497,-14.49665,7.308826,272.3212,353.0797,7.309,-87.679,-6.920001,350.7699,234.214,359.7445,-9.23,-125.786,-0.256,325.8038,283.8173,7.945893,-34.196,-76.18301,7.946001,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,12.18821,4.516666,-34.67241,44.47754,-14.65098,-34.68622,44.07446,-14.9976,-34.77235,44.0504,-14.49035,8.243658,272.7521,352.6504,8.244,-87.248,-7.35,349.2999,235.4344,358.1813,-10.7,-124.566,-1.819,327.5301,287.5901,7.874977,-32.47,-72.41,7.875,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,12.32461,4.535774,-34.68941,44.4729,-14.64367,-34.69633,44.07207,-14.99294,-34.79203,44.04461,-14.4866,8.93617,272.9297,352.6592,8.936001,-87.07001,-7.341001,349.6538,235.2187,357.8365,-10.346,-124.781,-2.163,331.3093,289.4337,6.902387,-28.691,-70.566,6.902,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,12.45821,4.557844,-34.71107,44.47103,-14.64037,-34.70819,44.06623,-14.98948,-34.80344,44.03414,-14.48205,9.459315,272.8122,352.696,9.459001,-87.188,-7.304,350.5838,234.6943,357.6511,-9.416,-125.306,-2.349,334.4827,290.4975,5.35593,-25.517,-69.50301,5.356,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,12.61973,4.584057,-34.73716,44.46885,-14.63997,-34.72956,44.06487,-14.98505,-34.82098,44.02877,-14.48119,9.883597,272.4331,352.8488,9.884001,-87.567,-7.151,350.4833,234.6139,357.4395,-9.517,-125.386,-2.561,334.8879,289.5314,5.693202,-25.112,-70.469,5.693,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,12.77047,4.612051,-34.76495,44.46785,-14.64274,-34.74879,44.0627,-14.98297,-34.84721,44.02771,-14.48564,10.1046,271.4391,353.3503,10.105,-88.561,-6.65,350.4147,233.7118,357.5736,-9.585,-126.288,-2.426,334.6541,287.2232,6.250994,-25.346,-72.777,6.251,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,12.93362,4.638051,-34.79058,44.46902,-14.64237,-34.76202,44.06096,-14.98381,-34.87685,44.03279,-14.49291,10.73612,270.658,354.0306,10.736,-89.342,-5.969,350.998,231.7538,358.4752,-9.002001,-128.246,-1.525,333.9032,284.707,6.103777,-26.097,-75.29301,6.104,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,13.08342,4.664858,-34.81369,44.4665,-14.62945,-34.77497,44.06356,-14.98262,-34.90299,44.03666,-14.49755,11.35924,270.8727,353.1486,11.359,-89.12701,-6.851,351.148,230.5891,357.5707,-8.852,-129.411,-2.429,332.8157,282.7155,5.791211,-27.184,-77.285,5.791,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,13.24459,4.691174,-34.83398,44.45873,-14.6147,-34.79059,44.06366,-14.9745,-34.92371,44.03169,-14.49704,12.55223,270.7107,352.8018,12.552,-89.289,-7.198,350.6551,230.1364,356.5033,-9.345,-129.864,-3.497,332.9362,280.951,4.902411,-27.064,-79.049,4.902,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,13.37874,4.708753,-34.84656,44.45676,-14.60264,-34.80219,44.06239,-14.9627,-34.93433,44.02617,-14.48928,12.82914,270.697,352.2462,12.829,-89.303,-7.754,351.0797,230.1421,356.3169,-8.92,-129.858,-3.683,333.3865,280.0585,5.161732,-26.614,-79.941,5.162,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,13.51197,4.716978,-34.85151,44.45546,-14.59645,-34.80892,44.06396,-14.95196,-34.94236,44.0235,-14.48133,12.66537,270.2967,352.1887,12.665,-89.703,-7.811,350.6716,230.2796,356.8925,-9.328,-129.72,-3.107,333.5642,279.4467,5.573526,-26.436,-80.553,5.574,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,13.67369,4.722083,-34.84901,44.45426,-14.59414,-34.80944,44.06154,-14.94566,-34.94491,44.02565,-14.47875,12.86045,270.4304,352.7219,12.86,-89.57001,-7.278,350.8996,230.1138,357.6384,-9.1,-129.886,-2.362,333.0004,278.6348,5.763637,-27,-81.36501,5.764,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,13.83932,4.7416,-34.83201,44.45206,-14.60304,-34.79782,44.0581,-14.94438,-34.93598,44.02656,-14.48348,13.10401,270.2771,353.138,13.104,-89.72301,-6.862,351.2036,230.295,358.3934,-8.796,-129.705,-1.607,332.4619,277.4254,6.665105,-27.538,-82.575,6.665,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,13.97768,4.777456,-34.80117,44.45929,-14.6198,-34.77932,44.05699,-14.95263,-34.91848,44.03276,-14.49086,12.13638,270.3735,353.9497,12.136,-89.62601,-6.05,351.3635,229.7664,359.8003,-8.637,-130.234,-0.2,331.8496,277.2881,6.675809,-28.15,-82.71201,6.676,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,14.1438,4.846457,-34.74239,44.47301,-14.65315,-34.74507,44.06028,-14.97071,-34.88227,44.05229,-14.50588,10.49962,269.3947,354.4563,10.5,-90.605,-5.544,350.9574,229.9069,1.684861,-9.043,-130.093,1.685,329.6465,277.4778,7.896143,-30.354,-82.522,7.896,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,14.27899,4.913729,-34.68523,44.48609,-14.68603,-34.70519,44.06755,-14.99351,-34.8399,44.06868,-14.52351,9.551291,269.0614,354.5875,9.551001,-90.939,-5.412,350.1576,230.2002,2.792901,-9.842,-129.8,2.793,327.8602,278.2076,8.394608,-32.14,-81.79201,8.395,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,14.44044,4.988924,-34.62581,44.51884,-14.71841,-34.64899,44.08122,-15.03193,-34.78222,44.08195,-14.54474,6.114603,268.9718,354.6777,6.115,-91.02801,-5.322,350.0643,228.7107,2.448436,-9.936001,-131.289,2.448,329.4859,281.6278,6.175032,-30.514,-78.372,6.175,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,14.59547,5.045204,-34.57951,44.53461,-14.7455,-34.60866,44.09848,-15.06402,-34.73627,44.09013,-14.56236,5.081305,269.9125,355.1047,5.081,-90.08801,-4.895,348.7574,228.4532,2.220064,-11.243,-131.547,2.22,330.8719,283.1148,5.96411,-29.128,-76.885,5.964,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,14.74892,5.072318,-34.561,44.53043,-14.76381,-34.58773,44.09711,-15.08263,-34.70762,44.09786,-14.57286,5.859689,270.252,356.1229,5.86,-89.748,-3.877,348.7688,228.6996,2.302171,-11.231,-131.3,2.302,330.0588,283.8889,6.956153,-29.941,-76.111,6.956,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,14.88947,5.085792,-34.56459,44.51976,-14.7698,-34.58217,44.08724,-15.08685,-34.69733,44.09272,-14.57766,7.611668,270.7393,356.2159,7.612,-89.261,-3.784,349.7767,229.4115,2.417573,-10.223,-130.589,2.418,330.3427,284.0721,7.676929,-29.657,-75.928,7.677001,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,15.0381,5.104082,-34.5802,44.51383,-14.7636,-34.58628,44.0808,-15.0834,-34.70097,44.08538,-14.57887,8.738293,270.9421,355.8618,8.738001,-89.05801,-4.138,350.9188,230.5488,1.526428,-9.081,-129.451,1.526,331.2193,283.9135,7.614271,-28.781,-76.08701,7.614,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,15.20187,5.13018,-34.60094,44.51065,-14.74818,-34.60397,44.08173,-15.07437,-34.7181,44.08315,-14.57135,9.292189,268.9084,355.1712,9.292001,-91.092,-4.829,350.644,231.1704,0.4743342,-9.356001,-128.83,0.474,331.1709,284.0853,6.498994,-28.829,-75.915,6.499,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,15.36103,5.162813,-34.62901,44.51102,-14.73164,-34.62794,44.08525,-15.05575,-34.74112,44.08338,-14.5589,9.647403,264.498,354.7412,9.647,-95.50201,-5.259,350.2748,231.5884,0.1313639,-9.725,-128.412,0.131,331.0578,283.2286,6.053205,-28.942,-76.771,6.053,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,15.49528,5.190535,-34.65362,44.51099,-14.71891,-34.64728,44.08855,-15.03895,-34.76324,44.08601,-14.54675,9.804729,261.4529,354.4945,9.805,-98.547,-5.505,349.7816,231.2197,0.2198957,-10.218,-128.78,0.22,330.596,281.8867,6.247837,-29.404,-78.11301,6.248,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,15.66633,5.219179,-34.67857,44.50727,-14.70537,-34.66997,44.085,-15.01837,-34.79482,44.08397,-14.53066,10.30668,259.4918,354.7368,10.307,-100.508,-5.263,350.273,229.9891,0.4061887,-9.727,-130.011,0.406,330.8474,280.3077,6.176361,-29.153,-79.692,6.176,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,15.79881,5.259829,-34.71473,44.49995,-14.68867,-34.68863,44.0787,-15.00102,-34.82259,44.08157,-14.5194,12.90719,260.5778,355.5826,12.907,-99.422,-4.417,350.7179,228.7986,0.5935922,-9.282001,-131.201,0.594,331.1359,278.1934,7.372694,-28.864,-81.80701,7.373,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,15.96679,5.313966,-34.7622,44.47515,-14.68979,-34.71262,44.06154,-14.98717,-34.85535,44.07122,-14.50694,12.62294,260.502,356.0192,12.623,-99.498,-3.981,350.6158,227.4745,0.3140311,-9.384001,-132.526,0.314,331.1344,275.8847,8.735165,-28.866,-84.11501,8.735001,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,16.13249,5.391477,-34.79078,44.40582,-14.70493,-34.72076,44.01111,-14.9748,-34.88501,44.02713,-14.50947,11.22263,261.9147,356.7369,11.223,-98.08501,-3.263,349.3291,227.7299,358.0187,-10.671,-132.27,-1.981,330.9327,271.6671,10.53946,-29.067,-88.33301,10.539,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,16.2673,5.454051,-34.79459,44.34351,-14.70615,-34.71306,43.94858,-14.97568,-34.89364,43.9842,-14.5164,11.9022,263.584,356.1686,11.902,-96.41601,-3.831,351.0814,225.756,357.5244,-8.919001,-134.244,-2.476,329.0276,270.0881,10.40742,-30.972,-89.912,10.407,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,16.4015,5.493044,-34.78879,44.30534,-14.70269,-34.70152,43.89657,-14.98334,-34.88856,43.94078,-14.52154,12.90658,265.4143,355.4716,12.907,-94.58601,-4.528,353.0096,224.7107,356.2769,-6.99,-135.289,-3.723,329.1802,270.376,10.33294,-30.82,-89.624,10.333,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,16.56824,5.517287,-34.77483,44.29249,-14.69635,-34.68312,43.87597,-14.99101,-34.86609,43.91001,-14.52082,11.50167,265.3111,355.3605,11.502,-94.689,-4.639,353.3164,225.7917,354.1105,-6.684,-134.208,-5.889,330.0782,272.5717,8.74634,-29.922,-87.428,8.746,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,16.71883,5.53519,-34.76239,44.30411,-14.69371,-34.67536,43.87999,-14.99445,-34.84259,43.89349,-14.52088,8.035828,265.729,355.2187,8.036,-94.271,-4.781,352.8463,227.2182,352.8767,-7.154,-132.782,-7.123,332.4198,274.0071,8.105111,-27.58,-85.993,8.105,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,16.87008,5.559804,-34.75505,44.32511,-14.70317,-34.67706,43.89565,-14.99375,-34.82628,43.90291,-14.52544,8.363997,264.7241,355.059,8.364,-95.276,-4.941,353.118,228.8283,353.4469,-6.882,-131.172,-6.553,333.3166,273.9286,9.117533,-26.683,-86.07101,9.118,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
