userName,cohort,trial,PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveledCameraRig,m_TotalDistanceTraveledHeadset,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,headset.euler.x,headset.euler.y,headset.euler.z,headset.InspectorRotation.x,headset.InspectorRotation.y,headset.InspectorRotation.z,leftController.euler.x,leftController.euler.y,leftController.euler.z,leftController.InspectorRotation.x,leftController.InspectorRotation.y,leftController.InspectorRotation.z,rightController.euler.x,rightController.euler.y,rightController.euler.z,rightController.InspectorRotation.x,rightController.InspectorRotation.y,rightController.InspectorRotation.z,cameraRig x,cameraRig y,cameraRig z,cameraRig.euler.x,cameraRig.euler.y,cameraRig.euler.z,cameraRig.InspectorRotation.x,cameraRig.InspectorRotation.y,cameraRig.InspectorRotation.z
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.52909,Far,-28.057,44.482,-5.3419,0.02,0,58.35416,-34.57292,44.18892,-16.03932,-35.16,43.152,-14.71,-35.16,43.152,-14.71,325.1683,114.4096,356.9899,-34.832,114.41,-3.01,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.2438,Far,-28.057,44.482,-5.3419,0.4629118,0.9879806,233.1777,-34.71698,44.15364,-15.61067,-34.48108,43.75854,-15.82373,-34.60658,43.75841,-15.92474,5.973742,127.1353,359.307,5.974,127.135,-0.693,344.9135,198.4715,10.77506,-15.087,-161.529,10.775,345.2142,198.9397,3.468116,-14.786,-161.06,3.468,-35.16,43.14921,-14.38068,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.20987,Far,-28.057,44.482,-5.3419,0.7919666,1.975973,408.1194,-34.69734,44.23658,-15.58527,-34.48447,43.75694,-15.82545,-34.61722,43.74954,-15.94598,333.6413,109.8027,14.08706,-26.359,109.803,14.087,344.914,198.6382,10.26755,-15.086,-161.362,10.268,345.3772,194.9846,8.377114,-14.623,-165.015,8.377001,-35.16,43.14921,-14.38068,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.2144,Far,-28.057,44.482,-5.3419,0.9544547,3.951958,758.1466,-34.69543,44.21251,-15.5913,-34.49072,43.75773,-15.82246,-34.63181,43.74473,-15.95825,313.2431,97.21143,19.416,-46.757,97.21101,19.416,345.0125,200.325,3.414323,-14.988,-159.675,3.414,345.3963,189.7277,8.788634,-14.604,-170.272,8.789001,-35.16,43.14921,-14.38068,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.21939,Far,-28.057,44.482,-5.3419,1.100729,5.927944,1107.93,-34.66007,44.18098,-15.61918,-34.49407,43.75756,-15.82114,-34.64819,43.74883,-15.96231,328.8381,110.4634,1.481732,-31.162,110.463,1.482,345.1498,201.0808,359.7752,-14.85,-158.919,-0.225,348.0832,182.5134,355.5395,-11.917,-177.487,-4.461,-35.16,43.14921,-14.38068,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.22077,Far,-28.057,44.482,-5.3419,1.236046,7.574598,1399.312,-34.63978,44.17263,-15.63357,-34.49293,43.75713,-15.82235,-34.6354,43.75835,-15.95194,328.5942,105.8134,3.572688,-31.406,105.813,3.573,345.2457,200.5456,1.61082,-14.754,-159.454,1.611,342.8948,163.3719,3.536969,-17.105,163.372,3.537,-35.16,43.14921,-14.38068,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.22526,Far,-28.057,44.482,-5.3419,1.371173,9.550582,1748.903,-34.62225,44.16664,-15.6499,-34.49206,43.75573,-15.82582,-34.64182,43.78651,-15.939,328.2486,104.4838,2.25555,-31.751,104.484,2.256,345.2606,199.5942,5.258556,-14.739,-160.406,5.259,332.9335,161.9862,2.2953,-27.067,161.986,2.295,-35.16,43.14921,-14.38068,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.22186,Far,-28.057,44.482,-5.3419,1.516108,11.52656,2098.42,-34.60337,44.16095,-15.65771,-34.49454,43.75442,-15.82787,-34.64036,43.81466,-15.94092,328.7971,104.407,1.836069,-31.203,104.407,1.836,345.2611,199.488,5.609636,-14.739,-160.512,5.61,328.4466,154.6376,0.8137252,-31.553,154.638,0.814,-35.16,43.14921,-14.38068,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.21627,Far,-28.057,44.482,-5.3419,1.65164,13.17322,2389.625,-34.58608,44.15866,-15.66197,-34.4985,43.75349,-15.8282,-34.62749,43.81471,-15.9444,329.2354,104.0637,2.026224,-30.765,104.064,2.026,345.3066,200.0804,3.112604,-14.693,-159.92,3.113,324.2457,141.8185,342.9301,-35.754,141.818,-17.07,-35.16,43.14921,-14.38068,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.21162,Far,-28.057,44.482,-5.3419,1.794372,14.81987,2680.772,-34.56794,44.15541,-15.66783,-34.49828,43.75467,-15.82664,-34.60156,43.80387,-15.93592,329.327,104.0493,1.299231,-30.673,104.049,1.299,345.3239,200.3014,2.067253,-14.676,-159.699,2.067,322.6375,133.7243,344.4917,-37.362,133.724,-15.508,-35.16,43.14921,-14.38068,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.2072,Far,-28.057,44.482,-5.3419,1.938477,16.46652,2971.864,-34.55326,44.15115,-15.67171,-34.49293,43.75553,-15.82547,-34.58915,43.79301,-15.93051,329.942,104.045,1.542611,-30.058,104.045,1.543,345.2716,199.6838,4.483715,-14.728,-160.316,4.484,324.0526,130.0016,340.9601,-35.947,130.002,-19.04,-35.16,43.14921,-14.38068,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.20423,Far,-28.057,44.482,-5.3419,2.081094,18.11317,3262.901,-34.54182,44.14724,-15.67526,-34.49123,43.75628,-15.82514,-34.59019,43.78934,-15.9325,331.0313,103.837,1.272031,-28.969,103.837,1.272,345.2495,198.909,5.634816,-14.751,-161.091,5.635,325.0253,131.1541,337.3535,-34.975,131.154,-22.646,-35.16,43.14921,-14.38068,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.2071,Far,-28.057,44.482,-5.3419,2.232189,20.08916,3612.119,-34.53886,44.14479,-15.68042,-34.49083,43.75751,-15.82257,-34.59853,43.79358,-15.93798,331.8528,104.4025,0.4873596,-28.147,104.403,0.487,345.2801,199.455,3.49822,-14.72,-160.545,3.498,324.0271,138.9236,342.7421,-35.973,138.924,-17.258,-35.16,43.14921,-14.38068,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.21364,Far,-28.057,44.482,-5.3419,2.395188,22.06514,3961.36,-34.54589,44.14793,-15.68384,-34.48809,43.75729,-15.82387,-34.62647,43.78181,-15.93997,331.5363,105.7882,0.4399237,-28.464,105.788,0.44,345.2419,198.6675,6.64764,-14.758,-161.332,6.648,330.9623,170.1024,349.0627,-29.038,170.102,-10.937,-35.16,43.14921,-14.38068,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.21731,Far,-28.057,44.482,-5.3419,2.564937,23.71179,4252.428,-34.5527,44.14826,-15.68392,-34.49074,43.75686,-15.82383,-34.64321,43.76959,-15.93743,331.6919,106.3605,0.06057126,-28.308,106.361,0.061,345.2661,199.0933,4.84638,-14.734,-160.907,4.846,340.489,189.7274,356.5215,-19.511,-170.273,-3.478,-35.16,43.14921,-14.38068,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.21486,Far,-28.057,44.482,-5.3419,2.731696,25.35844,4543.496,-34.55031,44.14692,-15.68247,-34.49024,43.7579,-15.82198,-34.63329,43.76761,-15.93749,332.0973,106.5408,359.5847,-27.903,106.541,-0.415,345.279,199.3731,3.593501,-14.721,-160.627,3.594,341.9325,192.1234,355.5522,-18.068,-167.877,-4.448,-35.16,43.14921,-14.38068,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.21198,Far,-28.057,44.482,-5.3419,2.90459,27.0051,4834.536,-34.54475,44.14392,-15.68246,-34.4866,43.75917,-15.82022,-34.62561,43.7646,-15.93646,332.8796,105.9475,359.4583,-27.12,105.947,-0.5420001,345.269,199.2016,4.22275,-14.731,-160.798,4.223,343.0391,195.0347,359.5798,-16.961,-164.965,-0.42,-35.16,43.14921,-14.38068,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.21169,Far,-28.057,44.482,-5.3419,3.068785,28.65175,5125.559,-34.54232,44.14262,-15.68361,-34.4863,43.7598,-15.81976,-34.61556,43.766,-15.9376,333.2636,106.0244,359.346,-26.736,106.024,-0.654,345.287,199.2744,3.846066,-14.713,-160.726,3.846,345.9467,194.8661,2.601249,-14.053,-165.134,2.601,-35.16,43.14921,-14.38068,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.21175,Far,-28.057,44.482,-5.3419,3.222594,30.2984,5416.58,-34.54218,44.14271,-15.68376,-34.48543,43.76038,-15.81845,-34.60631,43.76241,-15.9491,333.2931,106.2938,359.2233,-26.707,106.294,-0.777,345.2834,199.284,3.714473,-14.717,-160.716,3.714,347.2092,192.0682,14.81703,-12.791,-167.932,14.817,-35.16,43.14921,-14.38068,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.21193,Far,-28.057,44.482,-5.3419,3.361586,31.94505,5707.602,-34.54217,44.14364,-15.68402,-34.48455,43.76114,-15.81807,-34.61023,43.7585,-15.95082,333.2245,106.4593,359.0811,-26.775,106.459,-0.919,345.2844,199.2859,3.616589,-14.716,-160.714,3.617,343.6349,188.3536,19.63588,-16.365,-171.646,19.636,-35.16,43.14921,-14.38068,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.21282,Far,-28.057,44.482,-5.3419,3.48438,33.59171,5998.629,-34.54358,44.14396,-15.6842,-34.48264,43.76166,-15.81677,-34.613,43.75526,-15.94978,333.1863,106.7369,359.3567,-26.814,106.737,-0.643,345.2582,199.2366,3.727542,-14.742,-160.763,3.728,345.7925,184.1606,18.22625,-14.208,-175.839,18.226,-35.16,43.14921,-14.38068,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.21485,Far,-28.057,44.482,-5.3419,3.616357,35.23836,6289.669,-34.547,44.14581,-15.68451,-34.48376,43.76104,-15.81735,-34.60971,43.75402,-15.94747,332.9495,107.2048,358.9805,-27.051,107.205,-1.019,345.271,199.2485,3.620793,-14.729,-160.751,3.621,345.1127,187.9443,17.31308,-14.887,-172.056,17.313,-35.16,43.14921,-14.38068,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.21695,Far,-28.057,44.482,-5.3419,3.750956,36.55568,6522.518,-34.55101,44.14808,-15.68455,-34.48454,43.76119,-15.81728,-34.61298,43.75281,-15.9527,332.5663,107.8725,359.1604,-27.434,107.873,-0.84,345.3121,199.4004,2.916609,-14.688,-160.6,2.917,345.4319,191.6187,17.91444,-14.568,-168.381,17.914,-35.16,43.14921,-14.38068,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.21848,Far,-28.057,44.482,-5.3419,3.883053,38.20233,6813.596,-34.55453,44.15066,-15.68422,-34.47919,43.75983,-15.81664,-34.6457,43.73305,-15.97664,332.0447,107.9976,359.2149,-27.955,107.998,-0.785,345.2244,196.2887,5.356199,-14.776,-163.711,5.356,345.6768,198.181,17.78555,-14.323,-161.819,17.786,-35.16,43.14921,-14.38068,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.22258,Far,-28.057,44.482,-5.3419,4.012977,39.84898,7104.7,-34.55961,44.15352,-15.68596,-34.48016,43.75842,-15.81749,-34.66705,43.72766,-15.99497,331.6565,108.5144,359.3095,-28.344,108.514,-0.6900001,345.3257,197.5191,4.723345,-14.674,-162.481,4.723,345.709,201.5867,17.71991,-14.291,-158.413,17.72,-35.16,43.14921,-14.38068,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.23087,Far,-28.057,44.482,-5.3419,4.168893,41.82497,7454.084,-34.57003,44.15998,-15.68941,-34.48061,43.75535,-15.81638,-34.68312,43.72167,-16.00645,330.4296,109.7486,358.4934,-29.57,109.749,-1.507,345.3174,199.9942,4.699553,-14.683,-160.006,4.7,345.5888,203.5298,16.73999,-14.411,-156.47,16.74,-35.16,43.14921,-14.38068,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.23791,Far,-28.057,44.482,-5.3419,4.314215,43.80095,7803.537,-34.58134,44.16502,-15.69076,-34.48409,43.75452,-15.81785,-34.68433,43.72396,-16.00017,329.5037,109.6858,358.7694,-30.496,109.686,-1.231,345.3043,200.168,3.994223,-14.696,-159.832,3.994,345.4559,205.0093,10.93625,-14.544,-154.991,10.936,-35.16,43.14921,-14.38068,0,0,0,0,0,0
