userName,ExperimentState,ReflectionPhasePart,condition,elapsedTime,totalDistanceTraveled,headsetPosX,headsetPosY,headsetPosZ,ControllerLeftPosX,ControllerLeftPosY,ControllerLeftPosZ,ControllerRightPosX,ControllerRightPosY,ControllerRightPosZ,headsetRotEulerX,headsetRotEulerY,headsetRotEulerZ,headsetRotInspectorX,headsetRotInspectorY,headsetRotInspectorZ,controllerLeftRotEulerX,controllerLeftRotEulerY,controllerLeftRotEulerZ,controllerLeftRotInspectorX,controllerLeftRotInspectorY,controllerLefttRotInspectorZ,controllerRightRotEulerX,controllerRightRotEulerY,controllerRightRotEulerZ,controllerRightRotInspectorX,controllerRightRotInspectorY,controllerRighttRotInspectorZ,Task0IsVisible,Task1IsVisible,Task2IsVisible,Task3IsVisible,Task4IsVisible,Task5IsVisible,Task6IsVisible,Task7IsVisible,Task8IsVisible,Task9IsVisible,Task10IsVisible,Task11IsVisible,Task12IsVisible,Task13IsVisible,Task14IsVisible,Task15IsVisible,Task16IsVisible,Task17IsVisible,Task18IsVisible,Task19IsVisible,Task20IsVisible,Task21IsVisible,Task22IsVisible,Task23IsVisible,
R_1234567890,Reflective,Main,0.02,58.61352,-35.49861,43.51598,-16.78551,-35.16,43.152,-14.71,-35.16,43.152,-14.71,74.56846,135.1135,349.0881,74.568,135.114,-10.912,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,0.4823865,60.18096,-35.58079,44.77495,-15.85541,-35.0666,44.23042,-16.11098,-35.18343,44.21202,-16.20306,348.5216,137.0649,356.8867,-11.478,137.065,-3.113,333.0302,126.7431,345.6665,-26.97,126.743,-14.334,331.6472,153.299,318.5639,-28.353,153.299,-41.436,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,0.7743942,60.58131,-35.24526,44.59893,-15.80667,-35.0726,44.21109,-16.06389,-35.15197,44.21072,-16.14466,3.13732,113.8836,357.8668,3.137,113.884,-2.133,338.9445,118.5137,351.9066,-21.056,118.514,-8.093,334.5958,143.7551,327.1667,-25.404,143.755,-32.833,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,0.8877701,60.60373,-35.26005,44.60587,-15.79256,-35.07856,44.20972,-16.03458,-35.1347,44.21318,-16.11127,1.297756,108.8211,359.1498,1.298,108.821,-0.85,340.3086,113.2312,351.7092,-19.691,113.231,-8.291,335.7541,138.5642,327.7017,-24.246,138.564,-32.298,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,1.005287,60.62564,-35.28094,44.60778,-15.78738,-35.08615,44.20502,-16.0073,-35.13235,44.21171,-16.08417,1.078313,105.4686,0.9294722,1.078,105.469,0.929,341.845,109.575,352.3027,-18.155,109.575,-7.697001,336.8488,134.6228,329.0921,-23.151,134.623,-30.908,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,1.122938,60.65371,-35.30841,44.60889,-15.79118,-35.09528,44.18843,-15.98181,-35.13341,44.20359,-16.05651,0.6937164,106.1862,358.9689,0.694,106.186,-1.031,344.3274,107.3508,355.8497,-15.673,107.351,-4.15,337.7204,131.6144,333.481,-22.28,131.614,-26.519,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,1.245523,60.68175,-35.33599,44.60559,-15.79387,-35.10822,44.16784,-15.94807,-35.13863,44.19299,-16.02189,1.827853,106.9475,357.8012,1.828,106.948,-2.199,345.2957,103.8021,1.434445,-14.704,103.802,1.434,336.5614,127.3558,338.9937,-23.439,127.356,-21.006,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,1.361517,60.70205,-35.35401,44.60267,-15.78598,-35.11546,44.14551,-15.90188,-35.14112,44.17535,-15.97966,3.604079,104.8566,357.3524,3.604,104.857,-2.648,348.4202,99.31045,4.034275,-11.58,99.31001,4.034,338.3583,121.9394,342.8874,-21.642,121.939,-17.113,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,1.483245,60.72636,-35.37275,44.60165,-15.77059,-35.12148,44.1278,-15.83807,-35.14863,44.15565,-15.92725,6.968329,97.99207,358.0555,6.968,97.992,-1.945,350.8985,92.39951,3.918276,-9.102,92.4,3.918,340.6139,114.7131,343.8197,-19.386,114.713,-16.18,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
R_1234567890,Reflective,Main,1.606174,60.7507,-35.39064,44.59857,-15.75447,-35.12851,44.12104,-15.77526,-35.14746,44.15206,-15.86834,9.768543,90.11015,357.4615,9.769,90.11,-2.538,351.5947,84.35159,6.146912,-8.405001,84.35201,6.147,340.2227,106.3506,345.9879,-19.777,106.351,-14.012,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
