userName,cohort,trial,PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveledCameraRig,m_TotalDistanceTraveledHeadset,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,headset.euler.x,headset.euler.y,headset.euler.z,headset.InspectorRotation.x,headset.InspectorRotation.y,headset.InspectorRotation.z,leftController.euler.x,leftController.euler.y,leftController.euler.z,leftController.InspectorRotation.x,leftController.InspectorRotation.y,leftController.InspectorRotation.z,rightController.euler.x,rightController.euler.y,rightController.euler.z,rightController.InspectorRotation.x,rightController.InspectorRotation.y,rightController.InspectorRotation.z,cameraRig x,cameraRig y,cameraRig z,cameraRig.euler.x,cameraRig.euler.y,cameraRig.euler.z,cameraRig.InspectorRotation.x,cameraRig.InspectorRotation.y,cameraRig.InspectorRotation.z,m_EventType,m_Side,m_Status
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.57553,Far,-28.057,44.482,-5.3419,0.02,0,0,-34.61095,44.46911,-16.07453,-35.16,43.152,-14.71,-35.16,43.152,-14.71,351.5808,115.3662,350.9586,-8.419001,115.366,-9.041,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.29004,Far,-28.057,44.482,-5.3419,0.4648861,0.367321,0.7452276,-34.92024,44.60625,-15.5363,-34.89678,44.00787,-15.17581,-34.7752,43.98878,-15.37701,1.360143,82.86125,2.554144,1.36,82.86101,2.554,3.404099,60.6154,355.7183,3.404,60.615,-4.282,0.8265556,69.42958,356.643,0.827,69.43,-3.357,-35.16,43.14921,-14.34547,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.17449,Far,-28.057,44.482,-5.3419,0.7944943,0.367321,0.9992307,-35.01127,44.59933,-15.33402,-34.89408,44.06968,-15.15432,-34.75752,44.05431,-15.34813,7.466419,59.4398,0.6365154,7.466001,59.44,0.637,352.4405,54.25113,3.107018,-7.56,54.251,3.107,351.8582,62.76847,358.7453,-8.142,62.768,-1.255,-35.16,43.14921,-14.34547,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.18095,Far,-28.057,44.482,-5.3419,0.9251581,0.367321,1.012268,-35.00571,44.60029,-15.34574,-34.89495,44.08839,-15.15826,-34.75222,44.07593,-15.34024,7.157498,55.77698,0.4536974,7.158,55.777,0.454,349.7311,50.83843,2.539689,-10.269,50.838,2.54,349.4789,60.19218,358.8431,-10.521,60.192,-1.157,-35.16,43.14921,-14.34547,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.18478,Far,-28.057,44.482,-5.3419,1.08023,0.367321,1.023408,-34.99969,44.60311,-15.35455,-34.89648,44.10106,-15.16047,-34.75283,44.08071,-15.32986,6.770303,51.56783,359.6087,6.77,51.568,-0.391,348.909,48.18593,3.4964,-11.091,48.186,3.496,349.5211,55.87174,358.2493,-10.479,55.872,-1.751,-35.16,43.14921,-14.34547,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.18587,Far,-28.057,44.482,-5.3419,1.22079,0.367321,1.028721,-34.99607,44.60358,-15.35839,-34.89316,44.10308,-15.16069,-34.75264,44.08391,-15.32354,6.519948,48.02835,359.2852,6.52,48.028,-0.715,350.3921,47.93076,2.985078,-9.608001,47.931,2.985,350.0709,53.61868,357.2605,-9.929001,53.619,-2.74,-35.16,43.14921,-14.34547,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.13448,Far,-28.057,44.482,-5.3419,1.385087,0.4181738,1.08462,-34.95366,44.60273,-15.32524,-34.85801,44.08861,-15.12931,-34.71461,44.08821,-15.28008,6.47468,44.8559,358.7939,6.475,44.856,-1.206,353.5452,47.90103,1.172623,-6.455,47.901,1.173,348.9772,50.84887,356.9318,-11.023,50.849,-3.068,-35.12265,43.14921,-14.31096,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.86611,Far,-28.057,44.482,-5.3419,1.538072,0.6876246,1.359066,-34.75443,44.60193,-15.13652,-34.66535,44.07576,-14.94961,-34.51904,44.09193,-15.08703,6.682705,43.89541,358.8871,6.683,43.895,-1.113,356.0044,48.56965,0.1886443,-3.996,48.57,0.189,347.6085,47.99766,356.7455,-12.392,47.998,-3.254,-34.928,43.14922,-14.12466,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.57064,Far,-28.057,44.482,-5.3419,1.696863,0.9811475,1.658331,-34.54922,44.60046,-14.91879,-34.46151,44.07039,-14.74141,-34.31545,44.09309,-14.86983,7.167315,42.76466,358.8236,7.167,42.765,-1.176,357.0399,49.8667,359.3819,-2.96,49.867,-0.618,346.7631,46.29911,356.9063,-13.237,46.299,-3.094,-34.72559,43.14921,-13.91216,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.21519,Far,-28.057,44.482,-5.3419,1.86656,1.332018,2.014449,-34.33903,44.59949,-14.63183,-34.24773,44.06797,-14.45966,-34.10644,44.09306,-14.58528,7.504,41.92006,358.882,7.504,41.92,-1.118,357.7042,50.52262,358.7514,-2.296,50.523,-1.249,346.0948,45.21785,356.8738,-13.905,45.218,-3.126,-34.5163,43.14921,-13.63103,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,10.85602,Far,-28.057,44.482,-5.3419,2.029443,1.689455,2.375903,-34.16898,44.5991,-14.31315,-34.07771,44.06467,-14.14607,-33.93666,44.08947,-14.27043,7.642921,41.53003,358.9971,7.643,41.53,-1.003,358.3264,51.09761,358.6085,-1.674,51.098,-1.392,346.5724,45.24306,357.5181,-13.428,45.243,-2.482,-34.3463,43.14921,-13.31689,0,0,0,0,0,0,,,
