userName,cohort,trial,PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,headset.euler.x,headset.euler.y,headset.euler.z,headset.InspectorRotation.x,headset.InspectorRotation.y,headset.InspectorRotation.z,leftController.euler.x,leftController.euler.y,leftController.euler.z,leftController.InspectorRotation.x,leftController.InspectorRotation.y,leftController.InspectorRotation.z,rightController.euler.x,rightController.euler.y,rightController.euler.z,rightController.InspectorRotation.x,rightController.InspectorRotation.y,rightController.InspectorRotation.z,cameraRig x,cameraRig y,cameraRig z,cameraRig.euler.x,cameraRig.euler.y,cameraRig.euler.z,cameraRig.InspectorRotation.x,cameraRig.InspectorRotation.y,cameraRig.InspectorRotation.z
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.95862,Far,-28.057,44.482,-5.3419,5.273318,0.5321903,-34.56506,44.08344,-15.36661,-35.16,43.14921,-14.1806,-35.16,43.14921,-14.1806,338.2245,94.69894,4.333135,-21.775,94.69901,4.333,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.1806,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.96174,Far,-28.057,44.482,-5.3419,5.405596,0.5321903,-34.5752,44.08036,-15.36362,-35.16,43.14921,-14.1806,-35.16,43.14921,-14.1806,338.7254,94.80399,3.901621,-21.275,94.804,3.902,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.1806,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.96458,Far,-28.057,44.482,-5.3419,5.539391,0.5321903,-34.58043,44.07727,-15.36349,-35.16,43.14921,-14.1806,-35.16,43.14921,-14.1806,339.2277,94.73892,3.415689,-20.772,94.73901,3.416,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.1806,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.96755,Far,-28.057,44.482,-5.3419,5.676219,0.5321903,-34.59048,44.07759,-15.3605,-35.16,43.14921,-14.1806,-35.16,43.14921,-14.1806,341.1113,94.01865,2.442982,-18.889,94.019,2.443,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.1806,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.9615,Far,-28.057,44.482,-5.3419,5.806206,0.5321903,-34.61243,44.07572,-15.33884,-35.16,43.14921,-14.1806,-35.16,43.14921,-14.1806,358.9041,86.62015,0.08322701,-1.096,86.62,0.083,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.1806,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.95776,Far,-28.057,44.482,-5.3419,5.942437,0.5321903,-34.6571,44.08659,-15.30535,-35.16,43.14921,-14.1806,-35.16,43.14921,-14.1806,9.920732,73.68285,355.1123,9.921,73.68301,-4.888,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.1806,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.96264,Far,-28.057,44.482,-5.3419,6.081227,0.5321903,-34.71038,44.09851,-15.2762,-35.16,43.14921,-14.1806,-35.16,43.14921,-14.1806,20.52491,73.02394,352.4577,20.525,73.024,-7.542,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.1806,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.95922,Far,-28.057,44.482,-5.3419,6.232849,0.5321903,-34.76143,44.13069,-15.23887,-35.16,43.14921,-14.1806,-35.16,43.14921,-14.1806,8.580274,63.34293,357.7126,8.580001,63.343,-2.287,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.1806,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.96529,Far,-28.057,44.482,-5.3419,6.369346,0.5321903,-34.80359,44.15288,-15.2183,-35.16,43.14921,-14.1806,-35.16,43.14921,-14.1806,3.127043,60.94235,358.0195,3.127,60.942,-1.981,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.1806,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.9774,Far,-28.057,44.482,-5.3419,6.504609,0.5321903,-34.84116,44.16296,-15.20758,-35.16,43.14921,-14.1806,-35.16,43.14921,-14.1806,0.5995462,57.99371,359.4695,0.6,57.994,-0.53,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.1806,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.9799,Far,-28.057,44.482,-5.3419,6.636796,0.5321903,-34.87521,44.16822,-15.18728,-35.16,43.14921,-14.1806,-35.16,43.14921,-14.1806,359.1736,53.43354,359.425,-0.826,53.434,-0.575,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.1806,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.97847,Far,-28.057,44.482,-5.3419,6.767978,0.5321903,-34.89877,44.1683,-15.16918,-35.16,43.14921,-14.1806,-35.16,43.14921,-14.1806,359.5655,50.2651,0.3647926,-0.434,50.265,0.365,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.1806,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.97719,Far,-28.057,44.482,-5.3419,6.901163,0.5321903,-34.91337,44.16928,-15.15748,-35.16,43.14921,-14.1806,-35.16,43.14921,-14.1806,359.3704,47.28101,0.9850948,-0.6300001,47.281,0.9850001,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.1806,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.96982,Far,-28.057,44.482,-5.3419,7.061532,0.5321903,-34.91743,44.16657,-15.14555,-35.16,43.14921,-14.1806,-35.16,43.14921,-14.1806,359.5115,44.78588,1.208486,-0.489,44.786,1.208,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.1806,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.9642,Far,-28.057,44.482,-5.3419,7.202224,0.5321903,-34.91748,44.16205,-15.1385,-35.16,43.14921,-14.1806,-35.16,43.14921,-14.1806,0.8316085,43.17707,0.7273496,0.832,43.177,0.7270001,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.1806,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.9601,Far,-28.057,44.482,-5.3419,7.329844,0.5321903,-34.91744,44.15985,-15.13346,-35.16,43.14921,-14.1806,-35.16,43.14921,-14.1806,1.364635,40.95603,0.4140113,1.365,40.956,0.414,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.1806,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.95788,Far,-28.057,44.482,-5.3419,7.463969,0.5321903,-34.91629,44.15825,-15.1315,-35.16,43.14921,-14.1806,-35.16,43.14921,-14.1806,1.905069,39.99217,0.2946462,1.905,39.992,0.295,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.1806,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.95581,Far,-28.057,44.482,-5.3419,7.600418,0.5321903,-34.91312,44.15795,-15.13118,-35.16,43.14921,-14.1806,-35.16,43.14921,-14.1806,1.742037,39.71615,0.02128438,1.742,39.716,0.021,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.1806,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.95519,Far,-28.057,44.482,-5.3419,7.727629,0.5321903,-34.91121,44.1565,-15.13172,-35.16,43.14921,-14.1806,-35.16,43.14921,-14.1806,1.982912,39.48848,0.1330695,1.983,39.488,0.133,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.1806,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.95494,Far,-28.057,44.482,-5.3419,7.862151,0.5321903,-34.91064,44.15529,-15.13176,-35.16,43.14921,-14.1806,-35.16,43.14921,-14.1806,2.573796,37.90266,0.3458345,2.574,37.903,0.346,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.1806,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.95237,Far,-28.057,44.482,-5.3419,8.004,0.5321903,-34.90815,44.15362,-15.13032,-35.16,43.14921,-14.1806,-35.16,43.14921,-14.1806,2.382871,35.73034,0.04043916,2.383,35.73,0.04,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.1806,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.94969,Far,-28.057,44.482,-5.3419,8.13392,0.5321903,-34.90378,44.15229,-15.13005,-35.16,43.14921,-14.1806,-35.16,43.14921,-14.1806,2.996146,34.90054,359.6477,2.996,34.901,-0.352,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.1806,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.94829,Far,-28.057,44.482,-5.3419,8.28934,0.5321903,-34.89928,44.15113,-15.13145,-35.16,43.14921,-14.1806,-35.16,43.14921,-14.1806,3.460362,35.50576,359.5593,3.46,35.506,-0.441,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.1806,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.94717,Far,-28.057,44.482,-5.3419,8.424452,0.5321903,-34.89767,44.14983,-15.13118,-35.16,43.14921,-14.1806,-35.16,43.14921,-14.1806,3.818326,35.49472,359.5277,3.818,35.495,-0.472,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.1806,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.94568,Far,-28.057,44.482,-5.3419,8.560512,0.5321903,-34.89671,44.14901,-15.12999,-35.16,43.14921,-14.1806,-35.16,43.14921,-14.1806,4.167898,35.25127,359.498,4.168,35.251,-0.502,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.1806,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.9439,Far,-28.057,44.482,-5.3419,8.69011,0.5321903,-34.896,44.14771,-15.12827,-35.16,43.14921,-14.1806,-35.16,43.14921,-14.1806,4.60492,35.04873,359.4729,4.605,35.049,-0.527,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.1806,0,0,0,0,0,0
