userName,cohort,trial,PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveledCameraRig,m_TotalDistanceTraveledHeadset,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,headset.euler.x,headset.euler.y,headset.euler.z,headset.InspectorRotation.x,headset.InspectorRotation.y,headset.InspectorRotation.z,leftController.euler.x,leftController.euler.y,leftController.euler.z,leftController.InspectorRotation.x,leftController.InspectorRotation.y,leftController.InspectorRotation.z,rightController.euler.x,rightController.euler.y,rightController.euler.z,rightController.InspectorRotation.x,rightController.InspectorRotation.y,rightController.InspectorRotation.z,cameraRig x,cameraRig y,cameraRig z,cameraRig.euler.x,cameraRig.euler.y,cameraRig.euler.z,cameraRig.InspectorRotation.x,cameraRig.InspectorRotation.y,cameraRig.InspectorRotation.z,m_EventType,m_Side,m_Status
R_1234567890,Experiment,Trial1,Walk,Tutorial,Walk,0,Task0,13.66215,Far,-28.057,44.482,-5.3419,0.02,0,0,-35.54372,43.47523,-16.72565,-35.16,43.152,-14.71,-35.16,43.152,-14.71,335.7325,206.0064,6.192666,-24.267,-153.994,6.193,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial1,Walk,Tutorial,Walk,0,Task0,13.66206,Far,-28.057,44.482,-5.3419,0.4643861,0,0.0003970979,-35.54395,43.4753,-16.7254,-35.16,43.152,-14.71,-35.16,43.152,-14.71,335.7195,205.9899,6.194092,-24.28,-154.01,6.194,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial1,Walk,Tutorial,Walk,0,Task0,13.66146,Far,-28.057,44.482,-5.3419,0.5839417,0,0.001622193,-35.54426,43.47567,-16.72451,-35.16,43.152,-14.71,-35.16,43.152,-14.71,335.7027,206.0046,6.181947,-24.297,-153.995,6.182,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial1,Walk,Tutorial,Walk,0,Task0,13.66142,Far,-28.057,44.482,-5.3419,0.7114207,0,0.002157219,-35.54428,43.47561,-16.72444,-35.16,43.152,-14.71,-35.16,43.152,-14.71,335.6967,205.9927,6.191141,-24.303,-154.007,6.191,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial1,Walk,Tutorial,Walk,0,Task0,13.66164,Far,-28.057,44.482,-5.3419,0.832899,0,0.003057286,-35.54414,43.47557,-16.7248,-35.16,43.152,-14.71,-35.16,43.152,-14.71,335.7251,205.9983,6.197772,-24.275,-154.002,6.198,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial1,Walk,Tutorial,Walk,0,Task0,13.6615,Far,-28.057,44.482,-5.3419,0.9668893,0,0.003707982,-35.54416,43.47562,-16.72462,-35.16,43.152,-14.71,-35.16,43.152,-14.71,335.7281,205.9825,6.195449,-24.272,-154.017,6.195,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial1,Walk,Tutorial,Walk,0,Task0,13.66157,Far,-28.057,44.482,-5.3419,1.100402,0,0.004212019,-35.54419,43.47569,-16.72469,-35.16,43.152,-14.71,-35.16,43.152,-14.71,335.7163,205.9786,6.2054,-24.284,-154.021,6.205,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial1,Walk,Tutorial,Walk,0,Task0,13.66152,Far,-28.057,44.482,-5.3419,1.234444,0,0.004885265,-35.54425,43.47569,-16.72459,-35.16,43.152,-14.71,-35.16,43.152,-14.71,335.7159,205.975,6.201518,-24.284,-154.025,6.202,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial1,Walk,Tutorial,Walk,0,Task0,13.66145,Far,-28.057,44.482,-5.3419,1.355191,0,0.005527494,-35.54412,43.47565,-16.72459,-35.16,43.152,-14.71,-35.16,43.152,-14.71,335.7227,205.9827,6.200307,-24.277,-154.017,6.2,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial1,Walk,Tutorial,Walk,0,Task0,13.66167,Far,-28.057,44.482,-5.3419,1.477803,0,0.006190098,-35.54436,43.47577,-16.7247,-35.16,43.152,-14.71,-35.16,43.152,-14.71,335.7239,205.987,6.194286,-24.276,-154.013,6.194,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial1,Walk,Tutorial,Walk,0,Task0,13.6614,Far,-28.057,44.482,-5.3419,1.60361,0,0.006795058,-35.54428,43.47578,-16.72443,-35.16,43.152,-14.71,-35.16,43.152,-14.71,335.7234,205.9999,6.198558,-24.277,-154,6.199,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial1,Walk,Tutorial,Walk,0,Task0,13.6614,Far,-28.057,44.482,-5.3419,1.725374,0,0.007433663,-35.54458,43.47593,-16.72425,-35.16,43.152,-14.71,-35.16,43.152,-14.71,335.735,206.0013,6.184495,-24.265,-153.999,6.184,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial1,Walk,Tutorial,Walk,0,Task0,13.66124,Far,-28.057,44.482,-5.3419,1.859399,0,0.008345827,-35.54444,43.47601,-16.72416,-35.16,43.152,-14.71,-35.16,43.152,-14.71,335.7232,205.9986,6.194601,-24.277,-154.001,6.195,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial1,Walk,Tutorial,Walk,0,Task0,13.66118,Far,-28.057,44.482,-5.3419,1.993863,0,0.008918517,-35.54438,43.47598,-16.72412,-35.16,43.152,-14.71,-35.16,43.152,-14.71,335.7187,205.982,6.201038,-24.281,-154.018,6.201,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial1,Walk,Tutorial,Walk,0,Task0,13.66132,Far,-28.057,44.482,-5.3419,2.135259,0,0.009639358,-35.5448,43.47601,-16.72401,-35.16,43.152,-14.71,-35.16,43.152,-14.71,335.7203,205.9932,6.186516,-24.28,-154.007,6.187,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
