userName,cohort,trial,PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveledCameraRig,m_TotalDistanceTraveledHeadset,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,headset.euler.x,headset.euler.y,headset.euler.z,headset.InspectorRotation.x,headset.InspectorRotation.y,headset.InspectorRotation.z,leftController.euler.x,leftController.euler.y,leftController.euler.z,leftController.InspectorRotation.x,leftController.InspectorRotation.y,leftController.InspectorRotation.z,rightController.euler.x,rightController.euler.y,rightController.euler.z,rightController.InspectorRotation.x,rightController.InspectorRotation.y,rightController.InspectorRotation.z,cameraRig x,cameraRig y,cameraRig z,cameraRig.euler.x,cameraRig.euler.y,cameraRig.euler.z,cameraRig.InspectorRotation.x,cameraRig.InspectorRotation.y,cameraRig.InspectorRotation.z
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.24566,Far,-28.057,44.482,-5.3419,6.264834,0.3437901,59.01458,-34.5102,44.10741,-15.74247,-34.49444,43.75947,-15.80355,-34.57497,43.76313,-15.8248,349.3181,107.0255,355.9804,-10.682,107.026,-4.02,345.3651,208.6157,342.825,-14.635,-151.384,-17.175,345.2262,212.2316,341.1038,-14.774,-147.768,-18.896,-35.16,43.14921,-14.369,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.24441,Far,-28.057,44.482,-5.3419,6.387384,0.3437901,59.02971,-34.52117,44.11402,-15.73442,-34.49432,43.75951,-15.80338,-34.57517,43.76305,-15.82501,348.2485,107.0319,356.3388,-11.751,107.032,-3.661,345.363,208.619,342.8187,-14.637,-151.381,-17.181,345.2212,212.2266,341.0865,-14.779,-147.773,-18.913,-35.16,43.14921,-14.369,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.2418,Far,-28.057,44.482,-5.3419,6.515578,0.3437901,59.05763,-34.54135,44.12582,-15.71918,-34.49456,43.75947,-15.80324,-34.57511,43.76305,-15.8249,346.0607,106.8607,357.2518,-13.939,106.861,-2.748,345.3503,208.6222,342.809,-14.65,-151.378,-17.191,345.2233,212.2116,341.0687,-14.777,-147.788,-18.931,-35.16,43.14921,-14.369,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.23829,Far,-28.057,44.482,-5.3419,6.667421,0.3437901,59.09652,-34.57028,44.13987,-15.69737,-34.49447,43.75962,-15.80329,-34.57566,43.76302,-15.82504,343.3282,106.7331,358.6074,-16.672,106.733,-1.393,345.3556,208.6189,342.8177,-14.644,-151.381,-17.182,345.2187,212.2166,341.0614,-14.781,-147.783,-18.939,-35.16,43.14921,-14.369,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.23334,Far,-28.057,44.482,-5.3419,6.813274,0.3437901,59.13264,-34.59665,44.15073,-15.67523,-34.49422,43.75979,-15.8032,-34.57581,43.76279,-15.82534,341.1252,106.5226,359.4617,-18.875,106.523,-0.538,345.3548,208.6195,342.8227,-14.645,-151.38,-17.177,345.2256,212.2109,341.0676,-14.774,-147.789,-18.932,-35.16,43.14921,-14.369,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.22709,Far,-28.057,44.482,-5.3419,6.976335,0.3437901,59.15492,-34.61104,44.15466,-15.65883,-34.49392,43.75999,-15.80276,-34.57586,43.76287,-15.82517,340.5276,105.5098,0.5910709,-19.472,105.51,0.591,345.3515,208.6018,342.8342,-14.649,-151.398,-17.166,345.2234,212.1927,341.0672,-14.777,-147.807,-18.933,-35.16,43.14921,-14.369,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.22165,Far,-28.057,44.482,-5.3419,7.108442,0.3437901,59.16181,-34.60702,44.15448,-15.65493,-34.49337,43.76026,-15.80272,-34.57615,43.76284,-15.82574,340.4863,104.9865,0.4620706,-19.514,104.987,0.462,345.3558,208.5997,342.8498,-14.644,-151.4,-17.15,345.2224,212.1968,341.0784,-14.778,-147.803,-18.922,-35.16,43.14921,-14.369,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.2154,Far,-28.057,44.482,-5.3419,7.249245,0.3437901,59.17208,-34.59735,44.15139,-15.65357,-34.49265,43.76025,-15.80251,-34.57591,43.7626,-15.82578,341.2835,105.1102,1.011317,-18.717,105.11,1.011,345.3526,208.5984,342.8542,-14.647,-151.402,-17.146,345.2135,212.1935,341.0782,-14.787,-147.806,-18.922,-35.16,43.14921,-14.369,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.21079,Far,-28.057,44.482,-5.3419,7.412917,0.3437901,59.18607,-34.58425,44.14782,-15.65629,-34.49306,43.7605,-15.80234,-34.57721,43.76226,-15.82638,342.0516,104.042,1.159196,-17.948,104.042,1.159,345.3568,208.61,342.8335,-14.643,-151.39,-17.167,345.2309,212.1755,341.056,-14.769,-147.824,-18.944,-35.16,43.14921,-14.369,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.21035,Far,-28.057,44.482,-5.3419,7.536378,0.3437901,59.19468,-34.57695,44.14585,-15.66032,-34.49316,43.76022,-15.80258,-34.57774,43.76192,-15.8268,342.2246,103.5215,0.9334875,-17.775,103.522,0.933,345.3599,208.6079,342.8434,-14.64,-151.392,-17.157,345.2299,212.1779,341.057,-14.77,-147.822,-18.943,-35.16,43.14921,-14.369,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.20961,Far,-28.057,44.482,-5.3419,7.679413,0.3437901,59.2045,-34.56842,44.14404,-15.66477,-34.49306,43.76008,-15.80265,-34.57688,43.76217,-15.82626,342.2788,102.7075,0.4860457,-17.721,102.708,0.486,345.3575,208.6069,342.8475,-14.643,-151.393,-17.152,345.2181,212.1615,341.066,-14.782,-147.838,-18.934,-35.16,43.14921,-14.369,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.2098,Far,-28.057,44.482,-5.3419,7.803762,0.3437901,59.21279,-34.56165,44.1425,-15.66922,-34.49315,43.76018,-15.80268,-34.57813,43.76168,-15.82714,342.4998,103.0395,0.560997,-17.5,103.04,0.561,345.3573,208.6136,342.842,-14.643,-151.386,-17.158,345.2377,212.1627,341.0582,-14.762,-147.837,-18.942,-35.16,43.14921,-14.369,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.21024,Far,-28.057,44.482,-5.3419,7.939863,0.3437901,59.2182,-34.55747,44.14127,-15.67233,-34.49287,43.76011,-15.8024,-34.57712,43.76202,-15.82653,342.6799,103.4557,0.5620238,-17.32,103.456,0.562,345.3479,208.612,342.8343,-14.652,-151.388,-17.166,345.2244,212.1534,341.054,-14.776,-147.847,-18.946,-35.16,43.14921,-14.369,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.21056,Far,-28.057,44.482,-5.3419,8.076308,0.3437901,59.22044,-34.55582,44.14121,-15.67375,-34.49347,43.76005,-15.80275,-34.57729,43.76204,-15.82651,342.6567,103.4214,0.4698977,-17.343,103.421,0.47,345.3645,208.6128,342.8431,-14.636,-151.387,-17.157,345.2299,212.142,341.0476,-14.77,-147.858,-18.952,-35.16,43.14921,-14.369,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.21042,Far,-28.057,44.482,-5.3419,8.204962,0.3437901,59.22194,-34.55589,44.14182,-15.67356,-34.49347,43.76012,-15.80255,-34.57724,43.76217,-15.82618,342.415,103.3947,0.6458419,-17.585,103.395,0.646,345.3581,208.6201,342.8269,-14.642,-151.38,-17.173,345.2282,212.1315,341.0255,-14.772,-147.868,-18.975,-35.16,43.14921,-14.369,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.21039,Far,-28.057,44.482,-5.3419,8.345025,0.3437901,59.22451,-34.55766,44.14328,-15.67246,-34.49345,43.76003,-15.80242,-34.57753,43.76197,-15.82626,341.9464,103.412,0.6988726,-18.054,103.412,0.6990001,345.3519,208.6124,342.8335,-14.648,-151.388,-17.166,345.2311,212.1264,341.0368,-14.769,-147.874,-18.963,-35.16,43.14921,-14.369,0,0,0,0,0,0
