userName,cohort,trial,PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,CurrentLeverValue,CurrentTargetLeverNumber,LeverDifference,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,headset.euler.x,headset.euler.y,headset.euler.z,headset.InspectorRotation.x,headset.InspectorRotation.y,headset.InspectorRotation.z,leftController.euler.x,leftController.euler.y,leftController.euler.z,leftController.InspectorRotation.x,leftController.InspectorRotation.y,leftController.InspectorRotation.z,rightController.euler.x,rightController.euler.y,rightController.euler.z,rightController.InspectorRotation.x,rightController.InspectorRotation.y,rightController.InspectorRotation.z,cameraRig x,cameraRig y,cameraRig z,cameraRig.euler.x,cameraRig.euler.y,cameraRig.euler.z,cameraRig.InspectorRotation.x,cameraRig.InspectorRotation.y,cameraRig.InspectorRotation.z
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.21843,Far,-28.661,44.641,-5.3419,0.02,1.786676,-34.56207,44.19517,-16.03155,-35.16,43.152,-14.71,-35.16,43.152,-14.71,321.0016,110.213,351.3387,-38.998,110.213,-8.661,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.97055,Far,-28.661,44.641,-5.3419,0.47111,6.821424,-34.7089,44.15933,-15.66106,-34.53312,43.75444,-15.8301,-34.62033,43.73522,-15.94919,10.9004,128.1398,359.4103,10.9,128.14,-0.59,345.6429,225.2635,0.1859774,-14.357,-134.736,0.186,346.6346,44.85057,5.340688,-13.365,44.851,5.341,-35.16,43.14921,-14.38846,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.95686,Far,-28.661,44.641,-5.3419,0.801552,11.86506,-34.75268,44.25449,-15.62336,-34.53302,43.7544,-15.83009,-34.62029,43.73521,-15.94915,326.4955,116.823,3.942297,-33.504,116.823,3.942,345.6416,225.2592,0.2162682,-14.358,-134.741,0.216,346.6491,44.85092,5.32632,-13.351,44.851,5.326,-35.16,43.14921,-14.38846,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.95548,Far,-28.661,44.641,-5.3419,0.942043,22.02713,-34.737,44.21865,-15.62963,-34.53355,43.75454,-15.83048,-34.62082,43.73518,-15.94939,325.0705,112.5193,6.009688,-34.93,112.519,6.01,345.6596,225.2574,0.2210028,-14.34,-134.743,0.221,346.629,44.84398,5.384805,-13.371,44.844,5.385,-35.16,43.14921,-14.38846,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.94656,Far,-28.661,44.641,-5.3419,1.069866,30.48426,-34.7161,44.2125,-15.63133,-34.53359,43.75463,-15.83064,-34.62051,43.73555,-15.9495,327.4848,113.2996,5.766193,-32.515,113.3,5.766,345.6565,225.2653,0.1726258,-14.344,-134.735,0.173,346.6209,44.85833,5.336624,-13.379,44.858,5.337,-35.16,43.14921,-14.38846,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.93659,Far,-28.661,44.641,-5.3419,1.220782,38.99237,-34.686,44.21107,-15.63737,-34.53297,43.75465,-15.83006,-34.62083,43.73511,-15.94961,326.403,112.0269,5.563344,-33.597,112.027,5.563,345.6448,225.2529,0.2169304,-14.355,-134.747,0.217,346.6212,44.83961,5.370778,-13.379,44.84,5.371,-35.16,43.14921,-14.38846,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.9207,Far,-28.661,44.641,-5.3419,1.355272,47.56829,-34.64012,44.20184,-15.64531,-34.53353,43.75467,-15.83024,-34.62127,43.73532,-15.94963,324.1077,111.0054,6.294047,-35.892,111.005,6.294,345.6537,225.2404,0.2408415,-14.346,-134.76,0.241,346.6289,44.83411,5.359857,-13.371,44.834,5.36,-35.16,43.14921,-14.38846,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.90713,Far,-28.661,44.641,-5.3419,1.492752,56.20442,-34.59554,44.18598,-15.65471,-34.53338,43.75469,-15.83048,-34.62099,43.73515,-15.94987,323.6942,109.3195,6.457682,-36.306,109.32,6.458,345.6533,225.2706,0.1609939,-14.347,-134.729,0.161,346.6371,44.83268,5.363249,-13.363,44.833,5.363,-35.16,43.14921,-14.38846,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.8938,Far,-28.661,44.641,-5.3419,1.635696,64.88072,-34.552,44.16292,-15.66324,-34.53321,43.75484,-15.82987,-34.62141,43.73505,-15.94971,326.7208,104.9377,7.598481,-33.279,104.938,7.598001,345.6336,225.2511,0.1951652,-14.366,-134.749,0.195,346.6376,44.81806,5.371599,-13.362,44.818,5.372,-35.16,43.14921,-14.38846,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.89508,Far,-28.661,44.641,-5.3419,1.779839,73.60439,-34.52857,44.14772,-15.67733,-34.53438,43.75397,-15.83122,-34.62446,43.73534,-15.94601,329.8561,103.9368,5.389672,-30.144,103.937,5.39,345.6595,225.2498,0.2319563,-14.34,-134.75,0.232,346.6178,43.65163,10.14217,-13.382,43.652,10.142,-35.16,43.14921,-14.38846,0,0,0,0,0,0
