PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,m_DistanceToCurrentIndicatorCube,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,TeleportStart.x,TeleportStart.y,TeleportStart.z,TeleportEnd.x,TeleportEnd.y,TeleportEnd.z,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.29269,0.02,0,-35.107,43.66027,-14.78276,-35.16,43.152,-14.71,-35.16,43.152,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.74697,0.4880655,1.351103,-34.97777,44.88177,-14.25544,-35.0533,44.6531,-13.96796,-34.87019,44.59761,-13.94633,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.71125,0.784375,1.403804,-34.92956,44.87545,-14.24613,-35.02735,44.63122,-13.96185,-34.84035,44.57497,-13.95173,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.71409,0.9077513,1.408798,-34.93197,44.87155,-14.24801,-35.0177,44.62597,-13.95928,-34.83413,44.57967,-13.95559,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.71626,1.03642,1.41237,-34.93221,44.86943,-14.25056,-35.01007,44.62473,-13.96184,-34.82315,44.58582,-13.96164,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.71561,1.170931,1.419157,-34.92804,44.87107,-14.25268,-35.00821,44.61944,-13.96264,-34.79905,44.57812,-13.96479,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.67275,1.307707,1.466156,-34.9186,44.87245,-14.20674,-35.00101,44.61321,-13.91394,-34.78045,44.56039,-13.91397,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.55297,1.453922,1.591068,-34.87735,44.87263,-14.08892,-34.95686,44.60694,-13.79618,-34.72019,44.54166,-13.79638,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.37768,1.581156,1.769419,-34.80074,44.87492,-13.92794,-34.87622,44.60124,-13.6359,-34.62923,44.52978,-13.63917,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.08996,1.736201,2.058852,-34.65464,44.88089,-13.67821,-34.72344,44.59573,-13.38602,-34.47364,44.5209,-13.39134,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.786258,1.892653,2.363097,-34.47678,44.88757,-13.43172,-34.53907,44.59143,-13.14128,-34.29039,44.51667,-13.14574,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.508562,2.047689,2.641586,-34.29982,44.89256,-13.21676,-34.35764,44.58819,-12.92913,-34.11245,44.51206,-12.93133,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.165803,2.210653,2.985222,-34.08136,44.89448,-12.95153,-34.1461,44.59746,-12.66986,-33.89656,44.50903,-12.66676,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,8.885481,2.348383,3.266032,-33.90426,44.88757,-12.73372,-34.02574,44.67931,-12.48087,-33.72237,44.51105,-12.45471,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,8.613212,2.483278,3.538685,-33.73427,44.88028,-12.52071,-33.88857,44.78452,-12.30846,-33.54895,44.51846,-12.24215,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,8.277684,2.647329,3.874491,-33.544,44.87403,-12.24433,-33.70439,44.83928,-12.06587,-33.3634,44.52799,-11.9682,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,8.017728,2.78027,4.135522,-33.41096,44.87118,-12.01977,-33.55325,44.88247,-11.9008,-33.23225,44.52773,-11.74331,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.752043,2.912856,4.403354,-33.28139,44.87087,-11.78541,-33.40855,44.88573,-11.67729,-33.1049,44.5267,-11.50625,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.499876,3.038866,4.671609,-33.20373,44.8692,-11.52933,-33.32314,44.88404,-11.41913,-33.02765,44.52652,-11.25012,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.258118,3.171677,4.944549,-33.15825,44.86728,-11.26023,-33.26822,44.88015,-11.13987,-32.97867,44.52621,-10.98174,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.02948,3.303081,5.203989,-33.113,44.86677,-11.00478,-33.21964,44.8791,-10.88122,-32.93212,44.52539,-10.72708,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,6.791672,3.441516,5.475811,-33.06434,44.86642,-10.73735,-33.16086,44.8727,-10.60977,-32.88106,44.52381,-10.46135,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,6.560077,3.577883,5.749441,-33.02468,44.86865,-10.46672,-33.11304,44.8686,-10.3402,-32.83398,44.52198,-10.19377,,,,,,,-28.721,44.641,-5.5209
