PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,m_DistanceToCurrentIndicatorCube,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,TeleportStart.x,TeleportStart.y,TeleportStart.z,TeleportEnd.x,TeleportEnd.y,TeleportEnd.z,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.398672,0.02,0,-33.72381,43.85724,-13.43877,-35.16,43.152,-14.71,-35.16,43.152,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.398751,0.4974569,0.002975775,-33.72367,43.85439,-13.43867,-35.16,43.14921,-14.71,-34.22289,44.05877,-13.13338,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.398913,0.9013086,0.003268862,-33.72371,43.85437,-13.43883,-35.16,43.14921,-14.71,-34.22327,44.059,-13.13429,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.398969,1.141932,0.003909251,-33.72384,43.85433,-13.43881,-35.16,43.14921,-14.71,-34.22305,44.05892,-13.13379,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.398692,1.278434,0.004477921,-33.72362,43.85421,-13.43861,-35.16,43.14921,-14.71,-34.22288,44.05898,-13.13372,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.398695,1.453953,0.005443914,-33.72374,43.85437,-13.43856,-35.16,43.14921,-14.71,-34.22312,44.05881,-13.13352,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.398809,1.583352,0.006052565,-33.7237,43.85433,-13.43871,-35.16,43.14921,-14.71,-34.22307,44.05859,-13.13293,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.398791,1.761414,0.006790221,-33.72371,43.85416,-13.43867,-35.16,43.14921,-14.71,-34.22298,44.05852,-13.13272,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.398829,1.927128,0.007256201,-33.72354,43.85426,-13.43883,-35.16,43.14921,-14.71,-34.22281,44.05862,-13.13301,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.39861,2.068514,0.008114189,-33.72343,43.85431,-13.43865,-35.16,43.14921,-14.71,-34.22269,44.05857,-13.13269,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.398697,2.226983,0.008720231,-33.72368,43.85429,-13.43859,-35.16,43.14921,-14.71,-34.22327,44.05874,-13.13308,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.398615,2.397644,0.009567195,-33.72362,43.85408,-13.43851,-35.16,43.14921,-14.71,-34.22309,44.05853,-13.13304,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.398587,2.556905,0.01040667,-33.72344,43.85421,-13.4386,-35.16,43.14921,-14.71,-34.22272,44.05838,-13.13234,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.39887,2.723527,0.0112954,-33.72367,43.85427,-13.4388,-35.16,43.14921,-14.71,-34.22289,44.05833,-13.13257,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.398892,2.853088,0.01205931,-33.72383,43.85434,-13.43873,-35.16,43.14921,-14.71,-34.2227,44.05811,-13.13109,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.398827,2.990188,0.01280365,-33.72356,43.85429,-13.43882,-35.16,43.14921,-14.71,-34.22269,44.05813,-13.1316,,,,,,,-28.721,44.641,-5.5209
