PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,elapsedTime,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.02,-34.00846,43.90864,-13.27644,-35.16,43.152,-14.71,-35.16,43.152,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.4601204,-34.00813,43.90547,-13.2754,-34.34612,44.0086,-13.12426,-34.26047,44.01291,-13.06409,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.7973603,-34.00835,43.90582,-13.27657,-34.34625,44.00866,-13.12438,-34.26071,44.01277,-13.06407,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.9542364,-34.00829,43.90575,-13.27652,-34.34597,44.00865,-13.1249,-34.26027,44.01267,-13.06421,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.106022,-34.0084,43.90559,-13.27585,-34.34626,44.00871,-13.12436,-34.2606,44.0128,-13.06351,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.235137,-34.00837,43.90549,-13.27594,-34.3462,44.00852,-13.12457,-34.2604,44.01252,-13.06384,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.366709,-34.00812,43.90538,-13.27578,-34.34628,44.00853,-13.12481,-34.26051,44.01243,-13.06367,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.503794,-34.00792,43.90546,-13.275,-34.34588,44.00873,-13.12418,-34.26035,44.01264,-13.06304,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.635032,-34.00806,43.90548,-13.27506,-34.34622,44.00848,-13.12411,-34.26043,44.01253,-13.06281,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.774232,-34.00834,43.90554,-13.27527,-34.34631,44.00844,-13.12383,-34.2606,44.01225,-13.06261,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.924137,-34.00835,43.90545,-13.27595,-34.34618,44.00827,-13.12419,-34.26046,44.01191,-13.06248,
