PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,elapsedTime,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.02,-34.00801,43.90802,-13.2751,-35.16,43.152,-14.71,-35.16,43.152,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.4913512,-34.00805,43.9053,-13.2755,-34.35614,44.01057,-13.17576,-34.2606,44.0128,-13.06427,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.8631344,-34.00812,43.90513,-13.27494,-34.35624,44.01088,-13.17647,-34.26059,44.01284,-13.06466,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.9958563,-34.00778,43.90517,-13.27451,-34.35602,44.01095,-13.17672,-34.26043,44.01287,-13.06436,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.129599,-34.00793,43.90512,-13.27477,-34.35597,44.01078,-13.17665,-34.26034,44.01264,-13.06404,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.263788,-34.00795,43.90492,-13.27469,-34.35614,44.01047,-13.17622,-34.26057,44.01264,-13.06421,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.406898,-34.008,43.90495,-13.2743,-34.35621,44.01044,-13.17554,-34.26061,44.0126,-13.06393,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.534658,-34.00788,43.90494,-13.27435,-34.35603,44.01043,-13.17572,-34.26046,44.01263,-13.06395,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.66928,-34.00782,43.90498,-13.27411,-34.35612,44.01046,-13.17536,-34.26052,44.01262,-13.06358,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.82408,-34.00796,43.90497,-13.27446,-34.35611,44.01039,-13.17522,-34.26056,44.01262,-13.06356,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.958196,-34.00785,43.90506,-13.27475,-34.3559,44.0103,-13.17549,-34.26035,44.01241,-13.06408,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.091676,-34.00805,43.9052,-13.2746,-34.35617,44.01046,-13.17505,-34.26066,44.01262,-13.06356,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.237863,-34.00793,43.9053,-13.27502,-34.35595,44.01052,-13.17575,-34.2603,44.0126,-13.06364,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.367858,-34.008,43.90527,-13.27514,-34.35588,44.01044,-13.17555,-34.26025,44.01257,-13.06386,
