userName,cohort,trial,PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,CurrentLeverValue,CurrentTargetLeverNumber,LeverDifference,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,TeleportPositionStep.x,TeleportPositionStep.y,TeleportPositionStep.z
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.38975,Far,-28.661,44.641,-5.3419,0.02,0,-35.4636,43.54642,-16.82284,-35.16,43.152,-14.71,-35.16,43.152,-14.71,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.08953,Far,-28.661,44.641,-5.3419,0.4738779,0.2081718,-35.03952,43.89983,-15.58503,-35.16,42.94383,-14.71,-35.16,42.94383,-14.71,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.09155,Far,-28.661,44.641,-5.3419,0.6032363,0.4135551,-35.14212,44.0532,-15.53284,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.09,Far,-28.661,44.641,-5.3419,0.7396561,0.4135551,-35.13975,44.05266,-15.53247,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.09504,Far,-28.661,44.641,-5.3419,0.8860418,0.4135551,-35.13799,44.05201,-15.53954,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.09534,Far,-28.661,44.641,-5.3419,1.026387,0.4135551,-35.12898,44.04853,-15.5454,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.08985,Far,-28.661,44.641,-5.3419,1.181238,0.4135551,-35.11179,44.04305,-15.54945,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.08329,Far,-28.661,44.641,-5.3419,1.357376,0.4135551,-35.09791,44.03615,-15.55005,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.08623,Far,-28.661,44.641,-5.3419,1.538929,0.4135551,-35.10802,44.03703,-15.5472,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.11344,Far,-28.661,44.641,-5.3419,1.725102,0.4135551,-35.14241,44.03946,-15.55781,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,0,0,0
