PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,elapsedTime,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.124591,-34.00806,43.90516,-13.27503,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.257531,-34.00792,43.90512,-13.27505,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.414995,-34.00783,43.90515,-13.27477,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.548215,-34.00763,43.90509,-13.27466,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Complexity,Walk,1,Task1,0,0.7,0.7,2.702903,-34.00806,43.9049,-13.27474,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Complexity,Walk,2,Task2,0,0.4,0.4,2.840883,-34.00786,43.90496,-13.27398,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,2.993911,-34.00794,43.90485,-13.2741,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,3.12993,-34.00743,43.90485,-13.27362,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,3.286512,-34.00759,43.90478,-13.27391,-35.16,43.14922,-14.71,-35.16,43.14922,-14.71,
Walk,Plateau,Walk,5,Task5,0.5036428,0.7,0.1963572,3.455719,-34.00788,43.90482,-13.27427,-35.16,43.14922,-14.71,-35.16,43.14922,-14.71,
Walk,Plateau,Walk,6,Task5,0.5036428,0.7,0.1963572,3.614107,-34.00794,43.91066,-13.27441,-35.16,43.15504,-14.71,-35.16,43.15504,-14.71,
Walk,Plateau,Walk,7,Task5,0.5036428,0.7,0.1963572,3.777751,-34.00797,43.90482,-13.27407,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Plateau,Walk,8,Task5,0.5036428,0.7,0.1963572,3.922291,-34.0078,43.90475,-13.27383,-35.16,43.14922,-14.71,-35.16,43.14922,-14.71,
Walk,Plateau,Walk,9,Task5,0.5036428,0.7,0.1963572,4.050232,-34.00766,43.93375,-13.27398,-35.16,43.17824,-14.71,-35.16,43.17824,-14.71,
Walk,Plateau,Walk,10,Task5,0.5036428,0.7,0.1963572,4.204999,-34.00779,43.96357,-13.27375,-35.16,43.208,-14.71,-35.16,43.208,-14.71,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,4.362691,-34.00763,43.96366,-13.27378,-35.16,43.208,-14.71,-35.16,43.208,-14.71,
Teleport,Complexity,Teleport,1,Task1,0.5036428,0.7,0.1963572,4.528344,-34.0079,43.96367,-13.2742,-35.16,43.208,-14.71,-35.16,43.208,-14.71,
Teleport,Complexity,Teleport,2,Task2,0.5036428,0.4,0.1036428,4.660668,-34.00774,43.96382,-13.27446,-35.16,43.208,-14.71,-35.16,43.208,-14.71,
Teleport,Complexity,Teleport,2,Task2,0.5036428,0.4,0.1036428,4.795622,-34.00793,43.96378,-13.27481,-35.16,43.208,-14.71,-35.16,43.208,-14.71,
Teleport,Complexity,Teleport,3,Task3,0.5036428,0.9,0.3963572,4.959919,-34.00761,43.96398,-13.27472,-35.16,43.208,-14.71,-35.16,43.208,-14.71,
Teleport,Complexity,Teleport,3,Task3,0.5036428,0.9,0.3963572,5.098432,-34.00809,43.96418,-13.27478,-35.16,43.208,-14.71,-35.16,43.208,-14.71,
Teleport,Complexity,Teleport,3,Task3,0.5036428,0.9,0.3963572,5.252024,-34.00829,43.96432,-13.27582,-35.16,43.208,-14.71,-35.16,43.208,-14.71,
Teleport,Complexity,Teleport,3,Task3,0.5036428,0.9,0.3963572,5.386477,-34.00792,43.96435,-13.27559,-35.16,43.208,-14.71,-35.16,43.208,-14.71,
Teleport,Complexity,Teleport,3,Task3,0.5036428,0.9,0.3963572,5.542303,-34.00839,43.96432,-13.276,-35.16,43.208,-14.71,-35.16,43.208,-14.71,
Teleport,Complexity,Teleport,3,Task3,0.5036428,0.9,0.3963572,5.677754,-34.00821,43.96426,-13.276,-35.16,43.208,-14.71,-35.16,43.208,-14.71,
Teleport,Complexity,Teleport,3,Task3,0.5036428,0.9,0.3963572,5.809545,-34.00827,43.9641,-13.27576,-35.16,43.208,-14.71,-35.16,43.208,-14.71,
Teleport,Complexity,Teleport,3,Task3,0.5036428,0.9,0.3963572,5.94321,-34.0081,43.96418,-13.2753,-35.16,43.208,-14.71,-35.16,43.208,-14.71,
Teleport,Complexity,Teleport,3,Task3,0.5036428,0.9,0.3963572,6.079361,-34.00829,43.96419,-13.27547,-35.16,43.208,-14.71,-35.16,43.208,-14.71,
Teleport,Complexity,Teleport,3,Task3,0.5036428,0.9,0.3963572,6.212794,-34.00822,43.96418,-13.27549,-35.16,43.208,-14.71,-35.16,43.208,-14.71,
Teleport,Complexity,Teleport,3,Task3,0.5036428,0.9,0.3963572,6.352753,-34.00829,43.9642,-13.2755,-35.16,43.208,-14.71,-35.16,43.208,-14.71,
Teleport,Complexity,Teleport,3,Task3,0.5036428,0.9,0.3963572,6.48547,-34.00824,43.96426,-13.27571,-35.16,43.208,-14.71,-35.16,43.208,-14.71,
Teleport,Complexity,Teleport,4,Task4,0.5036428,0.35,0.1536428,6.65057,-34.00829,43.96416,-13.27559,-35.16,43.208,-14.71,-35.16,43.208,-14.71,
Teleport,Plateau,Teleport,5,Task5,0.5036428,0.7,0.1963572,6.830344,-34.00807,43.96401,-13.27519,-35.16,43.208,-14.71,-35.16,43.208,-14.71,
Teleport,Plateau,Teleport,6,Task5,0.5036428,0.7,0.1963572,6.985294,-34.00793,43.964,-13.27485,-35.16,43.208,-14.71,-35.16,43.208,-14.71,
Teleport,Plateau,Teleport,8,Task5,0.5036428,0.7,0.1963572,7.337338,-34.00809,43.96395,-13.27469,-35.16,43.208,-14.71,-35.16,43.208,-14.71,
Teleport,Plateau,Teleport,9,Task5,0.5036428,0.7,0.1963572,7.487796,-34.00812,43.96383,-13.27498,-35.16,43.208,-14.71,-35.16,43.208,-14.71,
Teleport,Plateau,Teleport,10,Task5,0.5036428,0.7,0.1963572,7.620975,-34.00803,43.96382,-13.27483,-35.16,43.208,-14.71,-35.16,43.208,-14.71,
Freefly,Tutorial,Freefly,0,Task0,0.5036428,0.2,0.3036428,7.783414,-34.00798,43.96372,-13.27437,-35.16,43.208,-14.71,-35.16,43.208,-14.71,
Freefly,Tutorial,Freefly,0,Task0,0.5036428,0.2,0.3036428,7.910762,-34.00779,43.96372,-13.27427,-35.16,43.208,-14.71,-35.16,43.208,-14.71,
Freefly,Complexity,Freefly,1,Task1,0.5036428,0.7,0.1963572,8.065854,-34.0076,43.96381,-13.27442,-35.16,43.208,-14.71,-35.16,43.208,-14.71,
Freefly,Complexity,Freefly,2,Task2,0.5036428,0.4,0.1036428,8.207033,-34.00798,43.9639,-13.27467,-35.16,43.208,-14.71,-34.26234,44.07177,-13.06872,
Freefly,Complexity,Freefly,3,Task3,0.5036428,0.9,0.3963572,8.360624,-34.00807,43.96376,-13.2744,-35.16,43.208,-14.71,-34.26051,44.07128,-13.06227,
Freefly,Complexity,Freefly,4,Task4,0.5036428,0.35,0.1536428,8.517361,-34.00795,43.96391,-13.27457,-35.16,43.208,-14.71,-34.26075,44.07249,-13.06701,
Freefly,Plateau,Freefly,5,Task5,0.5036428,0.7,0.1963572,8.671715,-34.00813,43.96384,-13.27501,-35.16,43.208,-14.71,-34.26111,44.07333,-13.0694,
Freefly,Plateau,Freefly,5,Task5,0.5036428,0.7,0.1963572,8.81086,-34.0081,43.96387,-13.2753,-35.16,43.208,-14.71,-34.26138,44.07345,-13.07016,
Freefly,Plateau,Freefly,6,Task5,0.5036428,0.7,0.1963572,8.970187,-34.00791,43.96372,-13.27484,-35.16,43.208,-14.71,-34.26112,44.07401,-13.07119,
Freefly,Plateau,Freefly,7,Task5,0.5036428,0.7,0.1963572,9.105897,-34.00787,43.96371,-13.27472,-35.16,43.208,-14.71,-34.26151,44.07428,-13.07226,
Freefly,Plateau,Freefly,8,Task5,0.5036428,0.7,0.1963572,9.242035,-34.00791,43.96373,-13.27405,-35.16,43.208,-14.71,-34.26129,44.07426,-13.07171,
Freefly,Plateau,Freefly,9,Task5,0.5036428,0.7,0.1963572,9.380625,-34.008,43.96387,-13.27459,-35.16,43.208,-14.71,-34.2614,44.07376,-13.0705,
Freefly,Plateau,Freefly,9,Task5,0.5036428,0.7,0.1963572,9.530261,-34.00798,43.96402,-13.27477,-35.16,43.208,-14.71,-34.26122,44.07373,-13.06993,
Freefly,Plateau,Freefly,10,Task5,0.5036428,0.7,0.1963572,9.672264,-34.00812,43.96397,-13.2753,-35.16,43.208,-14.71,-34.26107,44.07338,-13.06956,
Freefly,Plateau,Freefly,10,Task5,0.5036428,0.7,0.1963572,9.826425,-34.008,43.96412,-13.2752,-35.16,43.208,-14.71,-34.26177,44.07172,-13.06742,
All,Tutorial,Freefly,0,Task0,0.5036428,0.2,0.3036428,9.958359,-34.0084,43.96402,-13.27551,-35.16,43.208,-14.71,-34.26042,44.0704,-13.0613,
All,Tutorial,Freefly,0,Task0,0.5036428,0.2,0.3036428,10.11109,-34.00815,43.9641,-13.27541,-35.16,43.208,-14.71,-34.26003,44.07039,-13.06021,
All,Tutorial,Freefly,0,Task0,0.5036428,0.2,0.3036428,10.24835,-34.00795,43.90509,-13.27534,-35.16,43.14921,-14.71,-34.25991,44.01129,-13.06044,
All,Tutorial,Freefly,0,Task0,0.5036428,0.2,0.3036428,10.38063,-34.00777,43.90507,-13.27459,-35.16,43.14921,-14.71,-34.25986,44.01156,-13.06056,
All,Tutorial,Freefly,0,Task0,0.5036428,0.2,0.3036428,10.51377,-34.00808,43.90518,-13.27486,-35.16,43.14922,-14.71,-34.26023,44.01189,-13.06194,
All,Tutorial,Freefly,0,Task0,0.5036428,0.2,0.3036428,10.64934,-34.00777,43.90533,-13.27493,-35.16,43.14921,-14.71,-34.25996,44.01213,-13.06212,
All,Tutorial,Freefly,0,Task0,0.5036428,0.2,0.3036428,10.78194,-34.00807,43.90535,-13.27509,-35.16,43.14921,-14.71,-34.26016,44.01205,-13.06182,
All,Tutorial,Freefly,0,Task0,0.5036428,0.2,0.3036428,10.91371,-34.0083,43.90534,-13.27539,-35.16,43.14921,-14.71,-34.26019,44.0121,-13.06223,
All,Tutorial,Freefly,0,Task0,0.5036428,0.2,0.3036428,11.04815,-34.00813,43.90519,-13.27505,-35.16,43.14921,-14.71,-34.26021,44.01185,-13.06186,
All,Tutorial,Freefly,0,Task0,0.5036428,0.2,0.3036428,11.18464,-34.00803,43.90514,-13.27482,-35.16,43.14921,-14.71,-34.26029,44.0118,-13.06145,
All,Tutorial,Freefly,0,Task0,0.5036428,0.2,0.3036428,11.31741,-34.00808,43.90508,-13.27504,-35.16,43.14921,-14.71,-34.26011,44.01212,-13.06246,
All,Tutorial,Freefly,0,Task0,0.5036428,0.2,0.3036428,11.45075,-34.00804,43.90498,-13.27469,-35.16,43.14921,-14.71,-34.26019,44.01184,-13.06196,
All,Tutorial,Freefly,0,Task0,0.5036428,0.2,0.3036428,11.58984,-34.00782,43.90515,-13.27445,-35.16,43.14921,-14.71,-34.26022,44.012,-13.06185,
All,Tutorial,Freefly,0,Task0,0.5036428,0.2,0.3036428,11.72318,-34.00798,43.90508,-13.27491,-35.16,43.14921,-14.71,-34.26063,44.01218,-13.06333,
All,Tutorial,Freefly,0,Task0,0.5036428,0.2,0.3036428,11.85308,-34.00802,43.90508,-13.27462,-35.16,43.14921,-14.71,-34.26058,44.01263,-13.06365,
All,Tutorial,Freefly,0,Task0,0.5036428,0.2,0.3036428,11.98747,-34.00788,43.90499,-13.27465,-34.59596,44.20176,-13.26352,-34.26051,44.01245,-13.06364,
All,Tutorial,Freefly,0,Task0,0.5036428,0.2,0.3036428,12.12362,-34.00784,43.90471,-13.27422,-34.59859,44.19963,-13.26588,-34.2606,44.01258,-13.06387,
All,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,12.27967,-34.00772,43.90464,-13.27349,-34.59925,44.1981,-13.26695,-34.26041,44.01279,-13.06397,
All,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,12.41245,-34.00769,43.9046,-13.27355,-34.60423,44.19703,-13.26771,-34.26031,44.01292,-13.06444,
All,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,12.55048,-34.00776,43.90454,-13.27343,-34.6131,44.19526,-13.26827,-34.26074,44.01276,-13.06425,
All,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,12.70261,-34.00776,43.90439,-13.27337,-34.61729,44.19547,-13.27009,-34.26031,44.01279,-13.06428,
All,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,12.86001,-34.00756,43.90437,-13.27281,-34.62085,44.19498,-13.27335,-34.26043,44.01289,-13.06424,
All,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,13.00121,-34.00759,43.90449,-13.27308,-34.61909,44.19112,-13.27417,-34.26042,44.01278,-13.06412,
All,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,13.14176,-34.00764,43.90461,-13.27353,-34.60015,44.17923,-13.27067,-34.26047,44.0127,-13.06443,
All,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,13.27002,-34.0078,43.90471,-13.27379,-34.56,44.16317,-13.26394,-34.26067,44.01268,-13.06398,
All,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,13.39971,-34.0078,43.90468,-13.27372,-34.50211,44.13354,-13.24917,-34.26068,44.0127,-13.06383,
All,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,13.55244,-34.00768,43.90464,-13.27394,-34.43674,44.07679,-13.22242,-34.26025,44.01258,-13.06361,
All,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,13.68703,-34.00751,43.90446,-13.27337,-34.39402,44.05197,-13.2141,-34.26024,44.01259,-13.06334,
All,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,13.82292,-34.00757,43.90454,-13.27305,-34.381,44.03828,-13.20518,-34.26039,44.01255,-13.0636,
All,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,13.9526,-34.0076,43.90457,-13.27334,-34.38557,44.02747,-13.19516,-34.26012,44.01221,-13.06252,
All,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,14.0872,-34.00779,43.90463,-13.27335,-34.38426,44.01919,-13.18347,-34.26047,44.01238,-13.06267,
All,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,14.22311,-34.00757,43.90463,-13.27373,-34.38382,44.01497,-13.1771,-34.26026,44.01247,-13.06297,
All,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,14.35685,-34.00784,43.90472,-13.27408,-34.42004,44.02465,-13.19284,-34.26048,44.01234,-13.06339,
All,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,14.48957,-34.00762,43.90476,-13.2739,-34.42487,44.03007,-13.19822,-34.25997,44.01256,-13.06254,
All,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,14.6259,-34.00795,43.9049,-13.274,-34.4286,44.03594,-13.20401,-34.26062,44.01254,-13.0633,
All,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,14.7596,-34.00813,43.90491,-13.2743,-34.43824,44.04107,-13.21151,-34.26061,44.01248,-13.06342,
All,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,14.89675,-34.00784,43.90503,-13.27419,-34.46415,44.04666,-13.22239,-34.26036,44.01271,-13.06349,
All,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,15.02707,-34.00782,43.90488,-13.27467,-34.49088,44.05239,-13.23374,-34.26049,44.01257,-13.06396,
All,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,15.18226,-34.00771,43.90482,-13.27411,-34.51916,44.05968,-13.24726,-34.2603,44.01268,-13.06411,
All,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,15.32261,-34.00784,43.9048,-13.27403,-34.54234,44.06686,-13.25953,-34.26044,44.01259,-13.06407,
All,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,15.48266,-34.00786,43.90489,-13.27429,-34.35214,44.00623,-13.16347,-34.26057,44.01254,-13.0639,
All,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,15.62346,-34.00745,43.90486,-13.27371,-34.3547,44.01089,-13.1763,-34.26019,44.01281,-13.0637,
All,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,15.77831,-34.00794,43.90479,-13.27409,-34.3576,44.01067,-13.17687,-34.26062,44.01263,-13.06418,
All,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,15.94199,-34.00777,43.90482,-13.27386,-34.35643,44.00985,-13.17378,-34.26011,44.0127,-13.06394,
All,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,16.11358,-34.00797,43.90473,-13.27396,-34.35532,44.01075,-13.17616,-34.26071,44.01274,-13.06423,
All,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,16.24716,-34.00777,43.90479,-13.27374,-34.35593,44.01237,-13.18014,-34.26042,44.01271,-13.06447,
