PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,m_DistanceToCurrentIndicatorCube,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,m_TeleportPositionStep.x,m_TeleportPositionStep.y,m_TeleportPositionStep.z,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.126267,0.02,0,-33.28949,43.87911,-13.38456,-35.16,43.152,-14.71,-35.16,43.152,-14.71,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.126634,0.4476945,0.002956707,-33.28957,43.87635,-13.38468,-35.16,43.14921,-14.71,-33.65674,43.98585,-13.29458,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.126373,0.834331,0.003353152,-33.28954,43.87646,-13.3844,-35.16,43.14921,-14.71,-33.65649,43.98563,-13.29372,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.126699,0.9836692,0.003840615,-33.28967,43.87645,-13.3847,-35.16,43.14921,-14.71,-33.65656,43.98543,-13.29412,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.126646,1.140725,0.0045035,-33.2895,43.87632,-13.38472,-35.16,43.14921,-14.71,-33.65633,43.98552,-13.29424,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.126552,1.286992,0.00520568,-33.28946,43.87653,-13.38466,-35.16,43.14921,-14.71,-33.65628,43.98557,-13.29354,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.126538,1.449777,0.006149406,-33.28978,43.87634,-13.38444,-35.16,43.14921,-14.71,-33.65667,43.98529,-13.29323,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.126426,1.586314,0.00691085,-33.28949,43.87625,-13.38447,-35.16,43.14921,-14.71,-33.6562,43.98543,-13.29344,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.126468,1.72168,0.007413761,-33.28955,43.87638,-13.38449,-35.16,43.14921,-14.71,-33.65641,43.98532,-13.29313,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.126602,1.888072,0.008269319,-33.28959,43.87646,-13.38463,-35.16,43.14921,-14.71,-33.65639,43.98541,-13.29307,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.126732,2.043659,0.009073423,-33.28957,43.87657,-13.38481,-35.16,43.14921,-14.71,-33.65633,43.98557,-13.29328,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.126882,2.22267,0.009555086,-33.28989,43.87637,-13.38478,-35.16,43.14921,-14.71,-33.65651,43.98542,-13.29334,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.126725,2.399611,0.01049681,-33.28993,43.87637,-13.38457,-35.16,43.14921,-14.71,-33.65656,43.98529,-13.2929,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.126695,2.556722,0.0110937,-33.28986,43.87632,-13.38457,-35.16,43.14921,-14.71,-33.65635,43.98549,-13.29327,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.126361,2.713818,0.01202566,-33.28948,43.8764,-13.38441,-35.16,43.14921,-14.71,-33.6564,43.98548,-13.29332,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.126506,2.897256,0.01290603,-33.28956,43.87608,-13.3845,-35.16,43.14921,-14.71,-33.65651,43.98514,-13.29351,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.126841,3.084209,0.01355562,-33.28976,43.87629,-13.38479,-35.16,43.14921,-14.71,-33.65636,43.98521,-13.29308,0,0,0,-28.721,44.641,-5.5209
