PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,m_DistanceToCurrentIndicatorCube,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,TeleportStart.x,TeleportStart.y,TeleportStart.z,TeleportEnd.x,TeleportEnd.y,TeleportEnd.z,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.378705,0.02,0,-33.73523,43.85826,-13.40791,-35.16,43.152,-14.71,-35.16,43.152,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.833422,0.4718644,1.302097,-34.51952,44.8901,-13.45887,-35.16,43.14921,-14.71,-34.2076,44.05379,-13.14297,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.660689,0.7990856,1.616973,-34.47814,44.74745,-13.27802,-35.16,43.14921,-14.71,-34.21643,44.06252,-13.14723,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.696449,0.9464157,1.68523,-34.45463,44.76504,-13.33955,-35.16,43.14921,-14.71,-34.21397,44.09446,-13.14786,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.758337,1.079428,1.782241,-34.44095,44.80724,-13.42531,-35.16,43.14921,-14.71,-34.21634,44.19293,-13.24952,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.833475,1.205574,1.886613,-34.43752,44.85237,-13.51927,-35.16,43.14921,-14.71,-34.22267,44.29407,-13.38251,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.923057,1.369488,2.013535,-34.42224,44.89157,-13.63879,-34.41124,44.39218,-13.27596,-34.23002,44.33712,-13.53405,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.965243,1.501829,2.077196,-34.40846,44.90483,-13.69949,-34.44149,44.43364,-13.35632,-34.21133,44.34435,-13.61826,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.980461,1.647678,2.101093,-34.40248,44.90992,-13.722,-34.4063,44.44759,-13.44154,-34.19386,44.34277,-13.64717,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.947803,1.78232,2.140874,-34.40126,44.91502,-13.68291,-34.38509,44.4505,-13.44554,-34.17146,44.35442,-13.60988,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.85255,1.939915,2.244587,-34.37812,44.91862,-13.5827,-34.33833,44.45626,-13.37169,-34.12321,44.38195,-13.50937,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.696072,2.095278,2.409097,-34.32688,44.91934,-13.42725,-34.27586,44.47605,-13.2375,-34.05894,44.39913,-13.35341,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.506125,2.228351,2.604091,-34.251,44.91612,-13.24811,-34.19983,44.48717,-13.07131,-33.97672,44.39811,-13.15512,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.217765,2.387686,2.898948,-34.13152,44.91454,-12.97869,-34.07364,44.48866,-12.81295,-33.8531,44.39686,-12.88647,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,8.930324,2.537235,3.200472,-34.03299,44.91355,-12.69441,-33.97801,44.48766,-12.53219,-33.74958,44.39715,-12.60193,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,8.685185,2.671838,3.474051,-33.98264,44.91237,-12.42554,-33.93037,44.49099,-12.26376,-33.69723,44.39981,-12.3336,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,8.436544,2.832641,3.751203,-33.92706,44.91201,-12.15406,-33.87902,44.49631,-11.99039,-33.64045,44.40005,-12.06383,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,8.133705,2.967654,4.061256,-33.78248,44.91093,-11.88217,-33.74265,44.49971,-11.71903,-33.49474,44.39837,-11.79391,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.825028,3.12364,4.370139,-33.5936,44.91005,-11.6378,-33.56881,44.50327,-11.47624,-33.30647,44.39682,-11.55334,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.554002,3.255775,4.641318,-33.42538,44.9095,-11.42511,-33.41973,44.50958,-11.26227,-33.14053,44.39574,-11.34348,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.297985,3.38981,4.903058,-33.3007,44.90831,-11.19677,-33.29267,44.50875,-11.03536,-33.01944,44.39431,-11.11834,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.062008,3.521291,5.173385,-33.25175,44.90738,-10.93138,-33.24368,44.50657,-10.77145,-32.97118,44.39285,-10.8568,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,6.858014,3.654031,5.431376,-33.23833,44.90635,-10.67412,-33.2244,44.50557,-10.51785,-32.95497,44.39309,-10.60279,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,6.67964,3.792568,5.701632,-33.26924,44.90506,-10.40571,-33.25285,44.50514,-10.25057,-32.98458,44.3921,-10.33663,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,6.507069,3.926398,5.971753,-33.29923,44.90633,-10.13732,-33.28476,44.50783,-9.982197,-33.01357,44.39402,-10.07044,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,6.317193,4.064388,6.244583,-33.29997,44.90682,-9.864782,-33.28154,44.50858,-9.710622,-33.0142,44.39751,-9.799203,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,6.064737,4.225471,6.544397,-33.22299,44.90622,-9.575872,-33.21715,44.51312,-9.422205,-32.93691,44.39875,-9.513168,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,5.821264,4.359314,6.811203,-33.11209,44.90613,-9.333395,-33.11036,44.51208,-9.179056,-32.82599,44.39682,-9.274416,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,5.57263,4.494064,7.077784,-32.9847,44.90668,-9.099237,-32.986,44.51181,-8.942637,-32.70224,44.39567,-9.040757,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,5.329885,4.629798,7.346759,-32.86935,44.90609,-8.856859,-32.87421,44.51244,-8.698512,-32.59088,44.39349,-8.796867,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,5.085112,4.802171,7.687281,-32.81872,44.90599,-8.52037,-32.82567,44.51165,-8.358601,-32.54671,44.39196,-8.456688,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.872731,4.943371,7.996335,-32.77275,44.90521,-8.214787,-32.78419,44.51199,-8.050663,-32.5062,44.39158,-8.148402,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.683439,5.099845,8.267875,-32.71718,44.90434,-7.949024,-32.72969,44.5109,-7.784318,-32.45398,44.39128,-7.882502,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.404355,5.259947,8.633527,-32.59016,44.90395,-7.608682,-32.60172,44.50904,-7.442401,-32.32768,44.39071,-7.543291,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.105974,5.431294,8.944976,-32.36299,44.90273,-7.398786,-32.37404,44.50837,-7.231414,-32.1009,44.38888,-7.335041,,,,,,,-28.721,44.641,-5.5209
