PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,elapsedTime,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.02,-34.76109,44.43526,-13.46104,-35.16,43.152,-14.71,-35.16,43.152,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.465646,-34.83338,44.4267,-13.46809,-34.97047,44.1986,-13.01316,-34.70056,44.10405,-13.49965,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.8151608,-34.8263,44.4256,-13.46706,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.9408711,-34.82522,44.42567,-13.46673,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.093163,-34.82123,44.42556,-13.46262,-35.15754,43.14921,-14.70626,-35.15754,43.14921,-14.70626,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.232244,-34.79943,44.42546,-13.43892,-35.13681,43.14921,-14.68269,-35.13681,43.14921,-14.68269,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.378095,-34.74387,44.42543,-13.39592,-35.08205,43.14921,-14.63964,-35.08205,43.14921,-14.63964,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.535175,-34.64043,44.42532,-13.33466,-34.97846,43.14921,-14.57791,-34.97846,43.14921,-14.57791,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.691173,-34.46811,44.42577,-13.30319,-34.80564,43.14921,-14.54572,-34.80564,43.14921,-14.54572,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.822734,-34.28846,44.42588,-13.32852,-34.6255,43.14921,-14.57063,-34.6255,43.14921,-14.57063,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.959402,-34.08118,44.42608,-13.40814,-34.41852,43.14922,-14.64948,-34.41852,43.14922,-14.64948,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.100797,-33.83877,44.42619,-13.51586,-34.1765,43.14921,-14.75706,-34.1765,43.14921,-14.75706,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.235507,-33.56175,44.42612,-13.58461,-33.89948,43.14921,-14.82599,-33.89948,43.14921,-14.82599,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.394429,-33.24809,44.42616,-13.58078,-33.58558,43.14921,-14.82241,-33.58558,43.14921,-14.82241,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.530213,-32.98201,44.42601,-13.56347,-33.31953,43.14921,-14.80497,-33.31953,43.14921,-14.80497,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.691058,-32.64568,44.42627,-13.5403,-32.98281,43.14921,-14.78153,-32.98281,43.14921,-14.78153,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.839526,-32.35753,44.42609,-13.52032,-32.69524,43.14921,-14.76119,-32.69524,43.14921,-14.76119,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.990006,-32.05052,44.42605,-13.49877,-32.38816,43.14921,-14.73966,-32.38816,43.14921,-14.73966,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.124467,-31.79163,44.4261,-13.48063,-32.12942,43.14921,-14.72138,-32.12942,43.14921,-14.72138,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.260119,-31.51689,44.42603,-13.46139,-31.85484,43.14921,-14.70255,-31.85484,43.14921,-14.70255,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.398472,-31.51658,44.42577,-13.46135,-31.85484,43.14921,-14.70255,-31.85484,43.14921,-14.70255,
