PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,elapsedTime,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,TeleportStart.x,TeleportStart.y,TeleportStart.z,TeleportEnd.x,TeleportEnd.y,TeleportEnd.z
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,17.77188,-10.97196,44.89646,-14.80439,-11.15401,44.83091,-14.87819,-11.24689,44.71625,-14.26832,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,17.83579,-10.97832,44.8966,-14.80426,-11.1578,44.83105,-14.88116,-11.26706,44.71662,-14.27945,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,17.92995,-10.98503,44.89648,-14.80529,-11.16543,44.83066,-14.88342,-11.2926,44.7157,-14.29509,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,17.99416,-10.98964,44.8967,-14.80541,-11.16943,44.83057,-14.88318,-11.30554,44.71665,-14.30103,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,18.08189,-10.99529,44.89624,-14.80548,-11.17245,44.82949,-14.88413,-11.32098,44.7218,-14.30221,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,18.13311,-10.99795,44.89617,-14.80559,-11.17361,44.82843,-14.88572,-11.32716,44.72716,-14.3032,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,18.21718,-11.00236,44.89613,-14.80463,-11.17652,44.82693,-14.8871,-11.33411,44.73288,-14.30387,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,18.28353,-11.00472,44.89639,-14.80445,-11.17977,44.82615,-14.88783,-11.33878,44.73441,-14.30733,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,18.34741,-11.00608,44.89624,-14.80408,-11.18193,44.82523,-14.8882,-11.34409,44.73403,-14.31285,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,18.41423,-11.00696,44.89638,-14.80408,-11.18245,44.8247,-14.88848,-11.34888,44.73244,-14.31894,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,18.48103,-11.00741,44.89653,-14.80344,-11.18211,44.82382,-14.88805,-11.35381,44.7315,-14.32389,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,18.55374,-11.00799,44.89668,-14.80273,-11.18287,44.82302,-14.88801,-11.35892,44.73283,-14.32625,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,18.6177,-11.00855,44.89642,-14.80237,-11.18411,44.82184,-14.88829,-11.36184,44.73344,-14.32739,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,18.68894,-11.0088,44.89613,-14.80253,-11.18471,44.82088,-14.88848,-11.3642,44.73498,-14.3275,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,18.75265,-11.00869,44.89614,-14.8024,-11.18477,44.82049,-14.88942,-11.36481,44.73538,-14.32671,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,18.84218,-11.00821,44.89574,-14.80318,-11.1843,44.81955,-14.89134,-11.36435,44.73381,-14.32512,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,18.90854,-11.00766,44.8961,-14.80338,-11.18405,44.81931,-14.89249,-11.36372,44.73366,-14.32421,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,18.99843,-11.00722,44.8961,-14.80452,-11.18409,44.81833,-14.89431,-11.36254,44.73244,-14.32324,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,19.06752,-11.00691,44.89619,-14.80526,-11.18417,44.81791,-14.89471,-11.36163,44.7326,-14.3224,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,19.14266,-11.00622,44.89627,-14.80596,-11.18387,44.81743,-14.89539,-11.3607,44.7317,-14.32183,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,19.21001,-11.00545,44.89602,-14.80677,-11.18348,44.81672,-14.89636,-11.35952,44.7298,-14.32247,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,19.30124,-11.00405,44.89613,-14.80824,-11.18201,44.81631,-14.89864,-11.3579,44.72822,-14.32295,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,19.3647,-11.00289,44.8962,-14.80916,-11.18182,44.81618,-14.89967,-11.35691,44.7271,-14.32298,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,19.43047,-11.00175,44.89614,-14.8103,-11.18112,44.81594,-14.90062,-11.3561,44.72565,-14.32455,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,19.44857,-11.00175,44.89614,-14.8103,-11.18112,44.81594,-14.90062,-11.3561,44.72565,-14.32455,-11.61662,43.14921,-15.45939,-27.59051,43.14921,-7.489312,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,19.51587,-11.00037,44.89619,-14.8115,-11.17994,44.81588,-14.90141,-11.35512,44.72411,-14.32667,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,19.58639,-10.99877,44.8962,-14.81268,-11.17835,44.81607,-14.9026,-11.35396,44.72352,-14.3282,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,19.67883,-10.99632,44.89635,-14.81498,-11.17647,44.81635,-14.90547,-11.35216,44.7234,-14.33015,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,19.74474,-10.99431,44.89626,-14.81627,-11.1749,44.81621,-14.90762,-11.34988,44.72242,-14.33108,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,19.80893,-10.99223,44.8959,-14.81706,-11.17348,44.81625,-14.90939,-11.34685,44.72086,-14.33233,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,19.89771,-10.98895,44.89503,-14.81635,-11.1715,44.81623,-14.91077,-11.34073,44.71605,-14.33292,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,19.94961,-10.98702,44.8936,-14.81509,-11.17038,44.81616,-14.91086,-11.3346,44.71035,-14.33386,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,20.03761,-26.95787,44.88777,-6.839342,-27.14286,44.81636,-6.939284,-27.29445,44.69551,-6.367378,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,20.10074,-26.95459,44.88203,-6.831752,-27.14149,44.81579,-6.93734,-27.27501,44.67294,-6.375618,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,20.16506,-26.94778,44.87591,-6.821198,-27.13892,44.81392,-6.931379,-27.24317,44.63468,-6.40066,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,20.23536,-26.93475,44.87162,-6.808129,-27.13475,44.81054,-6.915909,-27.19732,44.57854,-6.437551,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,20.29798,-26.91349,44.86755,-6.79485,-27.13075,44.80685,-6.895289,-27.15073,44.52553,-6.47043,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,20.36832,-26.88468,44.86252,-6.785754,-27.12565,44.80223,-6.867847,-27.0981,44.46985,-6.500475,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,20.42801,-26.85059,44.85695,-6.784402,-27.11663,44.79912,-6.833103,-27.03823,44.4151,-6.524469,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,20.5019,-26.81726,44.85418,-6.790507,-27.10035,44.79696,-6.794704,-26.97638,44.3694,-6.544011,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,20.55197,-26.79668,44.85429,-6.799261,-27.08099,44.7952,-6.763145,-26.9236,44.3399,-6.55853,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,20.64094,-26.7635,44.85378,-6.822375,-27.03986,44.79368,-6.718873,-26.83591,44.30186,-6.581509,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,20.7047,-26.7446,44.8519,-6.843029,-27.00206,44.79321,-6.691746,-26.7655,44.27675,-6.605218,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,20.8042,-26.71867,44.84554,-6.877683,-26.93886,44.79207,-6.666063,-26.65537,44.24537,-6.662224,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,20.87008,-26.7122,44.84295,-6.892385,-26.89833,44.79063,-6.659905,-26.58873,44.22913,-6.708337,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,20.93857,-26.70829,44.84331,-6.905663,-26.86159,44.7882,-6.660227,-26.52498,44.21475,-6.762609,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,21.00455,-26.70667,44.84412,-6.915417,-26.83111,44.78444,-6.66143,-26.47055,44.20229,-6.825569,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,21.07335,-26.70673,44.84441,-6.920875,-26.807,44.78194,-6.6613,-26.42215,44.19518,-6.897753,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,21.14037,-26.71055,44.84314,-6.922762,-26.79094,44.78137,-6.661304,-26.37793,44.1981,-6.975503,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,21.23941,-26.71963,44.84521,-6.920862,-26.77877,44.78085,-6.663242,-26.31783,44.21953,-7.094999,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,21.31124,-26.72669,44.84784,-6.917914,-26.77365,44.78157,-6.663819,-26.28666,44.24477,-7.17087,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,21.44212,-26.74179,44.84875,-6.909005,-26.77176,44.7799,-6.660634,-26.28181,44.2718,-7.279121,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,21.47666,-26.7456,44.84918,-6.906774,-26.772,44.77861,-6.65949,-26.29344,44.26825,-7.297568,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,21.60973,-26.75601,44.84983,-6.900624,-26.77161,44.77206,-6.648094,-26.35557,44.23249,-7.334569,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,21.64193,-26.757,44.84935,-6.89999,-26.76914,44.77096,-6.644595,-26.37481,44.2171,-7.337184,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,21.74383,-26.76251,44.84623,-6.90216,-26.76081,44.7708,-6.64099,-26.41428,44.18597,-7.338825,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,21.77471,-26.76351,44.84601,-6.902884,-26.75833,44.77166,-6.642052,-26.42083,44.18143,-7.338745,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,21.87683,-26.76841,44.8448,-6.906291,-26.75342,44.7755,-6.647669,-26.43027,44.17997,-7.337159,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,21.90957,-26.76913,44.84431,-6.906349,-26.75177,44.77586,-6.649206,-26.43175,44.18057,-7.336222,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.01208,-26.77308,44.84286,-6.90465,-26.74837,44.77443,-6.650959,-26.43485,44.1821,-7.333175,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.04486,-26.77364,44.84303,-6.903757,-26.74793,44.77388,-6.650556,-26.43517,44.18239,-7.331123,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.11163,-26.77476,44.84327,-6.902035,-26.74829,44.7734,-6.649563,-26.43624,44.18168,-7.328093,-27.59051,43.14921,-7.489312,-26.16427,43.14921,-8.805744,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.19956,-26.77595,44.8431,-6.896449,-26.75051,44.77248,-6.644784,-26.44137,44.17715,-7.319365,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.2294,-26.77598,44.84297,-6.895098,-26.75121,44.77241,-6.643216,-26.44369,44.17505,-7.316793,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.26872,-26.77566,44.84275,-6.892082,-26.7522,44.77232,-6.641259,-26.44655,44.17091,-7.313164,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.33726,-26.77452,44.842,-6.888064,-26.75348,44.77112,-6.638538,-26.45434,44.15996,-7.303762,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.37154,-26.77366,44.8418,-6.88704,-26.7535,44.77048,-6.637928,-26.4595,44.15336,-7.298612,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.40364,-26.77201,44.84131,-6.884711,-26.75339,44.76985,-6.637345,-26.46416,44.1472,-7.293954,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.48887,-26.76788,44.83862,-6.881007,-26.75229,44.76767,-6.63638,-26.47841,44.13073,-7.282823,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.51843,-26.76647,44.83773,-6.88022,-26.75124,44.76673,-6.63646,-26.48424,44.1244,-7.279211,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.54742,-26.76487,44.83673,-6.87958,-26.75116,44.76616,-6.636087,-26.48962,44.11827,-7.275618,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.62547,-26.75879,44.83255,-6.877954,-26.74986,44.7644,-6.635806,-26.50251,44.10401,-7.269565,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.65875,-25.33105,44.83152,-8.194553,-25.32255,44.76357,-7.952535,-25.08148,44.09805,-8.583643,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.69083,-25.32802,44.82975,-8.195034,-25.32121,44.76303,-7.95264,-25.08542,44.09278,-8.581343,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.78406,-25.32293,44.82645,-8.197477,-25.31802,44.76184,-7.954361,-25.09313,44.07821,-8.572925,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.85256,-25.31992,44.82451,-8.200655,-25.31644,44.76157,-7.956367,-25.09122,44.07133,-8.56673,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.91881,-25.317,44.82217,-8.203995,-25.31535,44.76181,-7.959388,-25.0811,44.06781,-8.553518,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,23.00901,-25.31252,44.81935,-8.20807,-25.31233,44.76275,-7.964053,-25.05183,44.07462,-8.525832,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,23.07827,-25.31211,44.81904,-8.214528,-25.31108,44.7629,-7.967933,-25.02973,44.08389,-8.513729,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,23.1461,-25.31413,44.81845,-8.222312,-25.31078,44.76258,-7.972691,-25.01619,44.08596,-8.506514,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,23.20895,-25.31537,44.81781,-8.227386,-25.3106,44.7613,-7.977659,-25.00739,44.08778,-8.499889,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,23.29718,-25.31477,44.8172,-8.22958,-25.31101,44.76002,-7.981871,-24.99565,44.09503,-8.494897,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,23.36129,-25.31457,44.81665,-8.230592,-25.31144,44.75968,-7.984998,-24.9907,44.09886,-8.493867,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,23.46151,-25.31372,44.8162,-8.232172,-25.31375,44.75868,-7.99089,-24.98183,44.10527,-8.49853,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,23.49781,-25.31378,44.81574,-8.233023,-25.31496,44.75829,-7.992585,-24.97943,44.10675,-8.50069,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,23.59898,-25.31456,44.81541,-8.234965,-25.31878,44.75737,-7.995602,-24.976,44.10868,-8.50529,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,23.6345,-25.31475,44.81563,-8.235127,-25.32045,44.75747,-7.995865,-24.97588,44.10872,-8.506197,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,23.76707,-25.31395,44.81641,-8.234885,-25.32414,44.75771,-7.995282,-24.97752,44.10547,-8.507531,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,23.80085,-25.3133,44.81653,-8.234666,-25.32471,44.75787,-7.994914,-24.97756,44.10514,-8.507578,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,23.93265,-25.31139,44.8166,-8.234264,-25.32534,44.75834,-7.995203,-24.97868,44.10395,-8.509389,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,23.966,-25.31047,44.81675,-8.234137,-25.32485,44.75824,-7.995274,-24.97811,44.10397,-8.510649,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,24.06282,-25.30929,44.81706,-8.233351,-25.32387,44.75789,-7.994999,-24.97845,44.1038,-8.511621,-26.16427,43.14921,-8.805744,-8.374235,29.50248,-12.08501,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,24.13125,-25.30784,44.81739,-8.232153,-25.32235,44.75756,-7.994263,-24.97977,44.1026,-8.511604,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,24.18569,-25.30667,44.81792,-8.2303,-25.32076,44.75708,-7.99367,-24.9817,44.10127,-8.512709,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,24.28023,-25.30424,44.81907,-8.225608,-25.31953,44.75659,-7.991736,-24.98711,44.0957,-8.511553,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,24.34485,-25.30232,44.82044,-8.220646,-25.32004,44.75614,-7.989932,-24.99212,44.08979,-8.509748,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,24.43077,-25.30031,44.82335,-8.212417,-25.3202,44.75549,-7.986536,-24.99995,44.08112,-8.507677,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,24.47689,-25.29936,44.82521,-8.207846,-25.32043,44.75489,-7.984922,-25.00433,44.07545,-8.50471,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,24.56524,-25.29817,44.82987,-8.199635,-25.32181,44.75426,-7.982434,-25.00988,44.06696,-8.497966,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,24.60583,-7.508048,31.18655,-11.4754,-7.532804,31.1069,-11.2606,-7.222652,30.41693,-11.77387,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,24.6921,-7.50989,31.19479,-11.46918,-7.536523,31.10607,-11.25673,-7.225492,30.41322,-11.76568,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,24.7359,-7.511081,31.19984,-11.46622,-7.537498,31.10531,-11.25454,-7.227204,30.41086,-11.76046,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,24.82641,-7.515631,31.20826,-11.46002,-7.53977,31.10399,-11.25031,-7.231186,30.4075,-11.74934,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,24.87011,-7.517934,31.21139,-11.45674,-7.540153,31.10311,-11.24876,-7.233283,30.40588,-11.74334,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,24.95988,-7.523062,31.21947,-11.44829,-7.53351,31.10069,-11.24727,-7.235343,30.4034,-11.72598,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,25.00468,-7.52572,31.22377,-11.44276,-7.536074,31.10029,-11.24493,-7.233371,30.40564,-11.70992,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,25.09531,-7.531693,31.2294,-11.433,-7.536752,31.09807,-11.2416,-7.208982,30.43544,-11.66363,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,25.1404,-7.535587,31.23117,-11.42884,-7.536925,31.09667,-11.24064,-7.185399,30.46693,-11.63311,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,25.22832,-7.543432,31.23044,-11.42313,-7.537659,31.09394,-11.2378,-7.135519,30.54399,-11.56504,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,25.2727,-7.547309,31.22997,-11.41981,-7.539952,31.09297,-11.23669,-7.115975,30.58323,-11.53428,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,25.37163,-7.556923,31.23426,-11.41159,-7.55131,31.09334,-11.2328,-7.087125,30.64841,-11.47298,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,25.41465,-7.561844,31.23752,-11.40769,-7.558611,31.09324,-11.22952,-7.069289,30.68652,-11.44118,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,25.49817,-7.57087,31.24184,-11.40344,-7.568364,31.09219,-11.22521,-7.038485,30.74406,-11.39381,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,25.54025,-7.574196,31.24349,-11.4024,-7.574038,31.09184,-11.22273,-7.033488,30.78228,-11.39334,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,25.63406,-7.578776,31.24551,-11.40217,-7.587893,31.09056,-11.21789,-7.003926,30.84248,-11.35263,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,25.68375,-7.580807,31.24618,-11.40268,-7.59713,31.0892,-11.21386,-6.981859,30.87864,-11.33477,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,25.76826,-7.58496,31.2475,-11.40331,-7.611045,31.08567,-11.20617,-6.953677,30.92948,-11.31172,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,25.81413,-7.587225,31.24792,-11.40305,-7.619096,31.08394,-11.20175,-6.942202,30.95159,-11.30076,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,25.89979,-7.593262,31.2486,-11.40152,-7.634573,31.08093,-11.19493,-6.927278,30.97571,-11.2876,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,25.94726,-7.596523,31.24902,-11.40018,-7.642684,31.08006,-11.19257,-6.922387,30.98401,-11.28213,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,26.03366,-7.603397,31.25016,-11.39668,-7.655866,31.07958,-11.18887,-6.917857,30.99539,-11.27563,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,26.08102,-7.606756,31.25043,-11.39528,-7.662466,31.0794,-11.18705,-6.916934,30.99785,-11.27417,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,26.17799,-7.614337,31.25112,-11.39233,-7.671763,31.07848,-11.1835,-6.917823,30.99952,-11.27148,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,26.22272,-7.616868,31.25158,-11.39153,-7.674077,31.07821,-11.18239,-6.918719,30.99842,-11.27085,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,26.31297,-7.621211,31.25236,-11.38999,-7.677152,31.07839,-11.18175,-6.921027,30.99633,-11.27009,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,26.35818,-7.622974,31.25253,-11.38935,-7.678355,31.0789,-11.18196,-6.920702,30.99557,-11.27069,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,26.44593,-7.626622,31.25306,-11.38785,-7.680377,31.08014,-11.18243,-6.921082,30.99408,-11.27209,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,26.48904,-7.628891,31.25341,-11.38667,-7.681499,31.08041,-11.18235,-6.921676,30.99421,-11.27234,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,26.5067,-7.628891,31.25341,-11.38667,-7.681499,31.08041,-11.18235,-6.921676,30.99421,-11.27234,-8.374235,29.50248,-12.08501,2.610065,30.50001,-6.819822,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,26.59842,-7.636105,31.25496,-11.3817,-7.683306,31.08008,-11.18102,-6.924786,30.99161,-11.26939,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,26.64201,-7.643202,31.25646,-11.37682,-7.683882,31.07878,-11.17971,-6.926729,30.98852,-11.26711,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,26.72349,-7.661823,31.26009,-11.3647,-7.684998,31.07643,-11.17658,-6.934319,30.97128,-11.25676,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,26.76642,-7.678046,31.26202,-11.35678,-7.685282,31.07546,-11.17538,-6.944166,30.95326,-11.24505,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,26.84305,-7.710107,31.26251,-11.35122,-7.688199,31.07497,-11.17708,-6.972499,30.91954,-11.20978,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,26.88512,-7.722414,31.26196,-11.35391,-7.691131,31.07528,-11.18055,-6.99331,30.90185,-11.18363,,,,,,,
