PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,m_DistanceToCurrentIndicatorCube,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,TeleportStart.x,TeleportStart.y,TeleportStart.z,TeleportEnd.x,TeleportEnd.y,TeleportEnd.zCurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,16.21572,13.46221,24.69377,-34.65657,44.88664,-14.27802,-34.42869,44.65013,-14.14784,-34.39477,44.558,-14.14271,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,16.21637,13.5994,24.70256,-34.65607,44.89394,-14.28273,-34.41681,44.62977,-14.16531,-34.39249,44.54272,-14.14925,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,16.21453,13.73292,24.70556,-34.65396,44.89384,-14.28377,-34.40511,44.60902,-14.15566,-34.38842,44.52044,-14.15803,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,16.21346,13.86913,24.70819,-34.65292,44.89146,-14.28371,-34.40133,44.5898,-14.1493,-34.37204,44.50455,-14.17605,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,16.21249,14.02598,24.71088,-34.65171,44.88966,-14.28479,-34.41208,44.59679,-14.13436,-34.34969,44.46461,-14.19428,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,16.21132,14.16322,24.71297,-34.65065,44.88896,-14.28418,-34.45105,44.63762,-14.0991,-34.32656,44.40418,-14.22159,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,16.20788,14.31507,24.71659,-34.64748,44.88954,-14.2826,-34.45837,44.62582,-14.07242,-34.33158,44.36972,-14.26417,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,16.17194,14.44683,24.75327,-34.61097,44.88976,-14.2811,-34.43235,44.60057,-14.03202,-34.30524,44.35061,-14.3079,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,16.05015,14.62968,24.87527,-34.49297,44.88873,-14.2507,-34.33098,44.57689,-13.96654,-34.19527,44.35305,-14.30713,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,15.84619,14.80755,25.08006,-34.29781,44.88877,-14.18866,-34.12292,44.56461,-13.90185,-33.99866,44.35357,-14.24942,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,15.60623,14.96252,25.32116,-34.06846,44.88877,-14.11435,-33.88917,44.55408,-13.84637,-33.76561,44.35827,-14.17495,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,15.3041,15.12432,25.62427,-33.77814,44.88855,-14.02767,-33.61824,44.54467,-13.77717,-33.47509,44.36324,-14.08955,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,14.98046,15.27609,25.94824,-33.45982,44.88879,-13.96811,-33.31565,44.5455,-13.74513,-33.15992,44.3656,-14.02933,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,14.67658,15.40795,26.25424,-33.1554,44.88844,-13.93718,-33.0192,44.54622,-13.72772,-32.85714,44.36687,-13.99844,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,14.41088,15.5414,26.52239,-32.88824,44.88799,-13.91422,-32.76074,44.5404,-13.71484,-32.59253,44.36799,-13.9726,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,14.13581,15.69902,26.80024,-32.61138,44.89032,-13.89098,-32.49168,44.54373,-13.71445,-32.31686,44.36679,-13.94707,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,13.83303,15.83587,27.10616,-32.30658,44.89269,-13.8651,-32.19343,44.54654,-13.69662,-32.01237,44.36559,-13.92013,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,13.57094,15.99024,27.37172,-32.04172,44.89567,-13.84647,-31.92863,44.54541,-13.68086,-31.74647,44.3675,-13.89964,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,13.2591,16.12895,27.68769,-31.7266,44.897,-13.8236,-31.61401,44.54708,-13.65904,-31.43118,44.3693,-13.87472,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,12.95191,16.29254,27.99897,-31.41621,44.89269,-13.8007,-31.30632,44.54666,-13.63577,-31.12112,44.36812,-13.85038,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,12.62451,16.45622,28.33001,-31.08659,44.89098,-13.77021,-30.98033,44.54322,-13.60608,-30.79139,44.36352,-13.82457,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,12.28218,16.62681,28.67529,-30.74355,44.89005,-13.73098,-30.64052,44.53808,-13.56902,-30.45056,44.35985,-13.78063,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,12.01105,16.76271,28.94843,-30.4726,44.88902,-13.69657,-30.3745,44.53854,-13.537,-30.18086,44.35337,-13.73369,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,11.67107,16.94246,29.29076,-30.1333,44.88636,-13.65123,-30.03916,44.53605,-13.49273,-29.84442,44.35065,-13.68806,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,11.3493,17.096,29.61488,-29.81208,44.88501,-13.60797,-29.72028,44.53409,-13.45067,-29.52356,44.34795,-13.64265,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,10.9937,17.25513,29.97292,-29.45757,44.8837,-13.55778,-29.36867,44.53374,-13.39884,-29.16646,44.3484,-13.58892,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,10.7334,17.38256,30.23495,-29.19838,44.88272,-13.51946,-29.11189,44.53371,-13.35808,-28.90503,44.34839,-13.54541,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,10.4598,17.51728,30.51007,-28.92669,44.87975,-13.47624,-28.84207,44.53283,-13.31089,-28.63002,44.3483,-13.49361,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,10.13622,17.68067,30.83492,-28.60702,44.8766,-13.41868,-28.52642,44.53012,-13.25062,-28.30878,44.34592,-13.42648,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,9.862446,17.81434,31.10958,-28.33731,44.87547,-13.36681,-28.26061,44.52876,-13.1973,-28.04065,44.34482,-13.36832,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,9.585417,17.94859,31.38744,-28.06476,44.87526,-13.31273,-27.99164,44.52958,-13.14108,-27.7694,44.34417,-13.3101,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,9.311536,18.1013,31.66224,-27.79508,44.87405,-13.26003,-27.7257,44.529,-13.08713,-27.50244,44.3433,-13.25447,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,8.95157,18.26174,32.0238,-27.43965,44.8714,-13.19398,-27.37281,44.52549,-13.02089,-27.14861,44.33858,-13.18882,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,8.68787,18.38933,32.29032,-27.17555,44.86985,-13.15823,-27.11014,44.52399,-12.98521,-26.88516,44.33593,-13.15423,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,8.425904,18.52181,32.55632,-26.9112,44.8695,-13.12873,-26.84675,44.52265,-12.95587,-26.62061,44.33419,-13.1251,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,8.110128,18.68666,32.88034,-26.58793,44.86847,-13.10727,-26.52431,44.52099,-12.93617,-26.29635,44.33332,-13.1029,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,7.849493,18.83987,33.15059,-26.31784,44.86783,-13.09831,-26.25679,44.51912,-12.92743,-26.0264,44.33162,-13.09301,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,7.51283,18.99937,33.5011,-25.96748,44.8671,-13.08804,-25.9088,44.51815,-12.91742,-25.67673,44.33109,-13.08003,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,7.204987,19.17315,33.82159,-25.64728,44.8674,-13.07447,-25.58935,44.51807,-12.90463,-25.35681,44.33216,-13.06337,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,6.898003,19.32785,34.14174,-25.32753,44.86805,-13.05872,-25.26961,44.51793,-12.88947,-25.0362,44.33226,-13.04565,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,6.583631,19.49514,34.46994,-24.99991,44.869,-13.0393,-24.94288,44.51847,-12.8698,-24.70913,44.33291,-13.02404,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,6.317939,19.63064,34.74802,-24.72239,44.86892,-13.02156,-24.66529,44.51825,-12.8527,-24.432,44.33386,-13.00503,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,6.062015,19.7647,35.01609,-24.45508,44.86907,-13.00162,-24.39716,44.51604,-12.83224,-24.16575,44.33478,-12.98296,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,5.807178,19.8985,35.28154,-24.19114,44.86936,-12.97353,-24.1331,44.51667,-12.80478,-23.90277,44.33653,-12.9526,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,5.484075,20.05763,35.61516,-23.86139,44.86989,-12.92296,-23.80325,44.51821,-12.75373,-23.57301,44.33768,-12.89912,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,5.218721,20.19434,35.88869,-23.59191,44.87008,-12.87606,-23.5351,44.51873,-12.70534,-23.30361,44.339,-12.84811,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,4.918379,20.34604,36.19709,-23.28983,44.86989,-12.81412,-23.23428,44.52033,-12.64069,-23.00211,44.34064,-12.77814,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,4.663943,20.47647,36.45582,-23.04005,44.87009,-12.74684,-22.98527,44.52129,-12.57265,-22.75274,44.34203,-12.70547,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,4.372533,20.62535,36.74966,-22.76204,44.87019,-12.65181,-22.70763,44.52248,-12.47642,-22.47431,44.3412,-12.60689,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,4.128084,20.75093,36.99668,-22.52764,44.8703,-12.57391,-22.47337,44.52355,-12.39763,-22.23987,44.34187,-12.52751,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,3.868131,20.88503,37.26324,-22.26944,44.86999,-12.50793,-22.21452,44.52351,-12.33168,-21.97989,44.34241,-12.46236,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,3.568787,21.09678,37.585,-21.95016,44.86936,-12.4699,-21.89474,44.5216,-12.293,-21.65873,44.3409,-12.4263,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,3.261927,21.23913,37.93659,-21.59875,44.86934,-12.46193,-21.54353,44.52055,-12.28563,-21.30684,44.34039,-12.41956,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,2.995239,21.39138,38.25808,-21.27727,44.86885,-12.46418,-21.22315,44.51982,-12.28808,-20.98536,44.33985,-12.42133,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,2.775704,21.5265,38.52996,-21.00542,44.86766,-12.46118,-20.95241,44.51846,-12.28609,-20.7135,44.33866,-12.41773,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,2.557871,21.66415,38.80287,-20.73298,44.86777,-12.44611,-20.68104,44.51801,-12.27262,-20.44372,44.34024,-12.40167,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,2.279973,21.83149,39.13266,-20.41075,44.86698,-12.37928,-20.36127,44.51874,-12.20662,-20.12238,44.34092,-12.33621,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,2.03527,21.9643,39.40671,-20.15577,44.86625,-12.27949,-20.11209,44.51792,-12.10298,-19.86871,44.34082,-12.23757,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,1.7255,22.12474,39.74364,-19.86149,44.86671,-12.11637,-19.82285,44.51941,-11.93701,-19.57789,44.34232,-12.07082,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,1.472501,22.25887,40.0132,-19.64293,44.86539,-11.95866,-19.60617,44.52009,-11.7814,-19.35999,44.34268,-11.90964,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,1.223769,22.3873,40.27942,-19.43632,44.86414,-11.79081,-19.39947,44.51992,-11.62039,-19.15572,44.34233,-11.73648,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.9799811,22.52061,40.54547,-19.23663,44.86258,-11.61504,-19.19871,44.51986,-11.45507,-18.96028,44.34267,-11.54885,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.7058045,22.68,40.86031,-19.00971,44.86234,-11.39684,-18.97532,44.52319,-11.23992,-18.73513,44.35058,-11.30681,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.6319301,22.81738,41.07072,-18.81769,44.86155,-11.34295,-18.79606,44.53289,-11.18047,-18.53568,44.36544,-11.22452,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.6732656,22.95197,41.22021,-18.67153,44.85806,-11.36794,-18.66504,44.54255,-11.2029,-18.37251,44.39353,-11.20696,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.6842418,23.10558,41.25444,-18.64231,44.85736,-11.37201,-18.65856,44.55395,-11.19508,-18.32845,44.43326,-11.12929,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.688135,23.25957,41.25928,-18.63972,44.85806,-11.37526,-18.71063,44.57674,-11.18538,-18.34422,44.4683,-10.99994,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.6848387,23.39068,41.26581,-18.63555,44.85732,-11.37059,-18.74693,44.5825,-11.18756,-18.31285,44.46944,-10.90267,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.6749274,23.52347,41.27881,-18.63124,44.85694,-11.35835,-18.78692,44.57568,-11.19721,-18.26288,44.44274,-10.84468,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.661467,23.66772,41.29608,-18.62554,44.85468,-11.34223,-18.82236,44.56507,-11.20877,-18.25057,44.4278,-10.81611,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.6460446,23.81894,41.31514,-18.62018,44.85101,-11.32433,-18.84464,44.55831,-11.21204,-18.24714,44.41773,-10.80345,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.6339673,23.95094,41.32875,-18.61882,44.84836,-11.31116,-18.86211,44.56284,-11.20942,-18.2412,44.40718,-10.79687,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.6202719,24.08597,41.3443,-18.62115,44.84995,-11.29591,-18.87655,44.5681,-11.2004,-18.23484,44.40209,-10.79285,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.6036456,24.22075,41.36234,-18.62595,44.85058,-11.27855,-18.88759,44.56641,-11.18035,-18.2302,44.40396,-10.78999,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.5871332,24.35005,41.38294,-18.63193,44.85574,-11.2598,-18.89083,44.56339,-11.15103,-18.22547,44.40359,-10.78961,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.5732494,24.48639,41.40137,-18.63535,44.86127,-11.24265,-18.88967,44.57183,-11.12625,-18.22182,44.39996,-10.78856,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.5589998,24.64387,41.41863,-18.63779,44.86384,-11.22576,-18.88808,44.57365,-11.10136,-18.21753,44.39741,-10.7864,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.5494836,24.77826,41.43026,-18.63924,44.86536,-11.21439,-18.88454,44.57278,-11.08399,-18.21922,44.40066,-10.78379,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.5418361,24.91684,41.4398,-18.64199,44.86726,-11.20551,-18.88157,44.57343,-11.0692,-18.22379,44.4032,-10.78246,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,1,Task1,0.5041155,0.7,0.1958845,0.5345753,25.04932,41.44829,-18.64654,44.8678,-11.19846,-18.87973,44.57454,-11.05839,-18.22436,44.40243,-10.78271,,,,,,,-18.831,44.641,-10.7509
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,6.985273,25.20871,41.45692,-18.65392,44.86888,-11.19434,-18.88018,44.57258,-11.04967,-18.22226,44.40176,-10.78629,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,6.988887,25.34622,41.46632,-18.66246,44.87243,-11.19306,-18.88062,44.56984,-11.04171,-18.22715,44.40475,-10.79572,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,6.993127,25.4815,41.47651,-18.66994,44.87924,-11.19305,-18.8765,44.5692,-11.03465,-18.24823,44.40817,-10.82367,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,6.998602,25.61898,41.48775,-18.67752,44.88732,-11.19438,-18.86772,44.56462,-11.02748,-18.29135,44.37212,-10.88886,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,21.59326,25.75318,57.75485,-34.61593,44.89143,-14.12825,-34.79221,44.55672,-13.94738,-34.27964,44.31587,-13.89566,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,21.57838,25.89154,57.77217,-34.60109,44.8947,-14.12488,-34.76209,44.55474,-13.92898,-34.29224,44.28006,-13.9521,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,21.50326,26.05541,57.8474,-34.5325,44.89498,-14.09422,-34.67192,44.55545,-13.87778,-34.21728,44.27768,-13.958,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,21.37782,26.19089,57.97416,-34.41185,44.89582,-14.05663,-34.53017,44.55487,-13.82599,-34.0821,44.28858,-13.9246,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,21.2116,26.34504,58.14436,-34.24546,44.89775,-14.02126,-34.34585,44.55299,-13.78373,-33.90183,44.30253,-13.8937,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.957,26.47626,58.40379,-33.99301,44.89747,-13.96154,-34.08124,44.5512,-13.7279,-33.64301,44.30476,-13.84462,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.68622,26.6357,58.67771,-33.72956,44.89708,-13.8867,-33.81222,44.55256,-13.66228,-33.38076,44.3031,-13.77787,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.37857,26.77153,58.98628,-33.44509,44.89568,-13.769,-33.53055,44.55173,-13.55192,-33.10096,44.30257,-13.66212,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.12913,26.92749,59.26145,-33.26323,44.8935,-13.56609,-33.35088,44.54934,-13.35975,-32.92346,44.30349,-13.45801,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,19.92477,27.08223,59.57074,-33.17003,44.89138,-13.2722,-33.25471,44.5458,-13.07773,-32.83553,44.30848,-13.16159,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,19.77984,27.21941,59.88785,-33.14738,44.89,-12.95691,-33.22907,44.54345,-12.769,-32.81795,44.31384,-12.84178,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,19.70058,27.36818,60.17398,-33.17867,44.88812,-12.67276,-33.25747,44.5421,-12.48746,-32.85405,44.32064,-12.55119,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,19.66839,27.50266,60.43544,-33.24423,44.88789,-12.4197,-33.32239,44.54089,-12.23493,-32.92428,44.3259,-12.29225,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,19.64631,27.64253,60.7219,-33.32503,44.88779,-12.14488,-33.40413,44.54086,-11.95873,-33.01093,44.32915,-12.01102,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,19.60938,27.80891,61.03693,-33.39685,44.89035,-11.83839,-33.47891,44.54039,-11.64714,-33.0889,44.33398,-11.69816,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,19.53872,27.94378,61.30044,-33.41304,44.8913,-11.57571,-33.49549,44.53935,-11.38059,-33.10858,44.33775,-11.43161,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,19.44367,28.08793,61.57308,-33.4033,44.89183,-11.30325,-33.48347,44.53896,-11.1103,-33.10168,44.3404,-11.16085,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,19.32117,28.26616,61.93679,-33.3893,44.89077,-10.93982,-33.46706,44.53788,-10.75313,-33.09199,44.33813,-10.80308,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,19.23191,28.39691,62.24485,-33.38762,44.89071,-10.63178,-33.46626,44.53861,-10.44775,-33.09406,44.3361,-10.49817,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,19.15358,28.53216,62.52245,-33.38427,44.88953,-10.35422,-33.46074,44.53766,-10.17231,-33.09457,44.33649,-10.22411,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,19.0682,28.69643,62.80722,-33.37158,44.88904,-10.06975,-33.44425,44.53757,-9.889004,-33.0851,44.33811,-9.945625,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,18.9303,28.82656,63.11765,-33.30517,44.88802,-9.76742,-33.374,44.53843,-9.587661,-33.01768,44.33918,-9.649433,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,18.73995,28.9842,63.41345,-33.17182,44.88738,-9.504167,-33.23642,44.53902,-9.325159,-32.88222,44.3416,-9.391761,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,18.48633,29.14925,63.75951,-32.97565,44.88693,-9.219113,-33.03856,44.53835,-9.03934,-32.68479,44.34071,-9.111534,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,18.29284,29.28304,64.02788,-32.82482,44.88647,-8.997209,-32.88892,44.53789,-8.81811,-32.53386,44.34033,-8.893518,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,18.12874,29.44558,64.35872,-32.71912,44.88577,-8.686513,-32.784,44.53631,-8.507797,-32.42889,44.34157,-8.584099,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,18.06682,29.57984,64.63612,-32.7067,44.8856,-8.409468,-32.77023,44.53552,-8.230821,-32.41628,44.34158,-8.306755,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,17.99977,29.7431,64.97679,-32.69497,44.88544,-8.069022,-32.75648,44.53377,-7.88902,-32.40313,44.34222,-7.96772,,,,,,,-14.911,44.641,-5.3009
