PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,elapsedTime,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.02,-34.00797,43.90787,-13.27454,-35.16,43.152,-14.71,-35.16,43.152,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.5473061,-34.00801,43.90484,-13.27416,-34.34632,44.00934,-13.12615,-34.2603,44.01235,-13.06261,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.9107132,-34.00784,43.90491,-13.27413,-34.34626,44.00884,-13.12541,-34.26049,44.01274,-13.06392,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.062026,-34.00769,43.90506,-13.27424,-34.34592,44.00891,-13.12453,-34.26031,44.01295,-13.06388,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.197296,-34.00784,43.90515,-13.27463,-34.34606,44.00894,-13.12447,-34.26056,44.0129,-13.06368,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.330313,-34.00808,43.90499,-13.27448,-34.34628,44.00877,-13.12428,-34.26057,44.01283,-13.06362,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.461555,-34.00806,43.90482,-13.27417,-34.34615,44.0088,-13.1243,-34.26028,44.01267,-13.06319,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.599282,-34.00796,43.90491,-13.27432,-34.34603,44.00885,-13.12473,-34.2602,44.01255,-13.06317,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.73334,-34.00789,43.90493,-13.27412,-34.34604,44.00869,-13.12464,-34.26027,44.01223,-13.0625,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.89061,-34.00803,43.90476,-13.27413,-34.34633,44.00861,-13.1244,-34.26049,44.0122,-13.06238,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.022943,-34.00766,43.90474,-13.27369,-34.34611,44.0093,-13.12605,-34.26006,44.01239,-13.06249,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.188727,-34.00759,43.90459,-13.27374,-34.34608,44.00954,-13.12687,-34.26014,44.01239,-13.06279,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.322164,-34.00771,43.90456,-13.27359,-34.34655,44.00972,-13.12817,-34.26003,44.01208,-13.06161,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.456543,-34.00761,43.90451,-13.27327,-34.34642,44.00958,-13.12717,-34.2591,44.01175,-13.0598,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.591819,-34.00742,43.90465,-13.27371,-34.34608,44.01097,-13.13253,-34.25856,44.01184,-13.05918,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.727688,-34.00734,43.90486,-13.2737,-34.34557,44.00764,-13.12132,-34.25969,44.00957,-13.05432,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.881361,-34.00615,43.90422,-13.27324,-34.34534,44.00717,-13.12024,-34.26001,44.01237,-13.06197,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.016793,-34.00998,43.90463,-13.2745,-34.3454,44.00694,-13.12033,-34.25993,44.01225,-13.06278,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.175083,-34.00436,43.91122,-13.27752,-34.345,44.00701,-13.1193,-34.26039,44.01298,-13.06487,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.300167,-34.01383,43.91869,-13.30647,-34.34429,44.00706,-13.11842,-34.26002,44.01232,-13.06224,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.451251,-34.10115,44.1195,-13.40103,-34.3439,44.00702,-13.11775,-34.25987,44.01171,-13.06065,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.596638,-34.20135,44.3504,-13.47764,-34.34346,44.0072,-13.11681,-34.26,44.01187,-13.06082,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.74049,-34.28221,44.44405,-13.51657,-34.34298,44.00758,-13.11567,-34.26009,44.01214,-13.06091,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.907988,-34.264,44.57113,-13.54918,-34.34273,44.00809,-13.11434,-34.2605,44.01257,-13.06118,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.072462,-34.22246,44.76995,-13.58627,-34.34254,44.00874,-13.11302,-34.26112,44.01296,-13.06145,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.207304,-34.17325,44.90766,-13.6667,-34.34224,44.0093,-13.11193,-34.26171,44.01314,-13.06172,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.34087,-34.24428,45.04853,-13.8182,-34.34226,44.00987,-13.11069,-34.26245,44.01326,-13.06193,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.478486,-34.3794,45.0521,-13.94236,-34.34252,44.01049,-13.10932,-34.26346,44.01342,-13.06209,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.644993,-34.49231,44.97227,-13.95585,-34.34277,44.01124,-13.10772,-34.26474,44.01369,-13.06254,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.798856,-34.49586,44.93849,-13.85446,-34.34327,44.01199,-13.10596,-34.26616,44.0141,-13.06318,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.950313,-34.51723,44.95077,-13.76227,-35.16,43.14921,-14.71,-34.26767,44.01455,-13.06379,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,5.102307,-34.51546,44.89294,-13.68388,-35.16,43.14921,-14.71,-34.26936,44.01499,-13.06449,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,5.25639,-34.49968,44.83142,-13.66064,-35.16,43.14921,-14.71,-34.27129,44.0155,-13.06541,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,5.381514,-34.49431,44.80638,-13.64864,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,5.518708,-34.47667,44.81463,-13.62978,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,5.66778,-34.46598,44.801,-13.59897,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,5.817775,-34.45597,44.79468,-13.53725,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,5.983932,-34.43784,44.77582,-13.46103,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,6.130622,-34.40938,44.744,-13.39775,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,6.284034,-34.36168,44.7199,-13.35063,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,6.412343,-34.32827,44.71438,-13.32536,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,6.54846,-34.3093,44.71461,-13.3219,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,6.681343,-34.3012,44.71147,-13.31906,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,6.826835,-34.29887,44.71138,-13.32529,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,6.951654,-34.29211,44.71417,-13.34408,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.11569,-34.28836,44.71951,-13.36903,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.25025,-34.29378,44.7371,-13.40178,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.403812,-34.30548,44.75926,-13.45171,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.556949,-34.31701,44.78332,-13.55479,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.734164,-34.31644,44.80777,-13.70543,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.891682,-34.30648,44.83183,-13.81116,-35.16,43.14921,-14.71,-34.07285,44.35042,-13.64856,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,8.05002,-34.30385,44.84756,-13.87701,-34.37871,44.39529,-13.52571,-34.03613,44.34095,-13.75922,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,8.212299,-34.28763,44.85273,-13.86884,-34.29759,44.40438,-13.54438,-33.97977,44.33999,-13.80238,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,8.352774,-34.21615,44.8522,-13.83361,-34.17845,44.41671,-13.5387,-33.90076,44.36367,-13.79559,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,8.48775,-34.10417,44.85192,-13.79187,-34.04321,44.42686,-13.51863,-33.794,44.37844,-13.76936,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,8.661716,-33.90666,44.84921,-13.74679,-33.83428,44.43213,-13.4911,-33.59217,44.3838,-13.73657,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,8.8302,-33.62667,44.84866,-13.73367,-33.55753,44.42653,-13.48394,-33.32129,44.38588,-13.73483,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,8.992861,-33.30923,44.84654,-13.72641,-33.24259,44.42915,-13.48447,-33.00648,44.38385,-13.73892,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.161368,-32.9926,44.84494,-13.72263,-32.92513,44.4299,-13.48021,-32.6834,44.38023,-13.74567,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.321559,-32.67642,44.84437,-13.72111,-32.60814,44.43119,-13.48055,-32.36153,44.37926,-13.75464,
