PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,m_DistanceToCurrentIndicatorCube,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,m_TeleportPositionStep.x,m_TeleportPositionStep.y,m_TeleportPositionStep.z,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95837,0.02,0,-37.63636,44.02142,-14.9045,-35.16,43.152,-14.71,-35.16,43.152,-14.71,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95455,0.476446,0.007884747,-37.63496,44.02142,-14.90055,-37.42361,44.03733,-14.93683,-37.38599,44.12096,-14.68135,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95486,0.8564192,0.008521353,-37.63517,44.02124,-14.90076,-37.42335,44.03754,-14.93655,-37.3863,44.12099,-14.68174,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95498,1.013896,0.009440243,-37.63547,44.02122,-14.90064,-37.42332,44.03732,-14.93628,-37.38616,44.12084,-14.68141,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95539,1.204374,0.01003832,-37.63562,44.02101,-14.90105,-37.42365,44.03727,-14.9369,-37.38633,44.12101,-14.68169,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95569,1.35065,0.01115659,-37.63551,44.02094,-14.90158,-37.42334,44.03729,-14.93683,-37.38572,44.12086,-14.68152,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95586,1.517733,0.01237903,-37.63589,44.02113,-14.90146,-37.42374,44.03731,-14.93691,-37.38586,44.1212,-14.68132,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95521,1.678994,0.01330153,-37.63549,44.02105,-14.90093,-37.42334,44.03712,-14.93659,-37.38576,44.12092,-14.68101,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95554,1.848438,0.01416747,-37.6357,44.02107,-14.90118,-37.42374,44.03714,-14.93696,-37.38625,44.12083,-14.68166,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95557,1.988738,0.01478115,-37.63574,44.02097,-14.90119,-37.42383,44.03703,-14.93706,-37.38617,44.12089,-14.68146,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.9552,2.146509,0.01583164,-37.63529,44.02106,-14.9011,-37.42339,44.03704,-14.93699,-37.3856,44.12103,-14.68116,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95526,2.280657,0.01673688,-37.63535,44.02124,-14.90115,-37.42364,44.0372,-14.93732,-37.38577,44.12117,-14.6814,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95519,2.433967,0.01764823,-37.63544,44.02124,-14.90097,-37.42377,44.03708,-14.93721,-37.38578,44.12112,-14.68094,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95471,2.570655,0.01861841,-37.63526,44.02134,-14.90048,-37.42392,44.03713,-14.93721,-37.38638,44.1208,-14.68176,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95484,2.709994,0.01984065,-37.63535,44.0213,-14.90057,-37.42382,44.03716,-14.9371,-37.38585,44.1213,-14.68085,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95487,2.845022,0.02028657,-37.63539,44.02136,-14.90058,-37.42353,44.03722,-14.93707,-37.38543,44.12132,-14.68095,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95485,2.971023,0.02128619,-37.63532,44.02164,-14.90064,-37.42357,44.03729,-14.93698,-37.38559,44.1213,-14.68105,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95454,3.109433,0.02205175,-37.63521,44.02162,-14.90031,-37.42394,44.03727,-14.93705,-37.38568,44.12148,-14.68067,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95403,3.248659,0.02295999,-37.63461,44.02172,-14.90018,-37.42334,44.03727,-14.93698,-37.38518,44.12147,-14.68062,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95352,3.42192,0.02387343,-37.63448,44.02195,-14.89963,-37.42403,44.03716,-14.93724,-37.38577,44.12147,-14.68046,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95324,3.56392,0.02505628,-37.63439,44.02203,-14.89933,-37.42396,44.03713,-14.9373,-37.38554,44.12159,-14.68058,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95275,3.721124,0.02610037,-37.63395,44.02195,-14.89906,-37.42352,44.03707,-14.93703,-37.3849,44.12175,-14.67986,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95298,3.843693,0.02681203,-37.63416,44.022,-14.89917,-37.42389,44.03701,-14.93747,-37.38481,44.12197,-14.67949,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95317,4.004053,0.02814044,-37.63438,44.02185,-14.89922,-37.42422,44.03682,-14.93778,-37.38501,44.1218,-14.67973,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95373,4.168966,0.02903444,-37.63472,44.02177,-14.89966,-37.42422,44.03682,-14.93776,-37.3853,44.12175,-14.67986,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95392,4.315723,0.03001203,-37.63474,44.02171,-14.89991,-37.42417,44.03687,-14.93765,-37.38504,44.12183,-14.67975,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95388,4.468721,0.03081413,-37.63465,44.0216,-14.89994,-37.42396,44.03688,-14.93752,-37.3848,44.12176,-14.67957,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95449,4.606447,0.03242277,-37.63503,44.02154,-14.90041,-37.42416,44.0369,-14.93793,-37.38549,44.12152,-14.68077,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95524,4.729422,0.03326521,-37.63567,44.02143,-14.90082,-37.42432,44.03672,-14.93812,-37.38599,44.12125,-14.68127,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95473,4.863672,0.03429832,-37.63525,44.02143,-14.90052,-37.42422,44.03651,-14.93814,-37.38588,44.12098,-14.68126,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95433,4.996109,0.03503877,-37.63508,44.02131,-14.90013,-37.4246,44.03635,-14.93826,-37.38596,44.12104,-14.68094,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95477,5.130643,0.03589844,-37.63527,44.02123,-14.90054,-37.42441,44.03649,-14.93816,-37.386,44.121,-14.6813,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.95508,5.268939,0.03698759,-37.63552,44.02122,-14.90073,-37.42466,44.03647,-14.93852,-37.38548,44.12138,-14.68059,0,0,0,-28.721,44.641,-5.5209
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,19.26575,5.403656,0.1250613,-37.63527,44.05096,-14.90065,-37.42417,44.06623,-14.93811,-37.38544,44.15094,-14.68072,0,0,0,-18.831,44.641,-10.7509
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,24.67554,5.56766,0.2142051,-37.63555,44.07998,-14.90103,-37.42466,44.09535,-14.93855,-37.38594,44.18027,-14.68097,0,0,0,-14.911,44.641,-5.3009
Walk,Complexity,Walk,3,Task3,0,0.9,0.9,25.9448,5.72492,0.2737335,-37.63542,44.02121,-14.90089,-37.42429,44.03662,-14.93797,-37.3855,44.12135,-14.68057,0,0,0,-13.658,40.852,-5.5109
Walk,Complexity,Walk,4,Task4,0,0.35,0.35,19.32162,5.853804,0.3916482,-37.63517,44.02132,-14.90074,-37.42398,44.03683,-14.93791,-37.38561,44.12125,-14.68111,0,0,0,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,19.32162,5.978908,0.5103111,-37.6351,44.02155,-14.90039,-37.42431,44.03677,-14.93784,-37.38578,44.12127,-14.68076,0,0,0,-23.471,31.951,-9.703745
Walk,Plateau,Walk,5,Task5,0.5036428,0.7,0.1963572,29.20422,6.099701,0.6059051,-37.63518,44.04411,-14.90032,-37.42433,44.05933,-14.9379,-37.38596,44.14378,-14.68108,0,0,0,-13.049,28.321,-15.9911
Walk,Plateau,Walk,6,Task5,0.5036428,0.7,0.1963572,29.22353,6.224174,0.6885406,-37.63482,44.08048,-14.89978,-37.4241,44.09559,-14.93758,-37.386,44.17999,-14.68081,0,0,0,-13.049,28.321,-15.9911
Walk,Plateau,Walk,7,Task5,0.5036428,0.7,0.1963572,29.19162,6.393612,0.747704,-37.63437,44.02192,-14.89966,-37.42381,44.03701,-14.93747,-37.38573,44.1212,-14.68118,0,0,0,-13.049,28.321,-15.9911
Walk,Plateau,Walk,8,Task5,0.5036428,0.7,0.1963572,29.19176,6.521712,0.8654695,-37.6344,44.02213,-14.89939,-37.42415,44.03703,-14.9375,-37.38593,44.12139,-14.68093,0,0,0,-13.049,28.321,-15.9911
Walk,Plateau,Walk,8,Task5,0.5036428,0.7,0.1963572,29.19141,6.649076,0.9832292,-37.63404,44.022,-14.89895,-37.42379,44.03684,-14.93738,-37.38525,44.12144,-14.68033,0,0,0,-13.049,28.321,-15.9911
Walk,Plateau,Walk,9,Task5,0.5036428,0.7,0.1963572,29.19154,6.781341,1.10141,-37.63429,44.02185,-14.89907,-37.42403,44.03689,-14.93756,-37.38535,44.12151,-14.68036,0,0,0,-13.049,28.321,-15.9911
Walk,Plateau,Walk,10,Task5,0.5036428,0.7,0.1963572,29.22295,6.923354,1.160807,-37.63406,44.08056,-14.8994,-37.42393,44.09586,-14.93738,-37.38515,44.18025,-14.68015,0,0,0,-13.049,28.321,-15.9911
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,12.95297,7.052185,1.220176,-37.63402,44.02184,-14.89929,-37.42376,44.03691,-14.93714,-37.38505,44.12163,-14.6798,0,0,0,-28.721,44.641,-5.5209
Teleport,Complexity,Teleport,1,Task1,0.5036428,0.7,0.1963572,19.26387,7.193973,1.279854,-37.63453,44.08066,-14.8994,-37.42404,44.0959,-14.93741,-37.38537,44.1805,-14.68018,0,0,0,-18.831,44.641,-10.7509
Teleport,Complexity,Teleport,2,Task2,0.5036428,0.4,0.1036428,24.67356,7.370105,1.280577,-37.63413,44.0805,-14.89933,-37.42339,44.09571,-14.9368,-37.38564,44.17963,-14.68101,0,0,0,-14.911,44.641,-5.3009
Teleport,Complexity,Teleport,2,Task2,0.5036428,0.4,0.1036428,24.67351,7.4999,1.281647,-37.63408,44.08052,-14.89933,-37.42334,44.09583,-14.93673,-37.38578,44.1796,-14.68122,0,0,0,-14.911,44.641,-5.3009
Teleport,Complexity,Teleport,3,Task3,0.5036428,0.9,0.3963572,25.95052,7.636302,1.282377,-37.63436,44.08063,-14.89918,-37.4236,44.09574,-14.93687,-37.38656,44.17911,-14.68214,0,0,0,-13.658,40.852,-5.5109
