PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,elapsedTime,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.02,-33.99501,43.91409,-13.27528,-35.16,43.152,-14.71,-35.16,43.152,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.4581815,-33.99461,43.91058,-13.2734,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.6074305,-33.99418,43.91011,-13.27192,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.7371339,-33.99434,43.91009,-13.27192,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.8705246,-33.99434,43.90994,-13.27186,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.00096,-33.99455,43.91022,-13.27241,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.134221,-33.99451,43.91025,-13.2726,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.270325,-33.99447,43.91032,-13.27239,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.41139,-33.99434,43.91035,-13.27282,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.540975,-33.99431,43.91023,-13.27225,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.674195,-33.9944,43.91033,-13.27299,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.809257,-33.9946,43.9104,-13.27326,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.254471,-33.9943,43.91051,-13.27281,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
