PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,elapsedTime,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.02,-34.00821,43.9086,-13.27635,-35.16,43.152,-14.71,-35.16,43.152,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.4597758,-34.00786,43.90499,-13.27448,-34.34615,44.00809,-13.12334,-34.26051,44.01214,-13.06259,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.8001016,-34.00779,43.90501,-13.27512,-34.34572,44.00797,-13.12314,-34.2602,44.01238,-13.06351,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.9481843,-34.00819,43.90485,-13.27443,-34.34587,44.00822,-13.12314,-34.26063,44.01264,-13.06365,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.111515,-34.00769,43.90498,-13.27425,-34.34574,44.00846,-13.12381,-34.26023,44.01266,-13.06357,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.241276,-34.00814,43.9048,-13.27456,-34.34616,44.00838,-13.124,-34.26071,44.01257,-13.06369,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.375601,-34.00794,43.90481,-13.2744,-34.34606,44.00845,-13.12449,-34.26051,44.01247,-13.06386,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.512109,-34.00775,43.90476,-13.27407,-34.34589,44.00861,-13.12465,-34.26027,44.01235,-13.06338,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.675858,-34.00768,43.90474,-13.27388,-34.34604,44.0085,-13.12439,-34.2604,44.01238,-13.06271,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.811804,-34.00762,43.90493,-13.27372,-34.34613,44.00849,-13.12417,-34.26055,44.01231,-13.06277,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.945647,-34.00761,43.90488,-13.27405,-34.34579,44.00856,-13.12451,-34.26038,44.01233,-13.06281,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.091185,-34.00755,43.9049,-13.27392,-34.34578,44.00863,-13.12439,-34.26024,44.01242,-13.06263,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.237364,-34.00786,43.90473,-13.2742,-34.34615,44.0086,-13.12435,-34.26056,44.01234,-13.06299,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.373386,-34.00788,43.90489,-13.27412,-34.34607,44.00863,-13.12455,-34.26041,44.01238,-13.06288,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.512078,-34.00809,43.90503,-13.27475,-34.34613,44.00861,-13.12462,-34.26045,44.01236,-13.06309,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.640572,-34.00791,43.90509,-13.27487,-34.34609,44.00861,-13.12496,-34.26036,44.01221,-13.0631,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.795208,-34.0083,43.90528,-13.27557,-34.3462,44.00854,-13.12506,-34.26042,44.01213,-13.06294,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.952242,-34.00814,43.90548,-13.27542,-34.34599,44.00868,-13.12451,-34.26002,44.01225,-13.06223,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.119759,-34.00819,43.9053,-13.27542,-34.34605,44.00841,-13.12426,-34.26046,44.0121,-13.06259,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.253665,-34.00806,43.90531,-13.275,-34.34584,44.00847,-13.12393,-34.26016,44.01232,-13.06275,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.388514,-34.00829,43.90528,-13.2755,-34.34594,44.00833,-13.12418,-34.26043,44.01223,-13.06319,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.554558,-34.00828,43.90546,-13.27559,-34.34594,44.00841,-13.1237,-34.26037,44.01235,-13.06273,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.699348,-34.00805,43.90546,-13.27557,-34.34584,44.00825,-13.12392,-34.26024,44.01226,-13.06293,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.85695,-34.00814,43.90551,-13.27558,-34.34612,44.00824,-13.12363,-34.26041,44.01228,-13.06308,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.012483,-34.00808,43.90565,-13.27576,-34.34572,44.00837,-13.1236,-34.26027,44.01247,-13.06285,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.172834,-34.00819,43.90558,-13.27617,-34.3459,44.00821,-13.12404,-34.26041,44.01229,-13.06346,
