PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,elapsedTime,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.02,-34.0084,43.90856,-13.27618,-35.16,43.152,-14.71,-35.16,43.152,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.4724154,-34.00833,43.90549,-13.27585,-34.34632,44.00891,-13.12577,-34.26061,44.01246,-13.06354,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.8341403,-34.008,43.90503,-13.2744,-34.34629,44.00914,-13.12582,-34.26056,44.01247,-13.06325,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.9588827,-34.00794,43.90507,-13.27467,-34.3463,44.00935,-13.12575,-34.26047,44.01267,-13.0633,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.092512,-34.00797,43.90509,-13.27474,-34.34624,44.00915,-13.12585,-34.26046,44.01263,-13.06379,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.223262,-34.00804,43.90518,-13.27475,-34.34623,44.00895,-13.12564,-34.26015,44.01258,-13.06344,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.355555,-34.00797,43.90522,-13.27484,-34.34605,44.00893,-13.12555,-34.26031,44.01269,-13.06367,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.491332,-34.00806,43.9053,-13.27482,-34.34621,44.00889,-13.12502,-34.26055,44.01264,-13.06339,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.625813,-34.00786,43.90521,-13.27493,-34.34587,44.00881,-13.1249,-34.26022,44.01249,-13.06375,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.761018,-34.00784,43.9052,-13.27484,-34.34591,44.00866,-13.12452,-34.26028,44.01257,-13.06366,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.893684,-34.00807,43.90509,-13.27483,-34.34616,44.00848,-13.12424,-34.26056,44.01236,-13.06315,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.027598,-34.00793,43.90522,-13.27457,-34.34583,44.00856,-13.12378,-34.2602,44.01241,-13.06264,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.166389,-34.00804,43.90533,-13.2748,-34.34602,44.00847,-13.12374,-34.2603,44.01231,-13.06246,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.293366,-34.008,43.9053,-13.27512,-34.34587,44.00841,-13.12379,-34.26018,44.01231,-13.06254,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.427506,-34.00807,43.90541,-13.27526,-34.34602,44.00831,-13.1236,-34.2603,44.01221,-13.06254,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.563811,-34.00795,43.90535,-13.27568,-34.34581,44.00815,-13.12378,-34.26009,44.01207,-13.06262,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.697324,-34.00831,43.90551,-13.27548,-34.34609,44.00825,-13.12319,-34.26046,44.01235,-13.06257,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.832484,-34.00838,43.90559,-13.2756,-34.34607,44.00817,-13.12301,-34.26048,44.01239,-13.0627,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.969511,-34.00837,43.90549,-13.27598,-34.34604,44.00806,-13.12344,-34.26045,44.01224,-13.06306,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.098907,-34.00812,43.90536,-13.27545,-34.34595,44.00825,-13.12323,-34.26022,44.01249,-13.06282,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.232738,-34.00792,43.90543,-13.27557,-34.34579,44.00829,-13.12357,-34.26021,44.01246,-13.06322,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.366791,-34.00813,43.90534,-13.27555,-34.34596,44.00829,-13.12373,-34.26033,44.01249,-13.06348,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.501583,-34.00806,43.90525,-13.27512,-34.34602,44.0085,-13.12382,-34.26042,44.01286,-13.06357,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.635391,-34.00809,43.90499,-13.2749,-34.34611,44.00824,-13.12412,-34.26057,44.01265,-13.06429,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.771117,-34.00784,43.90495,-13.27427,-34.3458,44.00837,-13.12383,-34.2603,44.01279,-13.06435,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.9023,-34.0079,43.90483,-13.27428,-34.34616,44.00835,-13.12401,-34.26071,44.01288,-13.06448,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.036817,-34.0078,43.90486,-13.27411,-34.34603,44.00849,-13.12407,-34.26053,44.01286,-13.06425,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.171655,-34.00779,43.90476,-13.27396,-34.34597,44.00837,-13.12426,-34.26041,44.01279,-13.06443,
