PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,elapsedTime,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.173893,-30.66562,44.70308,-12.43599,-30.22741,44.04124,-11.90817,-30.78939,44.11138,-12.2141,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.30791,-30.44604,44.70229,-12.59335,-30.00873,44.04115,-12.06667,-30.57295,44.11116,-12.3723,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.444318,-30.244,44.7021,-12.77347,-29.80897,44.04113,-12.24696,-30.37447,44.11062,-12.5517,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.562183,-30.06755,44.70277,-12.95217,-29.63568,44.04087,-12.42527,-30.20475,44.11133,-12.72889,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.692278,-29.91523,44.70617,-13.13628,-29.48798,44.04095,-12.61075,-30.05874,44.11197,-12.91403,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.832512,-29.78181,44.70907,-13.40678,-29.37611,44.04089,-12.87745,-29.9432,44.10927,-13.18177,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.985447,-29.75998,44.71307,-13.70436,-29.377,44.04102,-13.15924,-29.94175,44.10635,-13.46139,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,8.119817,-29.84719,44.7043,-14.00339,-29.47208,44.04104,-13.43853,-30.03599,44.10568,-13.74068,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,8.252071,-29.88421,44.69975,-14.25487,-29.52081,44.04109,-13.69123,-30.0807,44.10446,-13.9943,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,8.384539,-29.75213,44.68219,-14.45513,-29.41872,44.04099,-13.93218,-29.97787,44.10403,-14.23559,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,8.516817,-29.54792,44.73337,-14.4355,-29.17723,44.04107,-13.99442,-29.73813,44.10417,-14.29709,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,8.644588,-29.4179,44.83538,-14.31742,-28.9707,44.04111,-13.84357,-29.53069,44.10282,-14.14451,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,8.764365,-29.42521,44.84296,-14.36044,-29.01934,44.04098,-13.79242,-29.57969,44.10188,-14.09242,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,8.887237,-29.35092,44.80043,-14.42296,-29.01962,44.04097,-13.79215,-29.57948,44.10038,-14.09146,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.018768,-29.3219,44.80051,-14.43139,-29.01939,44.04089,-13.79237,-29.57557,44.0971,-14.08978,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.150708,-29.23768,44.78037,-14.3911,-29.01923,44.0409,-13.79235,-29.56382,44.09415,-14.08988,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.292042,-29.14023,44.67505,-14.3898,-29.01922,44.04097,-13.79256,-29.53014,44.08729,-14.08705,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.434575,-29.07439,44.56114,-14.39193,-29.01964,44.04099,-13.79237,-29.45224,44.08327,-14.09496,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.562063,-28.97625,44.44915,-14.34914,-29.0195,44.04078,-13.79232,-29.36,44.08643,-14.09449,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.741611,-28.79119,44.22815,-14.26315,-29.01892,44.04048,-13.79047,-29.22634,44.10363,-14.08805,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.876742,-28.66616,44.09153,-14.21253,-29.01894,44.0415,-13.79476,-29.09792,44.09072,-14.05808,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.04376,-28.54341,43.95597,-14.18227,-29.01951,44.04187,-13.79601,-29.0935,44.10372,-14.00042,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.20639,-28.50197,43.88791,-14.19084,-29.01894,44.04065,-13.79121,-29.09977,44.13491,-13.97605,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.33953,-28.47361,43.85009,-14.18607,-29.01925,44.04105,-13.79113,-29.07893,44.134,-13.95939,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.4758,-28.44863,43.86004,-14.1842,-29.01758,44.03568,-13.78053,-29.05573,44.1223,-13.94722,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.6116,-28.4224,43.86357,-14.18776,-29.01711,44.03467,-13.78106,-29.02948,44.12092,-13.93696,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.78571,-28.43716,43.85996,-14.18863,-29.01634,44.03319,-13.78084,-28.99875,44.13121,-13.90877,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.91206,-28.43522,43.85912,-14.18578,-29.01556,44.03205,-13.78089,-28.9741,44.13446,-13.89592,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.04645,-28.43749,43.86025,-14.19273,-29.01349,44.02711,-13.75485,-28.95289,44.1314,-13.87726,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.17764,-28.43715,43.86,-14.19266,-29.01329,44.01686,-13.72278,-28.93283,44.12449,-13.84777,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.31273,-28.43727,43.86062,-14.19345,-29.0173,44.031,-13.7652,-28.92227,44.10892,-13.82025,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.44987,-28.43756,43.86054,-14.19404,-29.01696,44.03468,-13.77616,-28.92155,44.08792,-13.79905,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.58439,-28.43808,43.86012,-14.19448,-29.01345,44.02107,-13.73827,-28.92796,44.07312,-13.7766,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.73989,-28.43755,43.85926,-14.19416,-29.01091,44.00164,-13.69479,-28.92649,44.05361,-13.75991,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.87565,-28.43742,43.85905,-14.19341,-29.00891,44.0098,-13.69649,-28.91649,44.04802,-13.75275,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.0093,-28.43696,43.85902,-14.19257,-29.00985,44.01357,-13.71682,-28.92525,44.04416,-13.76277,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.13883,-28.43817,43.85746,-14.19274,-29.01229,44.04615,-13.80248,-28.93294,44.04947,-13.75022,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.27245,-28.43749,43.85808,-14.19236,-29.019,44.06899,-13.85725,-28.93728,44.0246,-13.71291,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.40938,-28.43797,43.85833,-14.19325,-29.02922,44.07359,-13.8771,-28.9207,44.01207,-13.6464,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.54868,-28.43888,43.85991,-14.19562,-29.0366,44.07741,-13.8928,-28.91351,44.00554,-13.6233,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.68233,-28.43815,43.86021,-14.19458,-29.03313,44.07931,-13.89402,-28.90995,43.99783,-13.60292,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.81457,-28.43824,43.86025,-14.19464,-29.02887,44.07891,-13.89023,-28.90744,43.99247,-13.58905,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.94447,-28.43824,43.86012,-14.19483,-29.02853,44.08292,-13.8985,-28.90585,43.9893,-13.58159,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.08843,-28.43825,43.8603,-14.19465,-29.03092,44.0807,-13.89194,-28.90471,43.98752,-13.57522,
