PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,elapsedTime,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.02,-34.00801,43.90784,-13.27467,-35.16,43.152,-14.71,-35.16,43.152,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.4557261,-34.00788,43.90523,-13.27469,-34.34619,44.00828,-13.12342,-34.26057,44.0125,-13.06308,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.7817938,-34.00816,43.90567,-13.27594,-34.34613,44.00835,-13.12379,-34.26037,44.01244,-13.06333,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.9266167,-34.00833,43.90561,-13.27617,-34.34583,44.00835,-13.12401,-34.26022,44.01249,-13.06347,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.061222,-34.00828,43.90566,-13.27587,-34.34601,44.0085,-13.12376,-34.26028,44.01251,-13.06307,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.195213,-34.00834,43.90573,-13.27586,-34.34617,44.00858,-13.12401,-34.26038,44.01256,-13.06306,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.345047,-34.00815,43.90567,-13.27607,-34.34591,44.00873,-13.12458,-34.25999,44.01244,-13.06304,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.485872,-34.00838,43.90565,-13.27587,-34.3462,44.00867,-13.12479,-34.26031,44.0125,-13.06324,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.612489,-34.00846,43.90556,-13.27605,-34.34623,44.00872,-13.12471,-34.26066,44.01259,-13.06343,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.744547,-34.00832,43.90555,-13.27565,-34.34618,44.00883,-13.12458,-34.26038,44.01287,-13.06357,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.880293,-34.00822,43.9056,-13.27554,-34.34613,44.00892,-13.12499,-34.26026,44.01278,-13.06347,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.008392,-34.00809,43.90559,-13.27548,-34.34617,44.0088,-13.12515,-34.26033,44.01251,-13.06332,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.130006,-34.00831,43.90565,-13.27579,-34.34616,44.00866,-13.12478,-34.26042,44.01226,-13.06283,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.287113,-34.00837,43.90578,-13.27623,-34.34599,44.00867,-13.1246,-34.26003,44.01217,-13.06224,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.43947,-34.00822,43.90573,-13.27597,-34.34594,44.0089,-13.1247,-34.26001,44.01242,-13.0622,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.57374,-34.00856,43.90556,-13.27619,-34.34646,44.00882,-13.1248,-34.26051,44.01233,-13.06259,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.705969,-34.00853,43.90557,-13.27579,-34.34635,44.00896,-13.12523,-34.26046,44.0124,-13.06273,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.841154,-34.0084,43.90541,-13.27594,-34.3462,44.00871,-13.12535,-34.26042,44.01222,-13.0631,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.975197,-34.00803,43.90547,-13.27544,-34.34614,44.00886,-13.12485,-34.26029,44.01246,-13.06287,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.109522,-34.00805,43.90542,-13.27536,-34.34608,44.00877,-13.12477,-34.26024,44.01263,-13.06326,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.244419,-34.00827,43.90534,-13.27556,-34.34613,44.0086,-13.12495,-34.26049,44.01241,-13.06381,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.38299,-34.008,43.90542,-13.27526,-34.34616,44.00867,-13.1246,-34.26013,44.01246,-13.06328,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.512772,-34.00817,43.90534,-13.27516,-34.34605,44.00883,-13.12467,-34.26025,44.0125,-13.06288,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.644052,-34.00819,43.9051,-13.27536,-34.34618,44.0085,-13.12483,-34.26043,44.01228,-13.06329,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.77913,-34.0079,43.90496,-13.27455,-34.34594,44.00876,-13.12468,-34.26007,44.01231,-13.06266,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.920299,-34.0078,43.90483,-13.27372,-34.34621,44.00859,-13.12441,-34.26036,44.01246,-13.06262,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.046994,-34.00759,43.90492,-13.27372,-34.34595,44.0087,-13.12434,-34.26021,44.01252,-13.06276,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.205379,-34.00772,43.90491,-13.27397,-34.3461,44.00872,-13.12425,-34.26032,44.01231,-13.06248,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.341959,-34.00774,43.90472,-13.2738,-34.34614,44.00877,-13.1243,-34.26028,44.01225,-13.06201,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.471702,-34.00783,43.90469,-13.27368,-34.34634,44.00862,-13.12449,-34.26038,44.01194,-13.06177,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.605087,-34.00779,43.9048,-13.27411,-34.34595,44.00856,-13.1244,-34.25997,44.012,-13.06195,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.737773,-34.00779,43.90494,-13.27394,-34.34603,44.00882,-13.12432,-34.26015,44.01225,-13.06203,
