PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,elapsedTime,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.02,-34.00853,43.90873,-13.27669,-35.16,43.152,-14.71,-35.16,43.152,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.4558749,-34.00822,43.90533,-13.27521,-34.34605,44.00854,-13.12422,-34.26026,44.01206,-13.0622,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.8076882,-34.00814,43.90535,-13.27509,-34.34603,44.00864,-13.12461,-34.26007,44.01217,-13.06229,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.9605865,-34.00785,43.90524,-13.275,-34.34599,44.00863,-13.12481,-34.26007,44.0121,-13.06257,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.114209,-34.00812,43.90515,-13.27485,-34.34604,44.00863,-13.12455,-34.26041,44.01222,-13.0627,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.251391,-34.00784,43.90515,-13.27451,-34.34592,44.0087,-13.12426,-34.26019,44.01253,-13.06279,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.378395,-34.00807,43.90514,-13.27497,-34.3461,44.00842,-13.12463,-34.26057,44.0124,-13.06356,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.506211,-34.008,43.90512,-13.27454,-34.34596,44.00846,-13.12387,-34.2604,44.0126,-13.06334,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.644974,-34.00807,43.90508,-13.27481,-34.34609,44.00837,-13.12397,-34.26056,44.01248,-13.0636,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.77513,-34.0078,43.90505,-13.27495,-34.34578,44.00841,-13.12414,-34.26015,44.01245,-13.06345,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.915758,-34.00784,43.90498,-13.27433,-34.34606,44.00852,-13.12392,-34.26045,44.01247,-13.06298,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.041857,-34.0078,43.90485,-13.27441,-34.34612,44.00846,-13.1245,-34.26045,44.01217,-13.063,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.18011,-34.00741,43.90495,-13.27392,-34.34576,44.00858,-13.12413,-34.26003,44.01226,-13.06252,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.309265,-34.00778,43.90497,-13.27422,-34.34588,44.00849,-13.1242,-34.26007,44.012,-13.06238,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.453444,-34.00791,43.90493,-13.27459,-34.34592,44.00837,-13.12444,-34.2601,44.01178,-13.06199,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.581218,-34.00792,43.90478,-13.27413,-34.34602,44.00843,-13.12395,-34.26014,44.01191,-13.06158,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.719473,-34.00782,43.90472,-13.27404,-34.34594,44.00835,-13.12408,-34.26011,44.01183,-13.06163,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.856285,-34.00782,43.90474,-13.27409,-34.346,44.00829,-13.12417,-34.26027,44.01172,-13.06165,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.987007,-34.00764,43.90475,-13.27378,-34.3459,44.00855,-13.12375,-34.25997,44.01193,-13.06139,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.12781,-34.00795,43.90484,-13.27424,-34.34613,44.0083,-13.12403,-34.26033,44.01182,-13.06192,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.270527,-34.00772,43.9049,-13.2739,-34.34587,44.00843,-13.12367,-34.26002,44.0121,-13.06173,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.403259,-34.00803,43.90487,-13.27425,-34.3461,44.00824,-13.12373,-34.26046,44.012,-13.0623,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.536757,-34.00798,43.90479,-13.27402,-34.34597,44.0083,-13.12345,-34.26027,44.01204,-13.06186,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.682939,-34.00785,43.90467,-13.27404,-34.34601,44.00831,-13.12399,-34.26027,44.01181,-13.06205,
