userName,cohort,trial,PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,CurrentLeverValue,CurrentTargetLeverNumber,LeverDifference,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,TeleportPositionStep.x,TeleportPositionStep.y,TeleportPositionStep.z
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.31636,Far,-28.661,44.641,-5.3419,0.02,0,-35.56953,43.53815,-16.67245,-35.16,43.152,-14.71,-35.16,43.152,-14.71,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.74709,Far,-28.661,44.641,-5.3419,0.5339357,0,-34.92077,43.90992,-16.42203,-35.32947,43.72093,-16.71515,-35.42653,43.73246,-16.68394,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.7361,Far,-28.661,44.641,-5.3419,0.8237579,0,-34.8243,44.30187,-16.48224,-35.03474,43.95089,-16.30454,-35.01001,43.96002,-16.39393,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.66133,Far,-28.661,44.641,-5.3419,0.9937462,0,-34.88841,44.40808,-16.36345,-34.90569,43.93587,-16.25238,-34.8571,43.93256,-16.34472,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.02735,Far,-28.661,44.641,-5.3419,1.169309,0.5461645,-34.93118,44.45164,-15.60378,-34.82115,43.92446,-15.70483,-34.76115,43.92042,-15.80496,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.95075,Far,-28.661,44.641,-5.3419,1.319722,0.5461683,-34.91614,44.38615,-15.52171,-34.79128,43.91702,-15.72011,-34.72713,43.9071,-15.83115,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.94554,Far,-28.661,44.641,-5.3419,1.450377,0.5461683,-34.8527,44.34576,-15.55324,-34.7662,43.90886,-15.72217,-34.69554,43.89913,-15.8435,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.93277,Far,-28.661,44.641,-5.3419,1.582291,0.5461683,-34.79708,44.32568,-15.57127,-34.73838,43.90806,-15.71303,-34.65879,43.89655,-15.84206,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.91233,Far,-28.661,44.641,-5.3419,1.713808,0.5461683,-34.73416,44.28614,-15.5837,-34.70894,43.90941,-15.69895,-34.61809,43.89542,-15.83314,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.90311,Far,-28.661,44.641,-5.3419,1.837579,0.5461683,-34.72704,44.25901,-15.57622,-34.68228,43.91355,-15.68485,-34.5797,43.89882,-15.82255,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.87772,Far,-28.661,44.641,-5.3419,2.005881,0.5461683,-34.7093,44.26227,-15.55732,-34.64711,43.919,-15.66769,-34.52831,43.90119,-15.80819,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.86133,Far,-28.661,44.641,-5.3419,2.18124,0.5461683,-34.69273,44.26614,-15.54822,-34.61755,43.92237,-15.65739,-34.48689,43.90276,-15.80565,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.8595,Far,-28.661,44.641,-5.3419,2.353548,0.5461683,-34.68404,44.26916,-15.55133,-34.58263,43.91683,-15.66707,-34.45183,43.9022,-15.82889,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.84703,Far,-28.661,44.641,-5.3419,2.518929,0.5461683,-34.66721,44.26479,-15.5466,-34.56065,43.90063,-15.66725,-34.4244,43.9009,-15.83948,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.84162,Far,-28.661,44.641,-5.3419,2.679962,0.5461683,-34.65863,44.25632,-15.54506,-34.54673,43.87089,-15.64056,-34.38957,43.89196,-15.81909,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.84237,Far,-28.661,44.641,-5.3419,2.832498,0.5461683,-34.65773,44.25358,-15.54636,-34.5427,43.8649,-15.63612,-34.36436,43.89286,-15.81139,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.84486,Far,-28.661,44.641,-5.3419,2.992912,0.5461683,-34.6584,44.25127,-15.54876,-34.52896,43.85498,-15.62519,-34.51664,43.88195,-15.72924,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.84624,Far,-28.661,44.641,-5.3419,3.156218,0.5461683,-34.66018,44.25092,-15.5493,-34.50603,43.8349,-15.59657,-34.53502,43.88099,-15.76716,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.84756,Far,-28.661,44.641,-5.3419,3.31293,0.5461683,-34.66232,44.25155,-15.54959,-34.50005,43.80658,-15.57702,-34.55981,43.86276,-15.806,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.8469,Far,-28.661,44.641,-5.3419,3.473627,0.5461683,-34.662,44.24968,-15.54895,-34.55585,43.78783,-15.58852,-34.57752,43.86357,-15.81356,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.7246,Far,-28.661,44.641,-5.3419,3.638887,0.6668819,-34.59682,44.2453,-15.44515,-34.53247,43.78328,-15.52105,-34.52322,43.88472,-15.70717,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.56324,Far,-28.661,44.641,-5.3419,3.79863,0.896822,-34.38095,44.24297,-15.38343,-34.30052,43.77404,-15.47444,-34.31522,43.89768,-15.63787,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.42192,Far,-28.661,44.641,-5.3419,3.969795,1.263743,-34.01424,44.2431,-15.4238,-33.92821,43.7726,-15.53102,-33.95396,43.89879,-15.67887,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.29946,Far,-28.661,44.641,-5.3419,4.131798,1.67061,-33.61179,44.24325,-15.49125,-33.52222,43.77585,-15.59475,-33.55792,43.89692,-15.74866,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.19326,Far,-28.661,44.641,-5.3419,4.301874,2.081566,-33.20578,44.24116,-15.56317,-33.11891,43.77698,-15.67533,-33.15704,43.89635,-15.82428,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.11006,Far,-28.661,44.641,-5.3419,4.472074,2.471965,-32.82168,44.2415,-15.63571,-32.74695,43.77713,-15.75615,-32.77781,43.89836,-15.89672,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.04862,Far,-28.661,44.641,-5.3419,4.633807,2.872347,-32.42823,44.24155,-15.72074,-32.35072,43.77662,-15.83456,-32.39,43.8988,-15.97846,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.97649,Far,-28.661,44.641,-5.3419,4.781221,3.251835,-32.05283,44.24216,-15.77357,-31.97484,43.77726,-15.88057,-32.01546,43.89675,-16.02933,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.86843,Far,-28.661,44.641,-5.3419,4.933771,3.608721,-31.69039,44.2408,-15.77192,-31.61254,43.77943,-15.87713,-31.66065,43.89262,-16.03425,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.7709,Far,-28.661,44.641,-5.3419,5.107324,3.973777,-31.31169,44.23906,-15.7738,-31.25052,43.7785,-15.87985,-31.2901,43.89142,-16.03569,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.68324,Far,-28.661,44.641,-5.3419,5.253442,4.343425,-30.9219,44.23379,-15.77522,-30.87459,43.78148,-15.8756,-30.91233,43.88597,-16.03739,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.60911,Far,-28.661,44.641,-5.3419,5.408481,4.707371,-30.54008,44.22998,-15.77518,-30.50568,43.78422,-15.87423,-30.54444,43.88239,-16.04223,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.54872,Far,-28.661,44.641,-5.3419,5.572827,5.090283,-30.14575,44.22694,-15.7774,-30.11806,43.78655,-15.87487,-30.16508,43.88223,-16.04972,0,0,0
