userName,cohort,trial,PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,CurrentLeverValue,CurrentTargetLeverNumber,LeverDifference,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,TeleportPositionStep.x,TeleportPositionStep.y,TeleportPositionStep.z
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.32157,Far,-28.661,44.641,-5.3419,0.02,0,-35.53114,43.53742,-16.70181,-35.16,43.152,-14.71,-35.16,43.152,-14.71,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.32082,Far,-28.661,44.641,-5.3419,0.4873303,0,-35.53155,43.539,-16.70084,-35.45181,43.57427,-16.85043,-35.56551,43.54861,-16.8885,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.32028,Far,-28.661,44.641,-5.3419,0.7996495,0,-35.53201,43.53944,-16.69996,-35.45179,43.57433,-16.85038,-35.5659,43.54898,-16.88742,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.32036,Far,-28.661,44.641,-5.3419,0.9142368,0,-35.53165,43.53939,-16.70028,-35.45145,43.57441,-16.85007,-35.56591,43.5495,-16.88692,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.32023,Far,-28.661,44.641,-5.3419,1.036621,0,-35.53178,43.53942,-16.70005,-35.45178,43.57409,-16.85036,-35.56607,43.54939,-16.88657,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.3202,Far,-28.661,44.641,-5.3419,1.15751,0,-35.53181,43.53939,-16.69998,-35.45213,43.57408,-16.85086,-35.56614,43.5495,-16.88614,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.32048,Far,-28.661,44.641,-5.3419,1.278557,0,-35.53175,43.53941,-16.70036,-35.45216,43.57427,-16.85092,-35.56637,43.54991,-16.88591,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.32051,Far,-28.661,44.641,-5.3419,1.396023,0,-35.53154,43.53928,-16.70051,-35.45104,43.57429,-16.85034,-35.5668,43.55004,-16.88408,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.3204,Far,-28.661,44.641,-5.3419,1.511411,0,-35.53187,43.53943,-16.70019,-35.45177,43.57443,-16.8501,-35.56718,43.55014,-16.88358,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.32032,Far,-28.661,44.641,-5.3419,1.628932,0,-35.53176,43.53929,-16.70015,-35.45155,43.57465,-16.84984,-35.56694,43.55024,-16.88405,0,0,0
