userName,cohort,trial,PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,CurrentLeverValue,CurrentTargetLeverNumber,LeverDifference,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,TeleportPositionStep.x,TeleportPositionStep.y,TeleportPositionStep.z
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.19613,Far,-28.661,44.641,-5.3419,0.02,0,-35.41801,43.69887,-16.6376,-35.16,43.152,-14.71,-35.16,43.152,-14.71,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.56053,Far,-28.661,44.641,-5.3419,0.4698455,0,-35.36662,44.77965,-15.9618,-35.05568,44.33511,-16.11649,-35.02742,44.3111,-16.15713,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.22986,Far,-28.661,44.641,-5.3419,0.7833992,0.2545881,-35.22877,44.66273,-15.65856,-35.04113,44.32084,-15.84174,-35.0209,44.27962,-15.88492,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.24393,Far,-28.661,44.641,-5.3419,0.93955,0.2545881,-35.23275,44.66092,-15.67271,-35.03917,44.29256,-15.82692,-35.02676,44.24714,-15.87532,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.25296,Far,-28.661,44.641,-5.3419,1.085659,0.2545919,-35.23548,44.65683,-15.68168,-35.05489,44.25515,-15.81252,-35.03375,44.20614,-15.85474,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.25743,Far,-28.661,44.641,-5.3419,1.228273,0.2545919,-35.23825,44.64647,-15.68523,-35.05555,44.22849,-15.76758,-35.01981,44.18535,-15.80262,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.25961,Far,-28.661,44.641,-5.3419,1.382026,0.2545919,-35.24305,44.63454,-15.68476,-35.05247,44.21502,-15.70896,-35.01138,44.18213,-15.74424,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.25863,Far,-28.661,44.641,-5.3419,1.535171,0.2545919,-35.2639,44.6274,-15.67029,-35.05288,44.21856,-15.6147,-35.00705,44.20282,-15.66332,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.24668,Far,-28.661,44.641,-5.3419,1.675746,0.2545919,-35.28923,44.62553,-15.63984,-35.07312,44.22875,-15.51762,-35.00957,44.24386,-15.61975,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.21854,Far,-28.661,44.641,-5.3419,1.837144,0.2545919,-35.32201,44.62544,-15.58511,-35.11833,44.24679,-15.39821,-35.00949,44.20389,-15.62312,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.19302,Far,-28.661,44.641,-5.3419,1.971745,0.2545919,-35.35264,44.63218,-15.53463,-35.1748,44.26138,-15.31704,-35.03954,44.09657,-15.5973,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.16406,Far,-28.661,44.641,-5.3419,2.137707,0.2545919,-35.39321,44.65668,-15.47311,-35.25909,44.25677,-15.24299,-35.11843,44.06571,-15.50192,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.14789,Far,-28.661,44.641,-5.3419,2.273465,0.2545919,-35.41534,44.65292,-15.43893,-35.30799,44.23758,-15.21805,-35.16794,44.05817,-15.42535,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.13954,Far,-28.661,44.641,-5.3419,2.405696,0.2545919,-35.42491,44.65677,-15.42246,-35.35085,44.22393,-15.20791,-35.20109,44.08113,-15.36658,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.92438,Far,-28.661,44.641,-5.3419,2.579703,0.4782186,-35.26089,44.65509,-15.27327,-35.2207,44.21625,-15.0548,-35.05182,44.10986,-15.1862,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.54519,Far,-28.661,44.641,-5.3419,2.732708,0.8683739,-34.98616,44.65294,-15.00025,-34.95398,44.21613,-14.78166,-34.7701,44.11886,-14.90067,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.11627,Far,-28.661,44.641,-5.3419,2.909629,1.307145,-34.69514,44.65465,-14.67787,-34.64954,44.21326,-14.46486,-34.46236,44.12809,-14.58025,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.70245,Far,-28.661,44.641,-5.3419,3.064494,1.726013,-34.42705,44.65448,-14.35827,-34.36819,44.21741,-14.15713,-34.18647,44.12517,-14.26991,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.40253,Far,-28.661,44.641,-5.3419,3.201367,2.025388,-34.26452,44.65476,-14.1062,-34.19817,44.21771,-13.91537,-34.02306,44.12347,-14.02648,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.07577,Far,-28.661,44.641,-5.3419,3.359196,2.353129,-34.12429,44.65443,-13.80792,-34.05509,44.21503,-13.62763,-33.88432,44.11946,-13.73531,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.785386,Far,-28.661,44.641,-5.3419,3.497563,2.648343,-34.02093,44.65329,-13.52877,-33.95192,44.21242,-13.35685,-33.78356,44.11715,-13.45871,0,0,0
