PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,elapsedTime,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.02,-34.00813,43.90779,-13.27459,-35.16,43.152,-14.71,-35.16,43.152,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.4785511,-34.00793,43.90486,-13.27441,-34.3561,44.0104,-13.17545,-34.26047,44.01245,-13.06308,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.7774673,-34.00779,43.90519,-13.27437,-34.35612,44.01042,-13.17555,-34.26057,44.01283,-13.06428,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.9196076,-34.00801,43.90518,-13.27491,-34.35619,44.01045,-13.17589,-34.26056,44.01274,-13.06435,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.048659,-34.00809,43.90524,-13.27505,-34.35614,44.01051,-13.17584,-34.26053,44.01271,-13.06419,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.183857,-34.00813,43.90527,-13.2754,-34.35621,44.01045,-13.17617,-34.26059,44.01269,-13.06456,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.326797,-34.00846,43.90533,-13.27555,-34.3563,44.01054,-13.17622,-34.26081,44.01272,-13.06444,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.455577,-34.00834,43.90532,-13.27551,-34.35623,44.01057,-13.1763,-34.26079,44.01269,-13.06433,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.583834,-34.00807,43.90529,-13.27553,-34.35597,44.01052,-13.17617,-34.2604,44.01271,-13.06444,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.7215,-34.00827,43.90531,-13.27529,-34.35629,44.01066,-13.17597,-34.2608,44.01273,-13.0641,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.854967,-34.00801,43.90526,-13.27491,-34.35609,44.0108,-13.1762,-34.26052,44.01288,-13.06428,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.985729,-34.00795,43.90514,-13.27512,-34.35596,44.01064,-13.17683,-34.26035,44.01265,-13.06463,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.127276,-34.00819,43.90512,-13.27497,-34.35629,44.01044,-13.1761,-34.26073,44.01267,-13.06466,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.278571,-34.00784,43.90519,-13.27459,-34.35585,44.01044,-13.17546,-34.26022,44.01278,-13.06395,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.417859,-34.00807,43.90523,-13.27485,-34.35617,44.01038,-13.17533,-34.26061,44.0127,-13.06411,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.548337,-34.008,43.90552,-13.27521,-34.3559,44.01035,-13.1752,-34.26029,44.0128,-13.06412,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.711367,-34.00802,43.9056,-13.27586,-34.35595,44.01028,-13.17506,-34.26038,44.01279,-13.06413,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.848609,-34.00824,43.90549,-13.27612,-34.35605,44.01017,-13.17532,-34.26059,44.01264,-13.06458,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.981793,-34.00814,43.90561,-13.27562,-34.35608,44.01039,-13.175,-34.26056,44.01293,-13.06414,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.1483,-34.00836,43.90556,-13.27612,-34.35616,44.01013,-13.17544,-34.26076,44.01279,-13.0649,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.282022,-34.00831,43.90567,-13.27612,-34.35591,44.01034,-13.17536,-34.26046,44.01296,-13.0648,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.405942,-34.00823,43.90564,-13.27612,-34.35599,44.01033,-13.17514,-34.26053,44.01305,-13.06517,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.539061,-34.00824,43.90567,-13.27588,-34.35613,44.01027,-13.17542,-34.26057,44.01302,-13.065,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.671943,-34.00838,43.90562,-13.27597,-34.35618,44.0102,-13.17572,-34.26064,44.01294,-13.06541,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.807558,-34.00831,43.90557,-13.27621,-34.35592,44.01028,-13.17534,-34.26051,44.01302,-13.06505,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.941007,-34.00795,43.9055,-13.27563,-34.35593,44.01036,-13.17524,-34.26041,44.01287,-13.06446,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.075621,-34.00813,43.90555,-13.2756,-34.35602,44.01022,-13.17506,-34.26052,44.01278,-13.06427,
