PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,m_DistanceToCurrentIndicatorCube,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,m_TeleportPositionStep.x,m_TeleportPositionStep.y,m_TeleportPositionStep.z,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.139871,0.02,0,-33.2628,43.91546,-13.41918,-35.16,43.152,-14.71,-35.16,43.152,-14.71,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.139415,0.4666101,0.003533395,-33.26224,43.91264,-13.41872,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.139956,0.6076914,0.004324228,-33.26255,43.9127,-13.41917,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.139877,0.7771479,0.004703365,-33.26257,43.91262,-13.41906,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,0,0,0,-28.721,44.641,-5.5209
Walk,Complexity,Walk,2,Task2,0,0.4,0.4,20.07814,0.9674499,0.06388102,-33.26264,43.97128,-13.41881,-35.16,43.208,-14.71,-35.16,43.208,-14.71,0,0,0,-14.911,44.641,-5.3009
Walk,Complexity,Walk,3,Task3,0,0.9,0.9,21.35978,1.140887,0.2402933,-33.26249,43.91259,-13.41892,-35.16,43.14922,-14.71,-35.16,43.14922,-14.71,0,0,0,-13.658,40.852,-5.5109
Walk,Complexity,Walk,4,Task4,0,0.35,0.35,15.89825,1.310544,0.3581555,-33.26233,43.91275,-13.4187,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,0,0,0,-23.471,31.951,-9.703745
Walk,Plateau,Walk,5,Task5,0,0.7,0.7,25.65738,1.499407,0.4756866,-33.26253,43.9126,-13.41886,-35.16,43.14922,-14.71,-35.16,43.14922,-14.71,0,0,0,-13.049,28.321,-15.9911
Walk,Plateau,Walk,6,Task5,0.5036428,0.7,0.1963572,25.65735,1.677361,0.5936635,-33.26234,43.91275,-13.41863,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,0,0,0,-13.049,28.321,-15.9911
Walk,Plateau,Walk,6,Task5,0.5036428,0.7,0.1963572,25.65754,1.826741,0.7118545,-33.26262,43.91279,-13.41914,-35.16,43.14922,-14.71,-35.16,43.14922,-14.71,0,0,0,-13.049,28.321,-15.9911
Walk,Plateau,Walk,7,Task5,0.5036428,0.7,0.1963572,25.6617,1.964308,0.8229902,-33.26269,43.91955,-13.41922,-35.16,43.15588,-14.71,-35.16,43.15588,-14.71,0,0,0,-13.049,28.321,-15.9911
Walk,Plateau,Walk,8,Task5,0.5036428,0.7,0.1963572,25.69336,2.109889,0.8888176,-33.26266,43.97164,-13.41937,-35.16,43.208,-14.71,-35.16,43.208,-14.71,0,0,0,-13.049,28.321,-15.9911
Walk,Plateau,Walk,9,Task5,0.5036428,0.7,0.1963572,25.65767,2.262105,0.9483079,-33.26265,43.91301,-13.41942,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,0,0,0,-13.049,28.321,-15.9911
Walk,Plateau,Walk,10,Task5,0.5036428,0.7,0.1963572,25.6578,2.429427,1.066309,-33.26273,43.91312,-13.41946,-35.16,43.14922,-14.71,-35.16,43.14922,-14.71,0,0,0,-13.049,28.321,-15.9911
Walk,Plateau,Walk,10,Task5,0.5036428,0.7,0.1963572,25.65763,2.568982,1.184171,-33.26257,43.91311,-13.41981,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,0,0,0,-13.049,28.321,-15.9911
Walk,Plateau,Walk,10,Task5,0.5036428,0.7,0.1963572,25.65786,2.719998,1.185152,-33.26278,43.91325,-13.42,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,0,0,0,-13.049,28.321,-15.9911
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,9.136108,2.900216,1.24455,-33.26263,43.97208,-13.41993,-35.16,43.208,-14.71,-35.16,43.208,-14.71,0,0,0,-28.721,44.641,-5.5209
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,9.136199,3.068214,1.245429,-33.26265,43.97224,-13.42004,-35.16,43.208,-14.71,-35.16,43.208,-14.71,0,0,0,-28.721,44.641,-5.5209
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,9.136347,3.215301,1.246478,-33.26262,43.97221,-13.42022,-35.16,43.208,-14.71,-35.16,43.208,-14.71,0,0,0,-28.721,44.641,-5.5209
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,9.136554,3.373425,1.247568,-33.26302,43.97208,-13.42022,-35.16,43.208,-14.71,-35.16,43.208,-14.71,0,0,0,-28.721,44.641,-5.5209
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,9.136046,3.521818,1.248423,-33.26264,43.97224,-13.41986,-35.16,43.208,-14.71,-35.16,43.208,-14.71,0,0,0,-28.721,44.641,-5.5209
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,9.136384,3.65655,1.249187,-33.26306,43.97216,-13.42001,-35.16,43.208,-14.71,-35.16,43.208,-14.71,0,0,0,-28.721,44.641,-5.5209
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,9.136468,3.789819,1.250274,-33.26291,43.97219,-13.42019,-35.16,43.208,-14.71,-35.16,43.208,-14.71,0,0,0,-28.721,44.641,-5.5209
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,9.136613,3.921402,1.250886,-33.26296,43.9719,-13.42031,-35.16,43.208,-14.71,-35.16,43.208,-14.71,0,0,0,-28.721,44.641,-5.5209
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,9.13592,4.05788,1.251852,-33.26257,43.9719,-13.41973,-35.16,43.208,-14.71,-35.16,43.208,-14.71,0,0,0,-28.721,44.641,-5.5209
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,9.135675,4.223979,1.252607,-33.26264,43.97176,-13.41939,-35.16,43.208,-14.71,-35.16,43.208,-14.71,0,0,0,-28.721,44.641,-5.5209
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,9.13529,4.389189,1.253668,-33.2625,43.97171,-13.41902,-35.16,43.208,-14.71,-35.16,43.208,-14.71,0,0,0,-28.721,44.641,-5.5209
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,9.135488,4.528015,1.25476,-33.2627,43.97152,-13.41912,-35.16,43.208,-14.71,-35.16,43.208,-14.71,0,0,0,-28.721,44.641,-5.5209
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,9.134981,4.70289,1.255489,-33.26221,43.97152,-13.41882,-35.16,43.208,-14.71,-35.16,43.208,-14.71,0,0,0,-28.721,44.641,-5.5209
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,9.134852,4.884267,1.256355,-33.26241,43.97147,-13.41855,-35.16,43.208,-14.71,-35.16,43.208,-14.71,0,0,0,-28.721,44.641,-5.5209
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,9.134651,5.067167,1.257091,-33.26227,43.9713,-13.41838,-35.16,43.208,-14.71,-35.16,43.208,-14.71,0,0,0,-28.721,44.641,-5.5209
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,9.134804,5.214453,1.257943,-33.26248,43.97148,-13.41845,-35.16,43.208,-14.71,-35.16,43.208,-14.71,0,0,0,-28.721,44.641,-5.5209
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,9.134982,5.35176,1.258714,-33.26261,43.97153,-13.41859,-35.16,43.208,-14.71,-35.16,43.208,-14.71,0,0,0,-28.721,44.641,-5.5209
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,9.134534,5.486437,1.259666,-33.26196,43.97163,-13.41845,-35.16,43.208,-14.71,-35.16,43.208,-14.71,0,0,0,-28.721,44.641,-5.5209
