userName,cohort,trial,PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,CurrentLeverValue,CurrentTargetLeverNumber,LeverDifference,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,TeleportPositionStep.x,TeleportPositionStep.y,TeleportPositionStep.z
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.30463,Far,-28.661,44.641,-5.3419,0.02,0,-35.53037,43.54053,-16.68271,-35.16,43.152,-14.71,-35.16,43.152,-14.71,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.77974,Far,-28.661,44.641,-5.3419,0.5355239,0,-34.9747,43.88298,-16.42723,-35.26463,43.87994,-16.57458,-35.32295,43.84953,-16.63914,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.77095,Far,-28.661,44.641,-5.3419,0.8294367,0,-34.89865,44.29785,-16.48062,-34.99841,43.94828,-16.27129,-35.0022,43.9516,-16.33569,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.70026,Far,-28.661,44.641,-5.3419,0.9538417,0,-34.96513,44.39461,-16.36432,-34.91852,43.94437,-16.24323,-34.88608,43.93396,-16.3196,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.1274,Far,-28.661,44.641,-5.3419,1.088824,0.5350876,-35.01665,44.4332,-15.66839,-34.86564,43.94624,-15.69683,-34.82804,43.93924,-15.77204,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.0208,Far,-28.661,44.641,-5.3419,1.217337,0.5378799,-35.01575,44.37896,-15.5423,-34.83038,43.93806,-15.69603,-34.79219,43.93347,-15.77052,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.99254,Far,-28.661,44.641,-5.3419,1.338806,0.5378799,-34.98354,44.33488,-15.52782,-34.80182,43.93309,-15.69796,-34.76175,43.92557,-15.77093,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.97782,Far,-28.661,44.641,-5.3419,1.512883,0.5378799,-34.87587,44.33666,-15.57669,-34.75865,43.93743,-15.68395,-34.71795,43.92571,-15.7585,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.93954,Far,-28.661,44.641,-5.3419,1.681673,0.5378799,-34.78071,44.29463,-15.58797,-34.71286,43.94374,-15.65952,-34.67142,43.92824,-15.73476,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.91081,Far,-28.661,44.641,-5.3419,1.831029,0.5378799,-34.75295,44.28251,-15.57063,-34.67785,43.94639,-15.63855,-34.63376,43.92424,-15.71175,0,0,0
