elapsedTime,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z
22.35347,-18.87514,44.85469,-11.24922,-18.92166,44.42118,-11.06749,-18.5439,44.50478,-10.90683,
22.48792,-18.87565,44.85471,-11.25038,-18.92256,44.42128,-11.06787,-18.54533,44.5172,-10.90766,
22.62124,-18.87615,44.8545,-11.25092,-18.92073,44.4207,-11.06943,-18.549,44.53753,-10.90854,
22.73564,-18.87644,44.85436,-11.25146,-18.91944,44.41994,-11.07009,-18.55319,44.55169,-10.90962,
22.86737,-18.87707,44.85476,-11.2525,-18.91887,44.42057,-11.07039,-18.55513,44.55608,-10.9095,
22.98964,-18.87727,44.85502,-11.25252,-18.91836,44.42043,-11.06995,-18.55401,44.55234,-10.90837,
23.12452,-18.87657,44.85452,-11.25105,-18.91766,44.4194,-11.07026,-18.54787,44.53788,-10.90616,
23.26089,-18.87445,44.8533,-11.24834,-18.91789,44.41708,-11.06994,-18.54004,44.50203,-10.89955,
23.39342,-18.87036,44.85107,-11.24498,-18.91984,44.41526,-11.06936,-18.53383,44.44811,-10.89215,
23.53758,-18.86466,44.84916,-11.24009,-18.92379,44.41225,-11.06788,-18.53072,44.38866,-10.88555,
23.67154,-18.86008,44.84618,-11.23415,-18.92575,44.40847,-11.06671,-18.52982,44.34272,-10.88109,
23.80485,-18.857,44.84338,-11.22788,-18.92925,44.40576,-11.06688,-18.52596,44.30568,-10.88042,
23.92804,-18.85548,44.84195,-11.2247,-18.93338,44.40335,-11.0673,-18.52569,44.27595,-10.88255,
24.06287,-18.85397,44.84096,-11.22172,-18.93656,44.40273,-11.06511,-18.52753,44.25251,-10.88503,
24.1957,-18.85303,44.84012,-11.21924,-18.93661,44.40269,-11.06391,-18.52954,44.24985,-10.88411,
24.33243,-18.85676,44.84276,-11.22147,-18.93613,44.40495,-11.06254,-18.52837,44.29678,-10.87648,
24.46409,-18.8645,44.84807,-11.22772,-18.93173,44.41016,-11.06125,-18.52781,44.3864,-10.86937,
24.59155,-18.87263,44.85252,-11.2342,-18.92854,44.41572,-11.06001,-18.53537,44.47685,-10.87454,
24.72126,-18.88156,44.856,-11.24049,-18.92899,44.42011,-11.05822,-18.5492,44.55178,-10.88848,
24.84463,-18.89045,44.85844,-11.24479,-18.93141,44.42524,-11.0561,-18.56798,44.60349,-10.90399,
24.96791,-18.89971,44.86054,-11.24885,-18.93288,44.42939,-11.05408,-18.58597,44.62893,-10.91474,
25.1019,-18.90977,44.86302,-11.2507,-18.9299,44.43351,-11.04827,-18.59489,44.64032,-10.92859,
25.23643,-18.92158,44.8644,-11.24224,-18.91116,44.43124,-11.03238,-18.58949,44.61287,-10.97944,
25.38504,-18.93138,44.85741,-11.21466,-18.87595,44.41471,-11.02294,-18.63146,44.49581,-11.04262,
25.51578,-18.93058,44.85002,-11.19699,-18.83728,44.39487,-11.04283,-18.674,44.41874,-11.10422,
25.649,-18.92247,44.84607,-11.19967,-18.807,44.38853,-11.08569,-18.69609,44.40434,-11.14995,
25.78224,-18.90919,44.84528,-11.22099,-18.79113,44.38364,-11.1218,-18.69424,44.40098,-11.1694,
25.90693,-18.89516,44.847,-11.2512,-18.7885,44.39483,-11.13516,-18.69132,44.40417,-11.17771,
26.0412,-18.87614,44.85,-11.29089,-18.79353,44.39616,-11.14063,-18.69319,44.40071,-11.17978,
26.17449,-18.85316,44.84741,-11.33957,-18.80991,44.39688,-11.15147,-18.70778,44.39465,-11.18642,
26.30734,-18.84072,44.83944,-11.39044,-18.82217,44.40162,-11.17322,-18.71926,44.39373,-11.20436,
26.44179,-18.83456,44.83409,-11.43353,-18.83516,44.41047,-11.19641,-18.72823,44.39933,-11.22757,
26.56434,-18.83012,44.8313,-11.46207,-18.84762,44.41443,-11.21326,-18.73773,44.40264,-11.24282,
26.67774,-18.80653,44.85889,-11.47646,-18.85633,44.41642,-11.22025,-18.7444,44.40136,-11.24847,
26.79841,-18.76913,44.91759,-11.51024,-18.87064,44.42142,-11.22047,-18.75169,44.40708,-11.24958,
26.91118,-18.72692,44.97595,-11.56853,-18.88674,44.41964,-11.21664,-18.7663,44.40711,-11.2408,
27.03559,-18.65114,44.99887,-11.63286,-18.90389,44.41053,-11.20549,-18.79155,44.39785,-11.21965,
27.16855,-18.56206,44.96089,-11.63131,-18.91879,44.40007,-11.18826,-18.80701,44.38382,-11.19718,
27.291,-18.52006,44.90367,-11.54745,-18.92603,44.39078,-11.16766,-18.81398,44.37233,-11.17541,
27.41158,-18.52896,44.85686,-11.42248,-18.92083,44.38058,-11.14137,-18.80883,44.35985,-11.15081,
27.53608,-18.55166,44.86609,-11.294,-18.91049,44.3699,-11.10683,-18.79919,44.3525,-11.11579,
27.65717,-18.55187,44.95103,-11.20581,-18.89882,44.36551,-11.07084,-18.78904,44.35181,-11.07831,
27.78332,-18.51548,45.04515,-11.17123,-18.88852,44.36663,-11.04341,-18.77892,44.36032,-11.05053,
27.91597,-18.46626,45.07675,-11.16632,-18.86119,44.36272,-11.02189,-18.75614,44.35418,-11.029,
28.04977,-18.41899,45.05772,-11.15372,-18.81115,44.35515,-11.003,-18.70516,44.35062,-11.01701,
28.18517,-18.36465,45.0214,-11.12166,-18.75169,44.34914,-10.98959,-18.64589,44.34265,-11.006,
28.31901,-18.27423,44.97162,-11.06479,-18.65272,44.33454,-10.98016,-18.55238,44.32404,-10.99587,
28.45259,-18.12496,44.8687,-11.0105,-18.50112,44.31218,-10.96421,-18.39964,44.30067,-10.98794,
28.58601,-17.95911,44.69308,-10.9786,-18.3196,44.27594,-10.93101,-18.21903,44.28443,-10.95273,
28.70831,-17.84307,44.5107,-10.95636,-18.17201,44.2523,-10.87726,-18.07162,44.26339,-10.88879,
28.84262,-17.79424,44.33987,-10.93289,-18.04779,44.21885,-10.81233,-17.94865,44.22657,-10.81559,
28.97671,-17.78518,44.2225,-10.90634,-17.96925,44.16331,-10.76143,-17.87249,44.16493,-10.75743,
29.10023,-17.76989,44.15147,-10.88031,-17.93353,44.11764,-10.7259,-17.83475,44.10773,-10.71869,
29.22379,-17.75523,44.11209,-10.8568,-17.92046,44.08519,-10.70364,-17.82323,44.07478,-10.68926,
29.3567,-17.74704,44.08482,-10.83858,-17.91416,44.06569,-10.68843,-17.81574,44.04988,-10.67122,
29.49014,-17.74358,44.06926,-10.82294,-17.91188,44.05271,-10.68086,-17.81126,44.03737,-10.66136,
29.62572,-17.74098,44.05781,-10.80825,-17.90598,44.04535,-10.67517,-17.80486,44.03949,-10.66189,
29.76156,-17.73375,44.05682,-10.79403,-17.89985,44.03893,-10.67049,-17.80356,44.04277,-10.66258,
29.89256,-17.72585,44.05405,-10.7799,-17.89451,44.03504,-10.66898,-17.80404,44.04624,-10.66556,
30.00748,-17.7135,44.05327,-10.75619,-17.88649,44.0315,-10.67091,-17.80455,44.04865,-10.67095,
30.1388,-17.70269,44.05296,-10.73079,-17.88726,44.03083,-10.67196,-17.80647,44.0521,-10.67675,
30.26303,-17.69323,44.05478,-10.7262,-17.89149,44.03074,-10.67205,-17.81061,44.0555,-10.68194,
30.38687,-17.68821,44.05281,-10.73152,-17.89256,44.03167,-10.67313,-17.81719,44.06361,-10.68442,
30.50732,-17.68964,44.04082,-10.74427,-17.90845,44.02398,-10.66661,-17.82255,44.07378,-10.68827,
30.62641,-17.68799,44.02307,-10.75556,-17.91779,44.01408,-10.67126,-17.82942,44.08418,-10.69174,
30.73847,-17.68407,44.02357,-10.75566,-17.92075,44.00489,-10.66695,-17.83649,44.09401,-10.6942,
30.86091,-17.67105,44.02628,-10.7523,-17.92204,43.99525,-10.66392,-17.84498,44.10519,-10.69706,
30.97306,-17.66141,44.02802,-10.7487,-18.40371,43.14828,-11.21458,-17.85298,44.11572,-10.69948,
31.08487,-17.6484,44.03101,-10.744,-18.40371,43.14828,-11.21458,-17.86132,44.12648,-10.70181,
31.19569,-17.63913,44.03304,-10.74135,-18.40371,43.14828,-11.21458,-17.87186,44.13613,-10.6962,
31.30751,-17.63913,44.03304,-10.74135,-18.40371,43.14828,-11.21458,-18.40371,43.14828,-11.21458,
31.41961,-17.63913,44.03304,-10.74135,-18.40371,43.14828,-11.21458,-18.40371,43.14828,-11.21458,
31.53088,-17.63913,44.03304,-10.74135,-18.40371,43.14828,-11.21458,-18.40371,43.14828,-11.21458,
31.64271,-17.63913,44.03304,-10.74135,-18.40371,43.14828,-11.21458,-18.40371,43.14828,-11.21458,
31.75504,-17.63913,44.03304,-10.74135,-18.40371,43.14828,-11.21458,-18.40371,43.14828,-11.21458,
31.87663,-17.63913,44.03304,-10.74135,-18.40371,43.14828,-11.21458,-18.40371,43.14828,-11.21458,
31.98899,-17.63913,44.03304,-10.74135,-18.40371,43.14828,-11.21458,-18.40371,43.14828,-11.21458,
32.1021,-17.63913,44.03304,-10.74135,-18.40371,43.14828,-11.21458,-18.40371,43.14828,-11.21458,
32.22371,-17.63913,44.03304,-10.74135,-18.40371,43.14828,-11.21458,-18.40371,43.14828,-11.21458,
32.33554,-17.63913,44.03304,-10.74135,-18.40371,43.14828,-11.21458,-18.40371,43.14828,-11.21458,
32.44673,-17.63913,44.03304,-10.74135,-18.40371,43.14828,-11.21458,-18.40371,43.14828,-11.21458,
32.55849,-17.63913,44.03304,-10.74135,-18.40371,43.14828,-11.21458,-18.40371,43.14828,-11.21458,
32.67038,-17.63913,44.03304,-10.74135,-18.40371,43.14828,-11.21458,-18.40371,43.14828,-11.21458,
32.78321,-17.63913,44.03304,-10.74135,-18.40371,43.14828,-11.21458,-18.40371,43.14828,-11.21458,
elapsedTime,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z
0.02,-35.16,44.186,-14.71,-35.16,45.017,-14.71,-35.16,44.186,-14.71,
0.4642899,-35.16,43.1492,-14.71,-35.16,43.1492,-14.71,-34.64857,44.04589,-14.1511,
0.8029321,-35.16,43.1492,-14.71,-35.16,43.1492,-14.71,-34.63012,44.06513,-14.17368,
0.9447302,-35.16,43.1492,-14.71,-35.16,43.1492,-14.71,-34.62527,44.13605,-14.18737,
1.087899,-35.16,43.1492,-14.71,-35.16,43.1492,-14.71,-34.6528,44.3174,-14.18978,
1.221867,-35.16,43.1492,-14.71,-35.16,43.1492,-14.71,-34.74929,44.49135,-14.19005,
1.334732,-35.16,43.1492,-14.71,-35.16,43.1492,-14.71,-34.86348,44.58195,-14.22766,
1.46729,-35.20651,44.86756,-14.62087,-35.03671,44.66661,-14.34653,-35.06901,44.64336,-14.28181,
1.590334,-35.31032,44.87037,-14.68668,-35.20342,44.66586,-14.41618,-35.22756,44.60325,-14.31863,
1.711737,-35.4012,44.86863,-14.75967,-35.37509,44.65429,-14.46707,-35.35357,44.64072,-14.57648,
1.823891,-35.4575,44.87151,-14.81549,-35.50584,44.65212,-14.52524,-35.55098,44.62919,-14.61151,
1.943494,-35.49125,44.86154,-14.85426,-35.61184,44.64423,-14.58616,-35.76286,44.38026,-14.75749,
2.058251,-35.51484,44.84804,-14.87296,-35.70387,44.60984,-14.63125,-35.79132,44.33134,-14.84403,
2.169956,-35.53708,44.84513,-14.87402,-35.75689,44.58018,-14.66117,-35.79102,44.2817,-14.90314,
2.281582,-35.55756,44.84558,-14.87036,-35.78805,44.56339,-14.67635,-35.80776,44.26295,-14.91875,
2.393676,-35.5771,44.84834,-14.85926,-35.80708,44.55828,-14.67713,-35.84571,44.2725,-14.90938,
2.516355,-35.59834,44.85165,-14.84054,-35.83031,44.57818,-14.65626,-35.90957,44.35304,-14.8665,
2.638278,-35.61367,44.86271,-14.81729,-35.83918,44.64895,-14.62635,-35.97443,44.55697,-14.80939,
2.750254,-35.62255,44.87383,-14.79398,-35.83323,44.69721,-14.59502,-35.96251,44.68821,-14.75402,
2.862518,-35.62792,44.88185,-14.77196,-35.83358,44.71713,-14.5592,-35.96545,44.73298,-14.71138,
2.975917,-35.63189,44.88871,-14.75567,-35.82586,44.73862,-14.53685,-35.95056,44.75492,-14.67652,
3.096462,-35.6427,44.89297,-14.74536,-35.81796,44.75477,-14.5259,-35.94373,44.75726,-14.64225,
3.209129,-35.65922,44.89548,-14.74376,-35.81627,44.76415,-14.51627,-35.95254,44.75259,-14.62044,
3.320497,-35.68319,44.89633,-14.74913,-35.8079,44.76141,-14.50884,-35.96877,44.74768,-14.60067,
3.433494,-35.71379,44.89434,-14.76331,-35.81369,44.75308,-14.52188,-35.99132,44.73449,-14.58424,
3.560068,-35.75037,44.89221,-14.78384,-35.98751,44.73154,-14.578,-35.80529,44.74183,-14.53706,
3.678011,-35.78167,44.88912,-14.80571,-35.97552,44.72604,-14.57532,-35.79349,44.73466,-14.5364,
3.789994,-35.80098,44.88344,-14.82641,-35.97046,44.71758,-14.57589,-35.78426,44.72252,-14.53128,
3.902784,-35.80665,44.88587,-14.84312,-35.96111,44.70768,-14.5718,-35.75221,44.70724,-14.53689,
4.026744,-35.78405,44.89325,-14.85464,-35.94286,44.69818,-14.57853,-35.68954,44.68586,-14.54452,
4.163739,-35.74535,44.90181,-14.8717,-35.91727,44.68069,-14.58464,-35.55925,44.66466,-14.54625,
4.309447,-35.71471,44.90845,-14.89166,-35.86784,44.67032,-14.58625,-35.36403,44.64782,-14.57271,
4.442728,-35.6978,44.91296,-14.90313,-35.81376,44.66749,-14.59166,-35.1615,44.63008,-14.64365,
4.576742,-35.67817,44.91879,-14.90503,-35.77107,44.6702,-14.59507,-35.00314,44.64685,-14.72689,
4.708698,-35.58422,44.91687,-14.89762,-35.66811,44.67702,-14.5865,-34.8525,44.65476,-14.77456,
4.845407,-35.40888,44.91418,-14.88581,-35.4883,44.68073,-14.57242,-34.66942,44.66299,-14.78229,
4.97837,-35.16054,44.91405,-14.87278,-35.24255,44.68734,-14.55825,-34.41697,44.65853,-14.7732,
5.112872,-34.8909,44.91209,-14.8564,-34.98397,44.69311,-14.54555,-34.14668,44.66298,-14.75708,
5.248052,-34.62063,44.90921,-14.83674,-34.72015,44.69371,-14.53018,-33.87915,44.6644,-14.73423,
5.38096,-34.35222,44.90776,-14.81521,-34.45567,44.69021,-14.51077,-33.61172,44.65795,-14.70779,
5.503775,-34.10895,44.90795,-14.79557,-34.21511,44.68681,-14.49241,-33.3708,44.65349,-14.6815,
5.63607,-33.84213,44.90778,-14.79008,-33.94551,44.68029,-14.4908,-33.10908,44.64888,-14.67179,
5.770793,-33.57927,44.90791,-14.809,-33.67944,44.6703,-14.51301,-32.85686,44.64303,-14.69016,
5.905994,-33.30938,44.90787,-14.83205,-33.404,44.66099,-14.53541,-32.59662,44.62878,-14.71617,
6.028425,-33.06314,44.90754,-14.85077,-33.15439,44.65596,-14.55371,-32.34778,44.6217,-14.7452,
6.163507,-32.79921,44.9069,-14.87253,-32.89004,44.65295,-14.57574,-32.08163,44.6199,-14.77997,
6.298337,-32.53205,44.9063,-14.90162,-32.6224,44.6527,-14.60921,-31.8166,44.62143,-14.81633,
6.429744,-32.2667,44.90563,-14.91282,-32.35785,44.65042,-14.6282,-31.56561,44.61807,-14.83196,
6.552207,-32.02234,44.90569,-14.87934,-32.11154,44.64143,-14.60703,-31.36381,44.60435,-14.80112,
6.687312,-31.74976,44.90546,-14.83639,-31.82445,44.62413,-14.58143,-31.1579,44.57838,-14.76529,
6.822691,-31.46512,44.9069,-14.81282,-31.5159,44.60146,-14.57765,-30.94905,44.55315,-14.75371,
6.957037,-31.173,44.90816,-14.81354,-31.19659,44.58387,-14.59154,-30.72738,44.52527,-14.75801,
7.089438,-30.90018,44.9086,-14.82151,-30.91101,44.58382,-14.60066,-30.50269,44.49647,-14.76256,
7.223639,-30.61531,44.90714,-14.83876,-30.61513,44.58486,-14.61092,-30.24372,44.48206,-14.77516,
7.357339,-30.33982,44.90646,-14.86064,-30.32187,44.58392,-14.63395,-29.98115,44.47768,-14.80347,
7.503121,-30.07162,44.90763,-14.8712,-30.03422,44.58168,-14.66002,-29.72637,44.47295,-14.8293,
7.635672,-29.78389,44.90966,-14.84863,-29.7354,44.57588,-14.65003,-29.44536,44.46825,-14.83171,
7.771086,-29.5188,44.90854,-14.81328,-29.46518,44.56478,-14.6241,-29.18864,44.46193,-14.8155,
7.905777,-29.25336,44.9073,-14.7836,-29.20201,44.55302,-14.60045,-28.93447,44.45765,-14.79219,
8.039899,-28.98005,44.90436,-14.76635,-28.93138,44.5435,-14.58023,-28.67345,44.45561,-14.7676,
8.17299,-28.69804,44.90334,-14.76024,-28.6517,44.54838,-14.56721,-28.39602,44.4571,-14.74537,
8.307564,-28.41553,44.9044,-14.75236,-28.36657,44.55616,-14.55322,-28.11151,44.45681,-14.72889,
8.440892,-28.14191,44.90391,-14.73738,-28.09051,44.56165,-14.54037,-27.835,44.46204,-14.71126,
8.562914,-27.89352,44.90328,-14.71947,-27.83824,44.55774,-14.52094,-27.5857,44.46029,-14.69279,
8.698542,-27.62818,44.90247,-14.69714,-27.57247,44.55614,-14.49898,-27.32421,44.45383,-14.67244,
8.832415,-27.36016,44.90258,-14.67084,-27.30125,44.55132,-14.47739,-27.05608,44.44767,-14.65183,
8.966478,-27.08867,44.90262,-14.64064,-27.02859,44.55019,-14.45011,-26.78562,44.44548,-14.62519,
9.100838,-26.83629,44.90246,-14.6127,-26.77695,44.54998,-14.42442,-26.53266,44.44489,-14.59906,
9.234658,-26.57229,44.90286,-14.58255,-26.51394,44.54881,-14.39456,-26.26792,44.44364,-14.56916,
9.36815,-26.30844,44.90276,-14.55016,-26.25176,44.54842,-14.36337,-26.00541,44.4435,-14.53702,
9.502027,-26.0479,44.90232,-14.50854,-25.99149,44.54739,-14.32437,-25.74641,44.44293,-14.49624,
9.646097,-25.76855,44.9025,-14.44453,-25.71083,44.54775,-14.26153,-25.46688,44.44292,-14.43327,
9.781696,-25.5167,44.90277,-14.36511,-25.45795,44.54816,-14.18254,-25.2139,44.44321,-14.35533,
9.915426,-25.26632,44.90303,-14.26646,-25.20712,44.54917,-14.08341,-24.96289,44.4433,-14.25696,
10.05086,-25.02362,44.9031,-14.15314,-24.96391,44.5497,-13.96957,-24.72104,44.44347,-14.14236,
10.1844,-24.78511,44.9028,-14.03604,-24.72514,44.54929,-13.85276,-24.48341,44.44329,-14.02428,
10.31843,-24.52905,44.90246,-13.93484,-24.46935,44.54866,-13.75284,-24.22868,44.44235,-13.92433,
10.45117,-24.2718,44.90244,-13.87991,-24.21195,44.54839,-13.69864,-23.97199,44.44167,-13.87047,
10.57381,-24.02679,44.9023,-13.83406,-23.96642,44.54831,-13.65384,-23.72699,44.44117,-13.82578,
10.69659,-23.79079,44.90205,-13.78741,-23.72995,44.54866,-13.609,-23.49168,44.44038,-13.78029,
10.82041,-23.55684,44.902,-13.71833,-23.49553,44.54849,-13.54118,-23.25749,44.43955,-13.71292,
10.9535,-23.30474,44.90189,-13.59328,-23.24227,44.54877,-13.41896,-23.00529,44.43904,-13.58937,
11.08833,-23.0808,44.90159,-13.46082,-23.01748,44.54824,-13.28838,-22.78173,44.43837,-13.45746,
11.22364,-22.85701,44.90169,-13.31694,-22.79265,44.54781,-13.14691,-22.55606,44.43864,-13.31609,
11.35627,-22.63308,44.90138,-13.16828,-22.56806,44.54773,-12.99985,-22.33116,44.43886,-13.16902,
11.49025,-22.39627,44.90123,-13.03973,-22.33094,44.54707,-12.8724,-22.09354,44.43909,-13.04222,
11.61239,-22.15946,44.90121,-12.96961,-22.09374,44.54646,-12.80348,-21.85581,44.43859,-12.97389,
11.73633,-21.90645,44.9013,-12.89645,-21.8407,44.54584,-12.73132,-21.60145,44.43829,-12.90301,
11.85762,-21.69027,44.90143,-12.82856,-21.62453,44.54582,-12.66424,-21.38357,44.43734,-12.83736,
11.99267,-21.43608,44.90121,-12.74364,-21.37047,44.54506,-12.58041,-21.12858,44.43644,-12.7535,
12.12665,-21.18861,44.90054,-12.64439,-21.12345,44.54472,-12.48266,-20.88011,44.43549,-12.65478,
12.26091,-20.94745,44.90075,-12.52895,-20.88215,44.5448,-12.36761,-20.63794,44.43464,-12.53884,
12.39495,-20.73468,44.90017,-12.36843,-20.67051,44.54483,-12.20687,-20.42392,44.43148,-12.37701,
12.52868,-20.54176,44.89899,-12.18236,-20.48065,44.54483,-12.01847,-20.2315,44.42931,-12.18754,
12.66169,-20.34684,44.89681,-11.99893,-20.29053,44.54456,-11.83288,-20.03889,44.42748,-11.99674,
12.78736,-20.13321,44.89338,-11.83643,-20.08483,44.54538,-11.66663,-19.82741,44.43077,-11.82209,
12.92007,-19.90254,44.88726,-11.74136,-19.86454,44.54561,-11.56726,-19.59871,44.43907,-11.70705,
13.04279,-19.67412,44.8844,-11.65175,-19.64732,44.54435,-11.47233,-19.3729,44.44279,-11.59898,
13.17758,-19.43454,44.88297,-11.54427,-19.42104,44.54018,-11.35781,-19.13898,44.43678,-11.47385,
13.31335,-19.20439,44.88162,-11.41708,-19.20667,44.53875,-11.22649,-18.91437,44.42896,-11.33156,
13.44477,-18.9811,44.8785,-11.26831,-19.00255,44.53802,-11.07746,-18.69965,44.42397,-11.16346,
13.57763,-18.98261,44.86906,-11.27343,-19.02851,44.53279,-11.07779,-18.70902,44.41724,-11.11905,
13.71217,-18.97974,44.8619,-11.30057,-19.05298,44.52763,-11.09332,-18.71744,44.41716,-11.06377,
13.84543,-18.96603,44.8614,-11.32786,-19.07089,44.52092,-11.11879,-18.67331,44.42665,-10.99951,
13.98192,-18.94162,44.86062,-11.34475,-19.08162,44.51136,-11.14677,-18.61623,44.43107,-10.9377,
14.11565,-18.91441,44.86044,-11.35038,-19.09064,44.50461,-11.16968,-18.57811,44.42606,-10.89247,
14.2487,-18.89096,44.8635,-11.34945,-19.09112,44.50024,-11.18261,-18.55882,44.40324,-10.86174,
14.38375,-18.87372,44.86481,-11.34942,-19.08487,44.49886,-11.18679,-18.54836,44.40197,-10.84671,
14.51569,-18.87028,44.86527,-11.3555,-19.07472,44.50104,-11.18295,-18.5384,44.47537,-10.85675,
14.64949,-18.87059,44.86649,-11.36444,-19.05859,44.50812,-11.17935,-18.53829,44.55191,-10.87646,
14.78497,-18.86966,44.86893,-11.37032,-19.04829,44.5133,-11.17601,-18.54496,44.60849,-10.89553,
14.91965,-18.86993,44.87065,-11.37356,-19.04481,44.51584,-11.17007,-18.55226,44.62407,-10.90012,
15.04339,-18.87119,44.87072,-11.37263,-19.04208,44.5167,-11.16681,-18.55063,44.62205,-10.89822,
15.18743,-18.87384,44.86941,-11.36693,-19.04205,44.51488,-11.16207,-18.54777,44.62138,-10.8991,
15.30948,-18.87553,44.86932,-11.35885,-19.04389,44.51253,-11.15573,-18.54639,44.61363,-10.89633,
15.45412,-18.86945,44.87059,-11.34178,-19.04434,44.5041,-11.1478,-18.55019,44.5761,-10.87128,
15.5878,-18.85907,44.85894,-11.31304,-19.04908,44.49857,-11.14183,-18.55202,44.50692,-10.84229,
15.7219,-18.85073,44.84425,-11.27836,-19.05908,44.48535,-11.13724,-18.55503,44.4063,-10.82766,
15.85786,-18.84307,44.82813,-11.24791,-19.07071,44.46808,-11.13269,-18.56351,44.29858,-10.82623,
15.99166,-18.8382,44.81696,-11.23042,-19.07585,44.45282,-11.12681,-18.57343,44.21372,-10.8359,
16.12616,-18.83437,44.82318,-11.23331,-19.06853,44.44335,-11.11825,-18.58419,44.17471,-10.85792,
16.25983,-18.84378,44.84913,-11.26353,-19.04554,44.44548,-11.10674,-18.60751,44.18613,-10.91573,
16.39244,-18.87567,44.87033,-11.29563,-19.01216,44.4579,-11.09354,-18.65455,44.19574,-11.00409,
16.5156,-18.91369,44.88665,-11.31704,-18.99352,44.47404,-11.08412,-18.68259,44.21726,-11.07595,
16.64873,-18.95738,44.89527,-11.32366,-18.99231,44.49056,-11.07964,-18.70637,44.24173,-11.13293,
16.78265,-18.99577,44.89502,-11.32416,-19.00237,44.49266,-11.07844,-18.73189,44.24649,-11.16874,
16.91908,-19.02419,44.89326,-11.31897,-19.01845,44.49072,-11.07821,-18.74803,44.24204,-11.19077,
17.05257,-19.04413,44.88792,-11.30946,-19.02874,44.48476,-11.07773,-18.76787,44.21433,-11.20322,
17.18822,-19.04784,44.87925,-11.28996,-19.03851,44.48283,-11.07546,-18.76086,44.21755,-11.19716,
17.32077,-19.03608,44.86431,-11.25962,-19.04916,44.48041,-11.06916,-18.7304,44.24422,-11.14207,
17.46647,-19.00441,44.84848,-11.22629,-19.05571,44.46987,-11.05579,-18.6637,44.30613,-11.03701,
17.59851,-18.9675,44.83818,-11.19597,-19.05411,44.46158,-11.04074,-18.61082,44.32043,-10.93647,
17.73264,-18.92837,44.82723,-11.16747,-19.04541,44.45147,-11.02131,-18.56991,44.28421,-10.86948,
17.8684,-18.89927,44.81788,-11.14641,-19.03147,44.43364,-11.00136,-18.54331,44.2403,-10.83864,
18.00166,-18.884,44.81662,-11.13665,-19.01636,44.43421,-10.99211,-18.54148,44.25211,-10.83613,
18.13563,-18.87457,44.82209,-11.14159,-19.00393,44.43433,-10.98718,-18.54788,44.29099,-10.84338,
18.27073,-18.86757,44.83494,-11.15679,-18.99069,44.43589,-10.98845,-18.55131,44.31957,-10.84663,
18.40382,-18.86599,44.84319,-11.17163,-18.98389,44.43808,-10.99025,-18.55401,44.33366,-10.85038,
18.53863,-18.86676,44.84709,-11.18158,-18.98262,44.44127,-10.99334,-18.55821,44.34037,-10.85245,
18.6712,-18.86771,44.84785,-11.18827,-18.98529,44.44191,-10.995,-18.56111,44.34187,-10.85362,
18.80628,-18.86971,44.84754,-11.1915,-18.98761,44.44259,-10.9977,-18.56185,44.34452,-10.85444,
18.94443,-18.87256,44.8491,-11.19415,-18.98906,44.44269,-10.9997,-18.56184,44.35255,-10.85637,
19.07765,-18.8756,44.85026,-11.19648,-18.98686,44.44339,-11.00119,-18.56351,44.36583,-10.85732,
19.2096,-18.87734,44.85112,-11.19872,-18.98652,44.44479,-11.00134,-18.56511,44.38113,-10.85874,
19.34245,-18.87951,44.85234,-11.20086,-18.98696,44.44627,-11.00176,-18.56734,44.38864,-10.85904,
19.47719,-18.88055,44.85326,-11.20331,-18.98716,44.4479,-11.00218,-18.56808,44.39394,-10.85957,
19.60074,-18.88127,44.85385,-11.20514,-18.98635,44.44897,-11.00318,-18.57076,44.39984,-10.85922,
19.73282,-18.88101,44.8538,-11.20665,-18.98456,44.44935,-11.00437,-18.57166,44.40594,-10.85898,
19.8566,-18.88052,44.85276,-11.20649,-18.98208,44.4502,-11.0066,-18.57037,44.40551,-10.86002,
19.99097,-18.88365,44.84584,-11.19416,-18.97931,44.45174,-11.00949,-18.56758,44.38811,-10.86405,
20.12504,-18.88543,44.84334,-11.18953,-18.97973,44.4542,-11.01263,-18.56346,44.36697,-10.86554,
20.25807,-18.88097,44.84745,-11.19658,-18.98122,44.45147,-11.01476,-18.55423,44.37733,-10.8595,
20.39202,-18.87671,44.85459,-11.21336,-18.97968,44.45058,-11.01722,-18.55129,44.3903,-10.84732,
20.5258,-18.87514,44.85752,-11.22373,-18.97867,44.45172,-11.01775,-18.56314,44.42588,-10.85018,
20.64817,-18.8741,44.85709,-11.22926,-18.97551,44.45268,-11.02008,-18.5765,44.47353,-10.86093,
20.77189,-18.87394,44.85728,-11.23365,-18.97215,44.45222,-11.0219,-18.58943,44.52588,-10.87125,
20.88753,-18.87486,44.85814,-11.23748,-18.96989,44.4535,-11.02356,-18.59965,44.56192,-10.87887,
21.01718,-18.87657,44.85789,-11.23954,-18.96988,44.45347,-11.02349,-18.60757,44.57841,-10.88326,
21.15344,-18.87811,44.85892,-11.24077,-18.96962,44.4535,-11.02262,-18.60563,44.57689,-10.88573,
21.28572,-18.87732,44.85881,-11.23995,-18.96898,44.45425,-11.02284,-18.60034,44.56903,-10.88762,
