PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,m_DistanceToCurrentIndicatorCube,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,TeleportStart.x,TeleportStart.y,TeleportStart.z,TeleportEnd.x,TeleportEnd.y,TeleportEnd.z,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28533,0.02,0,-36.7021,43.8931,-16.11537,-35.16,43.152,-14.71,-35.16,43.152,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28862,0.4733791,0.007326812,-36.70198,43.88803,-16.11923,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28855,0.6239755,0.008503219,-36.70187,43.888,-16.11921,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28852,0.768736,0.00902406,-36.70199,43.88808,-16.11909,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.2881,0.919479,0.01017666,-36.70189,43.88808,-16.11864,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.2885,1.083597,0.01136092,-36.70211,43.8881,-16.11898,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28836,1.253137,0.01215444,-36.70199,43.88811,-16.1189,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28835,1.384198,0.0129669,-36.70213,43.88805,-16.11877,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28863,1.521686,0.01361307,-36.70199,43.88811,-16.11923,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28846,1.692906,0.01458772,-36.70215,43.88811,-16.1189,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28796,1.8889,0.01540071,-36.70179,43.88824,-16.11855,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28779,2.032056,0.01690255,-36.70217,43.88842,-16.11806,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28757,2.206032,0.01795763,-36.70221,43.88844,-16.11777,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28747,2.364076,0.01868338,-36.70212,43.88845,-16.1177,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28767,2.526203,0.01947207,-36.70199,43.88838,-16.11805,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28771,2.947359,0.01963779,-36.70197,43.88842,-16.11811,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28778,3.10365,0.02098931,-36.70193,43.88826,-16.11822,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28771,3.260983,0.02167502,-36.70206,43.88816,-16.11803,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28813,3.434798,0.02267326,-36.70207,43.88824,-16.11856,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28812,3.601181,0.02305475,-36.70225,43.88836,-16.11842,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28814,4.011647,0.0232653,-36.70218,43.88835,-16.11849,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28785,4.142834,0.0243837,-36.70194,43.8881,-16.11828,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28833,4.283994,0.02551192,-36.70206,43.88807,-16.1188,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28867,4.415336,0.02647585,-36.70219,43.88807,-16.11913,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28829,4.550055,0.0274921,-36.70184,43.88806,-16.11892,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28819,4.733745,0.02830056,-36.70186,43.88808,-16.11878,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28863,4.863432,0.02933055,-36.7021,43.88825,-16.11916,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28837,5.004272,0.03047571,-36.70229,43.88825,-16.11869,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28822,5.157207,0.03138332,-36.70206,43.88815,-16.11867,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28817,5.288245,0.0322318,-36.70197,43.88815,-16.11868,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28816,5.43971,0.0332338,-36.70185,43.88808,-16.11875,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28846,5.57801,0.03417829,-36.70212,43.888,-16.11892,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28828,5.740414,0.03541618,-36.70168,43.88806,-16.11903,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.28819,5.913976,0.03668713,-36.7018,43.88808,-16.11882,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.29049,6.038246,0.03977309,-36.70178,43.88719,-16.12166,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.29145,6.177328,0.04177497,-36.70191,43.88698,-16.12275,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.29201,6.337509,0.0445823,-36.70321,43.88669,-16.12246,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.23835,6.468127,0.1726657,-36.73883,43.95591,-16.03275,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.17859,6.593276,0.3543758,-36.79026,44.09222,-15.92576,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.07768,6.748141,0.5674251,-36.78125,44.27127,-15.81271,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.9518,6.868967,0.8034397,-36.7519,44.46005,-15.68068,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,,,,,,,-28.721,44.641,-5.5209
