PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,CurrentLeverValue,CurrentTargetLeverNumber,LeverDifference,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,TeleportPositionStep.x,TeleportPositionStep.y,TeleportPositionStep.z
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,17.81219,Far,-23.471,31.951,-9.703745,208.5799,284.8904,-6.394018,28.60038,-13.50168,-6.324523,27.73205,-13.38294,-6.295238,28.03825,-13.6755,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,17.80905,Far,-23.471,31.951,-9.703745,208.715,285.1929,-6.333657,28.60393,-13.20673,-6.288629,27.73172,-13.05908,-6.21957,28.03313,-13.35989,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,17.88144,Far,-23.471,31.951,-9.703745,208.8496,285.4049,-6.22355,28.59908,-13.02577,-6.19178,27.73647,-12.83775,-6.093216,28.02404,-13.14288,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,17.95093,Far,-23.471,31.951,-9.703745,208.9761,285.5814,-6.12244,28.61077,-12.88278,-6.101105,27.74696,-12.67245,-5.979393,28.02458,-12.96643,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,18.0504,Far,-23.471,31.951,-9.703745,209.0983,285.7342,-6.001913,28.61578,-12.78987,-5.99893,27.74625,-12.5868,-5.853665,28.03104,-12.85107,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,18.2121,Far,-23.471,31.951,-9.703745,209.2231,285.9157,-5.828369,28.6176,-12.75443,-5.829088,27.74688,-12.56741,-5.679538,28.03178,-12.8002,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,18.42877,Far,-23.471,31.951,-9.703745,209.3449,286.1408,-5.618268,28.61966,-12.83451,-5.609592,27.74901,-12.63994,-5.469646,28.0285,-12.86661,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,18.62986,Far,-23.471,31.951,-9.703745,209.4634,286.3501,-5.424895,28.61907,-12.91434,-5.402994,27.75199,-12.70833,-5.276027,28.03256,-12.93651,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,18.85572,Far,-23.471,31.951,-9.703745,209.5988,286.5836,-5.206105,28.62036,-12.99592,-5.183684,27.74885,-12.79374,-5.059854,28.03557,-13.018,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,19.08387,Far,-23.471,31.951,-9.703745,209.7328,286.817,-4.983994,28.61786,-13.06748,-4.967467,27.74644,-12.88403,-4.845673,28.02981,-13.09014,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,19.31559,Far,-23.471,31.951,-9.703745,209.8673,287.0537,-4.756603,28.61883,-13.13301,-4.748626,27.74074,-12.96294,-4.614831,28.03294,-13.16019,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,19.5456,Far,-23.471,31.951,-9.703745,209.9929,287.2875,-4.52982,28.61741,-13.18933,-4.527291,27.73755,-13.02069,-4.388279,28.0351,-13.21765,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,19.81695,Far,-23.471,31.951,-9.703745,210.1304,287.5629,-4.25857,28.61729,-13.2365,-4.256799,27.73664,-13.06654,-4.117953,28.03603,-13.26539,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,20.06485,Far,-23.471,31.951,-9.703745,210.2541,287.8148,-4.008269,28.61742,-13.26569,-4.004278,27.73645,-13.09836,-3.867735,28.03655,-13.29476,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,20.31231,Far,-23.471,31.951,-9.703745,210.3796,288.0716,-3.752599,28.61599,-13.26078,-3.746182,27.73704,-13.09918,-3.613764,28.03782,-13.28981,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,20.55081,Far,-23.471,31.951,-9.703745,210.5261,288.355,-3.488945,28.61658,-13.15843,-3.483706,27.73588,-13.00207,-3.35031,28.0383,-13.1859,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,20.75753,Far,-23.471,31.951,-9.703745,210.6575,288.6277,-3.253442,28.61626,-13.02112,-3.251752,27.73411,-12.87103,-3.112267,28.04,-13.04753,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,20.95146,Far,-23.471,31.951,-9.703745,210.7947,288.9056,-3.028573,28.6161,-12.85801,-3.028323,27.7345,-12.71086,-2.883041,28.0424,-12.88237,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,21.12714,Far,-23.471,31.951,-9.703745,210.9309,289.1704,-2.823785,28.61493,-12.69024,-2.826224,27.73429,-12.54399,-2.675921,28.04381,-12.71014,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,21.29365,Far,-23.471,31.951,-9.703745,211.0526,289.4359,-2.62854,28.61431,-12.5105,-2.634673,27.73466,-12.36966,-2.480715,28.04572,-12.52644,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,21.43441,Far,-23.471,31.951,-9.703745,211.1858,289.7121,-2.457569,28.61118,-12.29516,-2.466692,27.73579,-12.16476,-2.310683,28.04622,-12.30622,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,21.47633,Far,-23.471,31.951,-9.703745,211.3121,289.9904,-2.38409,28.60835,-12.02793,-2.398567,27.73712,-11.90655,-2.233821,28.04513,-12.03176,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,21.46552,Far,-23.471,31.951,-9.703745,211.4532,290.2848,-2.365371,28.60472,-11.7344,-2.395122,27.73391,-11.61764,-2.213508,28.04796,-11.72554,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,21.42443,Far,-23.471,31.951,-9.703745,211.587,290.5707,-2.382098,28.60168,-11.4492,-2.421334,27.73187,-11.33596,-2.231335,28.0529,-11.42941,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,21.34164,Far,-23.471,31.951,-9.703745,211.723,290.867,-2.444953,28.5969,-11.16015,-2.479199,27.73282,-11.0532,-2.297324,28.05205,-11.13464,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,21.19046,Far,-23.471,31.951,-9.703745,211.8558,291.1601,-2.582948,28.59161,-10.90356,-2.603339,27.73588,-10.80272,-2.437973,28.04954,-10.8746,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,20.99124,Far,-23.471,31.951,-9.703745,211.9836,291.4461,-2.774402,28.58833,-10.69134,-2.787422,27.7354,-10.59756,-2.632359,28.04906,-10.6594,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,20.78999,Far,-23.471,31.951,-9.703745,212.1116,291.7266,-2.955559,28.68129,-10.50953,-2.971157,27.82843,-10.42056,-2.819437,28.14313,-10.47591,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,20.57683,Far,-23.471,31.951,-9.703745,212.2482,292.0235,-3.14881,28.78174,-10.31219,-3.172418,27.92735,-10.22875,-3.02058,28.24467,-10.28057,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,20.35728,Far,-23.471,31.951,-9.703745,212.3917,292.3346,-3.348419,28.89491,-10.10467,-3.374478,28.04136,-10.02299,-3.224954,28.35895,-10.07847,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,20.1445,Far,-23.471,31.951,-9.703745,212.5269,292.6405,-3.541009,29.0264,-9.910478,-3.563222,28.17406,-9.823697,-3.417487,28.48807,-9.887076,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,19.91727,Far,-23.471,31.951,-9.703745,212.6572,292.9555,-3.75167,29.15006,-9.72,-3.770557,28.29954,-9.630195,-3.627097,28.61131,-9.696793,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,19.65917,Far,-23.471,31.951,-9.703745,212.7961,293.2834,-3.999266,29.24817,-9.533309,-4.01744,28.39732,-9.444408,-3.872355,28.71072,-9.509362,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,19.42249,Far,-23.471,31.951,-9.703745,212.9104,293.633,-4.220248,29.39636,-9.363622,-4.243336,28.54243,-9.275252,-4.092006,28.86094,-9.340502,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,19.21025,Far,-23.471,31.951,-9.703745,213.0423,293.9486,-4.418759,29.54917,-9.177301,-4.453418,28.68754,-9.085718,-4.287742,29.01945,-9.162976,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,19.05737,Far,-23.471,31.951,-9.703745,213.1691,294.2242,-4.575684,29.58637,-8.956019,-4.617377,28.72096,-8.861549,-4.436166,29.06725,-8.966645,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,19.08453,Far,-23.471,31.951,-9.703745,213.3077,294.3103,-4.548478,29.58105,-8.968469,-4.59423,28.71363,-8.858294,-4.416539,29.06983,-9.007845,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,19.11226,Far,-23.471,31.951,-9.703745,213.4399,294.389,-4.517692,29.58235,-9.040493,-4.547407,28.70383,-8.897964,-4.395202,29.06555,-9.102475,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,19.11796,Far,-23.471,31.951,-9.703745,213.5721,294.4744,-4.509052,29.58337,-9.124763,-4.492861,28.70322,-8.954298,-4.40021,29.07354,-9.21199,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,19.09163,Far,-23.471,31.951,-9.703745,213.7072,294.5501,-4.533638,29.58277,-9.195582,-4.429116,28.70774,-9.017823,-4.441761,29.08492,-9.311175,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,19.05777,Far,-23.471,31.951,-9.703745,213.8371,294.6016,-4.566256,29.58683,-9.234707,-4.371959,28.72293,-9.084743,-4.497918,29.08486,-9.37882,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,19.02127,Far,-23.471,31.951,-9.703745,213.9577,294.6447,-4.60207,29.59032,-9.257436,-4.36163,28.72724,-9.15818,-4.565306,29.09886,-9.412422,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,18.98775,Far,-23.471,31.951,-9.703745,214.0775,294.6805,-4.636402,29.58591,-9.257597,-4.373794,28.7128,-9.211504,-4.645647,29.11028,-9.412913,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,18.96429,Far,-23.471,31.951,-9.703745,214.2126,294.7216,-4.661471,29.58065,-9.227046,-4.393564,28.69965,-9.249318,-4.733725,29.12998,-9.362381,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,18.95231,Far,-23.471,31.951,-9.703745,214.3513,294.7666,-4.67508,29.57746,-9.184263,-4.416065,28.69602,-9.280642,-4.799794,29.13702,-9.2765,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,18.67399,Far,-23.471,31.951,-9.703745,214.4809,295.1523,-4.92093,29.85947,-9.21559,-4.670386,28.96544,-9.373755,-5.070567,29.40725,-9.267551,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,18.36986,Far,-23.471,31.951,-9.703745,214.6174,295.4655,-5.216992,29.94332,-9.243038,-5.012148,29.04313,-9.435108,-5.383472,29.47438,-9.265223,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,18.01041,Far,-23.471,31.951,-9.703745,214.7534,295.927,-5.547339,30.24943,-9.232719,-5.40185,29.35908,-9.440309,-5.719783,29.77695,-9.247975,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,17.69162,Far,-23.471,31.951,-9.703745,214.8837,296.2928,-5.856506,30.3739,-9.218241,-5.751655,29.50021,-9.437826,-6.030806,29.89944,-9.234347,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,17.34585,Far,-23.471,31.951,-9.703745,215.0433,296.7129,-6.183345,30.61874,-9.213365,-6.097185,29.74529,-9.435787,-6.368831,30.14087,-9.222822,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.9913,Far,-23.471,31.951,-9.703745,215.1778,297.1555,-6.522264,30.84295,-9.238181,-6.43037,29.94494,-9.456335,-6.721102,30.37196,-9.230358,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.6985,Far,-23.471,31.951,-9.703745,215.3089,297.4889,-6.805573,30.96237,-9.348936,-6.71809,30.05863,-9.57592,-7.007825,30.48708,-9.327419,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.44908,Far,-23.471,31.951,-9.703745,215.4422,297.8724,-7.042564,31.14079,-9.555036,-6.973661,30.24397,-9.78627,-7.2476,30.65513,-9.536608,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.24922,Far,-23.471,31.951,-9.703745,215.5738,298.2021,-7.236299,31.26911,-9.785767,-7.173727,30.36771,-10.01043,-7.441349,30.78065,-9.771751,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.06593,Far,-23.471,31.951,-9.703745,215.7102,298.521,-7.421983,31.29671,-10.04276,-7.354438,30.38917,-10.25178,-7.628506,30.81504,-10.02634,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,15.89027,Far,-23.471,31.951,-9.703745,215.8493,298.8278,-7.605002,31.29659,-10.289,-7.530006,30.38438,-10.48999,-7.814442,30.81533,-10.27041,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,15.71647,Far,-23.471,31.951,-9.703745,215.9789,299.1235,-7.789402,31.29638,-10.52009,-7.709058,30.38218,-10.72068,-7.998574,30.81395,-10.50327,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,15.50894,Far,-23.471,31.951,-9.703745,216.1147,299.4079,-8.007953,31.29544,-10.6995,-7.925477,30.38428,-10.90667,-8.212637,30.81157,-10.68901,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,15.24432,Far,-23.471,31.951,-9.703745,216.2464,299.7107,-8.282348,31.29401,-10.82738,-8.200651,30.38766,-11.04207,-8.482925,30.80865,-10.82162,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,14.98604,Far,-23.471,31.951,-9.703745,216.3783,300.0042,-8.551015,31.29298,-10.94564,-8.469215,30.38986,-11.16537,-8.749391,30.80729,-10.94261,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,14.72082,Far,-23.471,31.951,-9.703745,216.5121,300.3009,-8.827051,31.29247,-11.05415,-8.7423,30.39034,-11.27432,-9.023472,30.80613,-11.0539,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,14.43874,Far,-23.471,31.951,-9.703745,216.6467,300.6395,-9.111698,31.444,-11.12871,-9.025994,30.54239,-11.34798,-9.307,30.95856,-11.13267,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,14.06438,Far,-23.471,31.951,-9.703745,216.8092,301.0877,-9.483442,31.6853,-11.14749,-9.399841,30.78459,-11.36525,-9.678541,31.20136,-11.15721,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,13.75704,Far,-23.471,31.951,-9.703745,216.9449,301.449,-9.786309,31.8689,-11.11041,-9.705028,30.96944,-11.32928,-9.97972,31.38568,-11.12149,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,13.45357,Far,-23.471,31.951,-9.703745,217.075,301.8048,-10.08798,32.0502,-11.07613,-10.00759,31.14971,-11.29415,-10.28052,31.56488,-11.08436,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,13.15121,Far,-23.471,31.951,-9.703745,217.2179,302.1639,-10.39197,32.23107,-11.05095,-10.30914,31.32685,-11.26583,-10.58361,31.74291,-11.05776,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,12.81438,Far,-23.471,31.951,-9.703745,217.3742,302.5362,-10.74087,32.29199,-11.13057,-10.6603,31.38401,-11.34006,-10.93495,31.80254,-11.13388,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,12.58264,Far,-23.471,31.951,-9.703745,217.5094,302.8259,-10.99161,32.2927,-11.27565,-10.91473,31.38392,-11.48141,-11.18818,31.80284,-11.2763,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,12.35216,Far,-23.471,31.951,-9.703745,217.6406,303.1401,-11.24858,32.29361,-11.45613,-11.17248,31.38281,-11.65754,-11.44653,31.80285,-11.45456,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,12.15062,Far,-23.471,31.951,-9.703745,217.7792,303.4447,-11.48237,32.29414,-11.65118,-11.40458,31.38227,-11.8517,-11.68235,31.80251,-11.64673,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,11.90781,Far,-23.471,31.951,-9.703745,217.9441,303.825,-11.77206,32.29366,-11.89763,-11.69277,31.38225,-12.10265,-11.97505,31.80054,-11.89069,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,11.66592,Far,-23.471,31.951,-9.703745,218.1153,304.1961,-12.06448,32.29386,-12.12602,-11.98376,31.38215,-12.33797,-12.27107,31.79238,-12.11639,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,11.44475,Far,-23.471,31.951,-9.703745,218.2446,304.5237,-12.33305,32.2939,-12.31347,-12.24925,31.38171,-12.53065,-12.53728,31.78818,-12.30539,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,11.23722,Far,-23.471,31.951,-9.703745,218.3774,304.8218,-12.58549,32.29354,-12.47204,-12.4979,31.38034,-12.68985,-12.78899,31.78453,-12.46344,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,11.02772,Far,-23.471,31.951,-9.703745,218.5115,305.1206,-12.84259,32.29394,-12.62436,-12.75611,31.37912,-12.83952,-13.04852,31.78452,-12.60905,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,10.82554,Far,-23.471,31.951,-9.703745,218.6447,305.406,-13.09225,32.29359,-12.76257,-13.01678,31.37911,-12.97675,-13.30424,31.78491,-12.73264,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,10.58738,Far,-23.471,31.951,-9.703745,218.7884,305.718,-13.37828,32.29449,-12.88361,-13.31832,31.37911,-13.09743,-13.59127,31.78544,-12.83878,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,10.33182,Far,-23.471,31.951,-9.703745,218.9166,305.9904,-13.64995,32.29505,-12.89361,-13.60052,31.37934,-13.10718,-13.85827,31.78271,-12.83854,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,10.04843,Far,-23.471,31.951,-9.703745,219.0505,306.2834,-13.94218,32.29418,-12.87467,-13.89661,31.37762,-13.08389,-14.1426,31.78061,-12.80838,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,9.770076,Far,-23.471,31.951,-9.703745,219.1837,306.5675,-14.22416,32.2916,-12.8397,-14.17753,31.37347,-13.03968,-14.41541,31.77838,-12.75871,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,9.484321,Far,-23.471,31.951,-9.703745,219.3173,306.8582,-14.51156,32.28878,-12.79675,-14.46317,31.37012,-12.98434,-14.69487,31.77493,-12.69821,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,9.199909,Far,-23.471,31.951,-9.703745,219.4493,307.1469,-14.79634,32.28746,-12.74929,-14.74715,31.36737,-12.92552,-14.97312,31.77349,-12.63651,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,8.925121,Far,-23.471,31.951,-9.703745,219.588,307.425,-15.06964,32.2815,-12.69803,-15.01557,31.36205,-12.86691,-15.23641,31.7724,-12.57666,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,8.626575,Far,-23.471,31.951,-9.703745,219.7218,307.7256,-15.36198,32.27505,-12.62891,-15.30802,31.35917,-12.80077,-15.5158,31.77253,-12.5043,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,8.346495,Far,-23.471,31.951,-9.703745,219.856,308.0071,-15.634,32.27826,-12.55652,-15.59486,31.36583,-12.74499,-15.78399,31.76064,-12.4318,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,8.049273,Far,-23.471,31.951,-9.703745,219.9882,308.3056,-15.9221,32.27858,-12.47821,-15.88686,31.36779,-12.68323,-16.07207,31.7599,-12.35857,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,7.758028,Far,-23.471,31.951,-9.703745,220.1232,308.5982,-16.20419,32.27692,-12.40082,-16.16995,31.37312,-12.61869,-16.35682,31.76172,-12.28767,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,7.476134,Far,-23.471,31.951,-9.703745,220.2619,308.8893,-16.49214,32.27814,-12.36476,-16.45902,31.37886,-12.58878,-16.65047,31.75993,-12.25899,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,7.22143,Far,-23.471,31.951,-9.703745,220.3895,309.1797,-16.77978,32.27871,-12.39989,-16.73916,31.37988,-12.62516,-16.94158,31.75946,-12.30282,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,6.999238,Far,-23.471,31.951,-9.703745,220.5244,309.4762,-17.06053,32.27957,-12.49431,-17.01387,31.38274,-12.72268,-17.22651,31.7601,-12.40209,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,6.800917,Far,-23.471,31.951,-9.703745,220.6563,309.7626,-17.32664,32.28203,-12.60025,-17.27581,31.38425,-12.83535,-17.50061,31.76128,-12.51084,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,6.597382,Far,-23.471,31.951,-9.703745,220.7948,310.0613,-17.60589,32.28319,-12.70634,-17.55245,31.38296,-12.94871,-17.78489,31.76683,-12.61781,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,6.403686,Far,-23.471,31.951,-9.703745,220.9292,310.3487,-17.87673,32.28354,-12.80226,-17.82852,31.3816,-13.0456,-18.0567,31.77073,-12.71091,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,6.205913,Far,-23.471,31.951,-9.703745,221.0588,310.6417,-18.15615,32.28463,-12.89035,-18.12209,31.38266,-13.13083,-18.33464,31.76634,-12.79459,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,6.011895,Far,-23.471,31.951,-9.703745,221.1964,310.9302,-18.43379,32.28464,-12.96842,-18.41113,31.38422,-13.2049,-18.60948,31.76391,-12.86816,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,5.817465,Far,-23.471,31.951,-9.703745,221.332,311.2214,-18.71625,32.28411,-13.03906,-18.69979,31.38478,-13.27883,-18.89075,31.76457,-12.93451,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,5.622783,Far,-23.471,31.951,-9.703745,221.4738,311.5123,-19.00093,32.28404,-13.09834,-18.98808,31.38362,-13.34606,-19.17602,31.76506,-12.98863,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,5.426363,Far,-23.471,31.951,-9.703745,221.5963,311.8041,-19.28875,32.27905,-13.14563,-19.28112,31.38283,-13.39942,-19.46072,31.76545,-13.02793,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,5.225307,Far,-23.471,31.951,-9.703745,221.7344,312.1025,-19.58489,32.27604,-13.18173,-19.58058,31.38123,-13.44094,-19.74799,31.76199,-13.04608,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,5.015255,Far,-23.471,31.951,-9.703745,221.8664,312.4097,-19.89135,32.27807,-13.20116,-19.88535,31.37647,-13.45922,-20.0405,31.76262,-13.03709,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,4.795816,Far,-23.471,31.951,-9.703745,222.0036,312.7161,-20.19759,32.276,-13.19359,-20.20199,31.36727,-13.44422,-20.32658,31.76753,-12.99978,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,4.56689,Far,-23.471,31.951,-9.703745,222.1443,313.0166,-20.49461,32.28403,-13.15145,-20.53887,31.3691,-13.38588,-20.597,31.77538,-12.92584,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,4.31058,Far,-23.471,31.951,-9.703745,222.2701,313.3271,-20.79258,32.27874,-13.06526,-20.88998,31.37449,-13.2846,-20.85826,31.76952,-12.82211,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,4.057238,Far,-23.471,31.951,-9.703745,222.4023,313.6207,-21.06409,32.27534,-12.95379,-21.20814,31.38347,-13.15463,-21.10114,31.7727,-12.70704,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,3.745302,Far,-23.471,31.951,-9.703745,222.571,313.9675,-21.36704,32.27574,-12.78517,-21.54143,31.38424,-12.95952,-21.37997,31.76749,-12.53146,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,3.473305,Far,-23.471,31.951,-9.703745,222.7022,314.266,-21.61772,32.27719,-12.62313,-21.78979,31.37712,-12.784,-21.6193,31.7679,-12.36518,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,3.224697,Far,-23.471,31.951,-9.703745,222.8391,314.5366,-21.83628,32.28016,-12.46382,-21.99683,31.36858,-12.61569,-21.82761,31.77011,-12.19632,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,2.895983,Medium,-23.471,31.951,-9.703745,223.0118,314.8884,-22.10328,32.27808,-12.23536,-22.25146,31.36178,-12.38778,-22.08255,31.76958,-11.96428,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,2.59648,Medium,-23.471,31.951,-9.703745,223.1747,315.1928,-22.2407,32.27935,-11.96654,-22.40354,31.36479,-12.12084,-22.21959,31.76888,-11.69575,0,0,0
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,2.323825,Medium,-23.471,31.951,-9.703745,223.317,315.4765,-22.3157,32.28016,-11.69299,-22.49644,31.36798,-11.84723,-22.29386,31.76616,-11.42345,0,0,0
