userName,cohort,trial,PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,CurrentLeverValue,CurrentTargetLeverNumber,LeverDifference,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,TeleportPositionStep.x,TeleportPositionStep.y,TeleportPositionStep.z
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.39889,Far,-28.661,44.641,-5.3419,0.02,0,-35.52649,43.51966,-16.79345,-35.16,43.152,-14.71,-35.16,43.152,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41409,Far,-28.661,44.641,-5.3419,0.4732302,0.1715014,-35.52636,43.34816,-16.79324,-35.16,42.98037,-14.71,-35.16,42.98037,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41417,Far,-28.661,44.641,-5.3419,0.5890257,0.1723614,-35.52644,43.34809,-16.79328,-35.16,42.98037,-14.71,-35.16,42.98037,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41412,Far,-28.661,44.641,-5.3419,0.7073352,0.1729398,-35.5263,43.3481,-16.7933,-35.16,42.98037,-14.71,-35.16,42.98037,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41405,Far,-28.661,44.641,-5.3419,0.8259398,0.1735931,-35.52628,43.34798,-16.79323,-35.16,42.98037,-14.71,-35.16,42.98037,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41415,Far,-28.661,44.641,-5.3419,0.9418753,0.1744647,-35.52628,43.34811,-16.79335,-35.16,42.98037,-14.71,-35.16,42.98037,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41408,Far,-28.661,44.641,-5.3419,1.059711,0.1748426,-35.52631,43.34823,-16.79327,-35.16,42.98037,-14.71,-35.16,42.98037,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41429,Far,-28.661,44.641,-5.3419,1.176914,0.1753232,-35.52652,43.34816,-16.79338,-35.16,42.98037,-14.71,-35.16,42.98037,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41421,Far,-28.661,44.641,-5.3419,1.293571,0.1759662,-35.52633,43.34797,-16.79338,-35.16,42.98037,-14.71,-35.16,42.98037,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41433,Far,-28.661,44.641,-5.3419,1.41214,0.1767134,-35.52655,43.34795,-16.79338,-35.16,42.98037,-14.71,-35.16,42.98037,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41409,Far,-28.661,44.641,-5.3419,1.534279,0.1775763,-35.52628,43.34819,-16.79329,-35.16,42.98037,-14.71,-35.16,42.98037,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41407,Far,-28.661,44.641,-5.3419,1.646058,0.1786098,-35.52633,43.34816,-16.79324,-35.16,42.98037,-14.71,-35.16,42.98037,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41391,Far,-28.661,44.641,-5.3419,1.768107,0.179104,-35.52624,43.34812,-16.79309,-35.16,42.98037,-14.71,-35.16,42.98037,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41424,Far,-28.661,44.641,-5.3419,1.881394,0.1797862,-35.52648,43.34816,-16.79334,-35.16,42.98037,-14.71,-35.16,42.98037,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41425,Far,-28.661,44.641,-5.3419,1.996063,0.180468,-35.52633,43.34801,-16.79343,-35.16,42.98037,-14.71,-35.16,42.98037,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41406,Far,-28.661,44.641,-5.3419,2.118907,0.1809898,-35.52624,43.348,-16.79326,-35.16,42.98034,-14.71,-35.16,42.98034,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41412,Far,-28.661,44.641,-5.3419,2.242105,0.1816309,-35.52631,43.34802,-16.79329,-35.16,42.98034,-14.71,-35.16,42.98034,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41428,Far,-28.661,44.641,-5.3419,2.358296,0.1822825,-35.52655,43.34803,-16.79334,-35.16,42.98034,-14.71,-35.16,42.98034,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41419,Far,-28.661,44.641,-5.3419,2.48135,0.1831553,-35.5264,43.34789,-16.7933,-35.16,42.98025,-14.71,-35.16,42.98025,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41439,Far,-28.661,44.641,-5.3419,2.601466,0.1838773,-35.52638,43.34791,-16.79355,-35.16,42.98021,-14.71,-35.16,42.98021,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41406,Far,-28.661,44.641,-5.3419,2.72256,0.1846011,-35.52619,43.34785,-16.79327,-35.16,42.98021,-14.71,-35.16,42.98021,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41405,Far,-28.661,44.641,-5.3419,2.841413,0.1852422,-35.52635,43.34782,-16.79316,-35.16,42.98021,-14.71,-35.16,42.98021,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41437,Far,-28.661,44.641,-5.3419,2.955144,0.18579,-35.52648,43.348,-16.79347,-35.16,42.98021,-14.71,-35.16,42.98021,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41439,Far,-28.661,44.641,-5.3419,3.076769,0.1864981,-35.52647,43.34782,-16.79349,-35.16,42.98021,-14.71,-35.16,42.98021,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41427,Far,-28.661,44.641,-5.3419,3.196698,0.1874012,-35.52632,43.34757,-16.79342,-35.16,42.98014,-14.71,-35.16,42.98014,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41416,Far,-28.661,44.641,-5.3419,3.318998,0.1879366,-35.52607,43.34776,-16.79346,-35.16,42.98014,-14.71,-35.16,42.98014,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41425,Far,-28.661,44.641,-5.3419,3.442293,0.1885527,-35.52629,43.34776,-16.79343,-35.16,42.98014,-14.71,-35.16,42.98014,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41437,Far,-28.661,44.641,-5.3419,3.556525,0.1891953,-35.52665,43.34787,-16.79336,-35.16,42.98014,-14.71,-35.16,42.98014,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41433,Far,-28.661,44.641,-5.3419,3.676383,0.1901162,-35.52654,43.34773,-16.79336,-35.16,42.98014,-14.71,-35.16,42.98014,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41422,Far,-28.661,44.641,-5.3419,3.787985,0.1906852,-35.5264,43.34792,-16.79334,-35.16,42.98014,-14.71,-35.16,42.98014,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41421,Far,-28.661,44.641,-5.3419,3.909107,0.19143,-35.5263,43.34778,-16.79337,-35.16,42.98014,-14.71,-35.16,42.98014,-14.71,0,0,0
Oct2020,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41443,Far,-28.661,44.641,-5.3419,4.033065,0.1919993,-35.52636,43.34776,-16.79359,-35.16,42.98014,-14.71,-35.16,42.98014,-14.71,0,0,0
