PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,m_DistanceToCurrentIndicatorCube,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,m_TeleportPositionStep.x,m_TeleportPositionStep.y,m_TeleportPositionStep.z,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.0225,0.02,0,-37.66436,44.00862,-14.96558,-35.16,43.152,-14.71,-35.16,43.152,-14.71,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.0237,0.5043643,0.003966668,-37.66518,44.00541,-14.96624,-35.16,43.14921,-14.71,-37.45921,44.03028,-14.94821,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.02316,0.8934116,0.00472255,-37.66475,44.00552,-14.96591,-35.16,43.14921,-14.71,-37.45848,44.03091,-14.94698,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.02334,1.055509,0.00571516,-37.66471,44.0056,-14.9662,-35.16,43.14921,-14.71,-37.45782,44.03122,-14.94633,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.02297,1.252304,0.007239114,-37.66478,44.00571,-14.96564,-35.16,43.14921,-14.71,-37.45789,44.03125,-14.94638,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.02281,1.413991,0.008147909,-37.66462,44.00564,-14.96556,-35.16,43.14921,-14.71,-37.45772,44.03123,-14.94636,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.02317,1.561713,0.009162573,-37.66471,44.0055,-14.96596,-35.16,43.14921,-14.71,-37.45766,44.03124,-14.94613,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.02356,1.698773,0.01030975,-37.66507,44.00542,-14.96615,-35.16,43.14921,-14.71,-37.45802,44.03127,-14.94645,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.02372,1.84351,0.01132877,-37.6653,44.00535,-14.96615,-35.16,43.14921,-14.71,-37.45767,44.03139,-14.94555,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.0243,1.993477,0.01257636,-37.66553,44.00524,-14.96673,-35.16,43.14921,-14.71,-37.45756,44.03176,-14.94527,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.0239,2.130201,0.01332198,-37.66492,44.00508,-14.96673,-35.16,43.14921,-14.71,-37.45705,44.03157,-14.9454,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.02428,2.266009,0.01456792,-37.66538,44.00513,-14.96682,-35.16,43.14921,-14.71,-37.45726,44.03167,-14.9451,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.02442,2.389699,0.01544526,-37.66544,44.00529,-14.96698,-35.16,43.14921,-14.71,-37.45711,44.0318,-14.94518,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.02398,2.519033,0.01673459,-37.66536,44.00523,-14.96644,-35.16,43.14921,-14.71,-37.45719,44.03166,-14.9449,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.0242,2.664943,0.01788267,-37.66539,44.00522,-14.96672,-35.16,43.14921,-14.71,-37.45715,44.03164,-14.94534,0,0,0,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.02416,2.795412,0.01915527,-37.66537,44.00517,-14.96668,-35.16,43.14921,-14.71,-37.45682,44.03164,-14.94477,0,0,0,-28.721,44.641,-5.5209
Walk,Complexity,Walk,1,Task1,0,0.7,0.7,19.31049,2.946205,0.01995778,-37.66499,44.00534,-14.96656,-35.16,43.14921,-14.71,-37.45673,44.03195,-14.94483,0,0,0,-18.831,44.641,-10.7509
Walk,Complexity,Walk,2,Task2,0,0.4,0.4,24.72992,3.133566,0.1379458,-37.66498,44.00539,-14.96636,-35.16,43.14922,-14.71,-37.45638,44.03214,-14.94388,0,0,0,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,24.73045,3.272908,0.2560188,-37.66542,44.0053,-14.96669,-35.16,43.14922,-14.71,-37.45688,44.03212,-14.94475,0,0,0,-14.911,44.641,-5.3009
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,26.00172,3.420301,0.3156817,-37.66547,44.06416,-14.96675,-35.16,43.208,-14.71,-37.45689,44.09089,-14.94438,0,0,0,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,25.99405,3.56111,0.3755498,-37.66515,44.00533,-14.96627,-35.16,43.14922,-14.71,-37.45699,44.03191,-14.94474,0,0,0,-13.658,40.852,-5.5109
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,19.35193,3.701277,0.4927561,-37.66516,44.00611,-14.96657,-35.16,43.14999,-14.71,-37.45714,44.0325,-14.94528,0,0,0,-23.471,31.951,-9.703745
