userName,cohort,trial,PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,CurrentLeverValue,CurrentTargetLeverNumber,LeverDifference,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,TeleportPositionStep.x,TeleportPositionStep.y,TeleportPositionStep.z
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.44592,Far,-28.661,44.641,-5.3419,0.02,0,-34.7195,44.67543,-16.21362,-35.16,43.152,-14.71,-35.16,43.152,-14.71,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.6083,Far,-28.661,44.641,-5.3419,0.4766826,0.506402,-34.7023,44.60676,-15.25422,-34.66034,44.34197,-14.86415,-34.58545,44.3686,-15.10618,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.54532,Far,-28.661,44.641,-5.3419,0.8725349,0.506402,-34.77971,44.61329,-15.13246,-34.65116,44.38003,-14.92302,-34.52742,44.21897,-15.05754,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.54154,Far,-28.661,44.641,-5.3419,1.057796,0.506402,-34.74731,44.62967,-15.14822,-34.62813,44.29291,-14.92099,-34.50867,44.12772,-15.09163,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.54154,Far,-28.661,44.641,-5.3419,1.228293,0.506402,-34.71309,44.63935,-15.16939,-34.61049,44.19959,-14.95038,-34.4807,44.08101,-15.13514,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.54941,Far,-28.661,44.641,-5.3419,1.397275,0.506402,-34.69234,44.64517,-15.19136,-34.58871,44.15874,-14.9758,-34.4329,44.0708,-15.16926,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.56146,Far,-28.661,44.641,-5.3419,1.593441,0.506402,-34.69545,44.64459,-15.20358,-34.57132,44.18519,-14.98423,-34.36337,44.07917,-15.19085,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.57031,Far,-28.661,44.641,-5.3419,1.756617,0.506402,-34.70691,44.64479,-15.20695,-34.57191,44.22211,-14.98419,-34.2579,44.15257,-15.20167,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.56909,Far,-28.661,44.641,-5.3419,1.924791,0.506402,-34.71699,44.64235,-15.19932,-34.56042,44.2617,-14.9835,-34.22639,44.2767,-15.19896,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.55562,Far,-28.661,44.641,-5.3419,2.098173,0.506402,-34.72479,44.63131,-15.1787,-34.53705,44.29484,-14.9675,-34.29264,44.29792,-15.17159,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.55597,Far,-28.661,44.641,-5.3419,2.259449,0.506402,-34.72203,44.62557,-15.18081,-34.52,44.28677,-14.96297,-34.35118,44.27454,-15.14943,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.56954,Far,-28.661,44.641,-5.3419,2.419753,0.506402,-34.71196,44.62308,-15.20292,-34.50328,44.24282,-15.0123,-34.40178,44.26977,-15.1347,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.58045,Far,-28.661,44.641,-5.3419,2.619715,0.506402,-34.71348,44.61399,-15.21477,-34.50703,44.21695,-15.07691,-34.42964,44.26017,-15.15897,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.58243,Far,-28.661,44.641,-5.3419,2.793437,0.506402,-34.72187,44.60741,-15.21192,-34.52064,44.21999,-15.09393,-34.44827,44.26678,-15.19234,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.57895,Far,-28.661,44.641,-5.3419,2.96063,0.506402,-34.72432,44.60082,-15.20632,-34.52804,44.20737,-15.09767,-34.45255,44.25624,-15.1896,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.59528,Far,-28.661,44.641,-5.3419,3.132479,0.506402,-34.72996,44.60083,-15.22201,-34.51762,44.22139,-15.09296,-34.43729,44.2572,-15.18989,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.63557,Far,-28.661,44.641,-5.3419,3.29907,0.506402,-34.74938,44.61365,-15.25741,-34.50076,44.26253,-15.09678,-34.4199,44.30023,-15.19326,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.68348,Far,-28.661,44.641,-5.3419,3.456248,0.506402,-34.76303,44.6242,-15.30527,-34.49784,44.33422,-15.11497,-34.42302,44.37712,-15.2149,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.75287,Far,-28.661,44.641,-5.3419,3.66467,0.506402,-34.76825,44.63287,-15.38339,-34.50724,44.37849,-15.15402,-34.43064,44.42601,-15.25113,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.7863,Far,-28.661,44.641,-5.3419,3.82813,0.506402,-34.73734,44.65462,-15.44115,-34.51379,44.37268,-15.19376,-34.43465,44.42227,-15.28807,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.82626,Far,-28.661,44.641,-5.3419,3.991024,0.506402,-34.70973,44.72387,-15.50391,-34.51255,44.3471,-15.23367,-34.43383,44.39931,-15.32608,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.81906,Far,-28.661,44.641,-5.3419,4.154325,0.506402,-34.67155,44.64656,-15.51851,-34.50005,44.30739,-15.26743,-34.42472,44.36143,-15.36138,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.83024,Far,-28.661,44.641,-5.3419,4.313278,0.506402,-34.65329,44.64132,-15.54224,-34.4762,44.26297,-15.30102,-34.40538,44.31719,-15.39444,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.82024,Far,-28.661,44.641,-5.3419,4.461507,0.506402,-34.5971,44.6095,-15.56344,-34.46009,44.21636,-15.33463,-34.40781,44.28531,-15.42925,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.80329,Far,-28.661,44.641,-5.3419,4.619451,0.506402,-34.54285,44.56802,-15.57499,-34.45707,44.15168,-15.36884,-34.41431,44.23053,-15.45631,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.79613,Far,-28.661,44.641,-5.3419,4.798522,0.506402,-34.48903,44.50002,-15.5968,-34.45682,44.08543,-15.40518,-34.42033,44.15516,-15.50356,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.81902,Far,-28.661,44.641,-5.3419,4.954298,0.506402,-34.45317,44.41423,-15.64183,-34.45683,44.02292,-15.4315,-34.42222,44.08157,-15.53905,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.83304,Far,-28.661,44.641,-5.3419,5.121576,0.506402,-34.43735,44.37436,-15.66583,-34.46071,43.97191,-15.45051,-34.42265,44.02145,-15.5598,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.83897,Far,-28.661,44.641,-5.3419,5.276724,0.506402,-34.42546,44.35252,-15.67868,-34.46106,43.95387,-15.45995,-34.42185,43.99579,-15.57232,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.82758,Far,-28.661,44.641,-5.3419,5.430304,0.506402,-34.41725,44.35884,-15.67038,-34.45933,43.95102,-15.46332,-34.4193,43.99048,-15.57561,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.7855,Far,-28.661,44.641,-5.3419,5.623022,0.506402,-34.39968,44.35279,-15.63182,-34.46078,43.95008,-15.4657,-34.41907,43.98623,-15.57786,0,0,0
R_1234567890,Control,Trial2,Walk,Complexity,Walk,1,Task1,0,0.7,0.7,16.31912,Far,-18.831,44.641,-10.7509,5.80243,0.506402,-34.40273,44.35102,-15.6244,-34.46516,43.94303,-15.46099,-34.41908,43.97742,-15.57293,0,0,0
R_1234567890,Control,Trial2,Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,16.3256,Far,-18.831,44.641,-10.7509,5.977102,0.506402,-34.41431,44.36071,-15.60961,-34.45052,43.94763,-15.45513,-34.39946,43.9747,-15.56821,0,0,0
R_1234567890,Control,Trial2,Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,16.32458,Far,-18.831,44.641,-10.7509,6.145832,0.506402,-34.42379,44.36683,-15.57602,-34.42797,43.976,-15.42088,-34.36879,44.00694,-15.53156,0,0,0
R_1234567890,Control,Trial2,Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,16.47452,Far,-18.831,44.641,-10.7509,6.304766,0.506402,-34.44094,44.43757,-16.01381,-34.39882,44.08635,-15.83853,-34.32244,44.10257,-15.94288,0,0,0
R_1234567890,Control,Trial2,Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,16.38531,Far,-18.831,44.641,-10.7509,6.455194,0.506402,-34.46059,44.38547,-15.66302,-34.37121,44.07162,-15.46431,-34.28124,44.07808,-15.55788,0,0,0
