userName,cohort,trial,PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,CurrentLeverValue,CurrentTargetLeverNumber,LeverDifference,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,TeleportPositionStep.x,TeleportPositionStep.y,TeleportPositionStep.z
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.39896,Far,-28.661,44.641,-5.3419,0.02,0,-35.51061,43.52821,-16.80387,-35.16,43.152,-14.71,-35.16,43.152,-14.71,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.41471,Far,-28.661,44.641,-5.3419,0.4807696,0.1838264,-35.51113,43.34509,-16.80273,-35.39597,43.33992,-17.02737,-35.52467,43.38632,-16.99449,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.85413,Far,-28.661,44.641,-5.3419,0.8166853,0.3391244,-35.15539,43.87603,-16.40835,-35.39024,43.47964,-17.09526,-35.52498,43.53221,-17.04783,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.77569,Far,-28.661,44.641,-5.3419,0.986339,0.3742768,-35.09306,43.88581,-16.35446,-35.38801,43.51241,-17.10043,-35.52507,43.56772,-17.04723,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.76843,Far,-28.661,44.641,-5.3419,1.145388,0.3742768,-35.06198,43.86672,-16.36282,-35.38628,43.5108,-17.10461,-35.52504,43.56772,-17.04745,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.77312,Far,-28.661,44.641,-5.3419,1.289764,0.3742768,-35.04385,43.8423,-16.37703,-35.38475,43.50906,-17.10786,-35.52516,43.56782,-17.04713,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.80143,Far,-28.661,44.641,-5.3419,1.480303,0.3742768,-35.03127,43.81194,-16.41479,-35.38311,43.50727,-17.1115,-35.52471,43.5673,-17.04735,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.82271,Far,-28.661,44.641,-5.3419,1.631377,0.3742768,-35.01806,43.79873,-16.44596,-35.38179,43.50563,-17.11509,-35.52525,43.56762,-17.04713,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.82894,Far,-28.661,44.641,-5.3419,1.788636,0.3742768,-34.99727,43.79984,-16.46511,-35.37813,43.50245,-17.12231,-35.52491,43.56727,-17.04805,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.82488,Far,-28.661,44.641,-5.3419,1.947842,0.3742768,-34.97871,43.82236,-16.47266,-35.36909,43.49248,-17.14343,-35.52501,43.56768,-17.04733,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.80249,Far,-28.661,44.641,-5.3419,2.110015,0.3742768,-34.95465,43.84284,-16.462,-35.36489,43.48958,-17.15166,-35.52455,43.56691,-17.04735,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.7659,Far,-28.661,44.641,-5.3419,2.258956,0.3742768,-34.91469,43.87833,-16.44495,-35.36871,43.49388,-17.14288,-35.52473,43.56757,-17.04702,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.73815,Far,-28.661,44.641,-5.3419,2.447147,0.3742768,-34.87263,43.90105,-16.43824,-35.36743,43.49182,-17.14591,-35.52478,43.56689,-17.04734,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.73049,Far,-28.661,44.641,-5.3419,2.606547,0.3742768,-34.85632,43.89698,-16.43829,-35.36769,43.49204,-17.14575,-35.52466,43.56718,-17.04766,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.72521,Far,-28.661,44.641,-5.3419,2.767646,0.3742768,-34.84928,43.89337,-16.43591,-35.36914,43.49393,-17.14166,-35.52475,43.56696,-17.04716,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.72303,Far,-28.661,44.641,-5.3419,2.929258,0.3742768,-34.84384,43.88939,-16.43618,-35.36974,43.49505,-17.14007,-35.52478,43.56694,-17.04763,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.7121,Far,-28.661,44.641,-5.3419,3.095786,0.3742768,-34.83506,43.89267,-16.42876,-35.37148,43.4963,-17.13617,-35.52444,43.56712,-17.04748,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.69566,Far,-28.661,44.641,-5.3419,3.251907,0.3742768,-34.82806,43.90005,-16.41431,-35.36881,43.49311,-17.14302,-35.52469,43.56719,-17.04763,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.69314,Far,-28.661,44.641,-5.3419,3.442482,0.3742768,-34.82224,43.89656,-16.41443,-35.36666,43.49578,-17.14203,-35.52431,43.56656,-17.04731,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.70163,Far,-28.661,44.641,-5.3419,3.608219,0.3742768,-34.82657,43.89453,-16.42161,-35.41495,43.56165,-17.01511,-35.52398,43.56736,-17.04763,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.71747,Far,-28.661,44.641,-5.3419,3.77692,0.3742768,-34.83344,43.88617,-16.43538,-35.42098,43.56989,-17.00115,-35.5246,43.56736,-17.04777,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.73529,Far,-28.661,44.641,-5.3419,3.944386,0.3742768,-34.8452,43.8817,-16.44896,-35.41777,43.57706,-17.02475,-35.52336,43.5678,-17.04939,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.75264,Far,-28.661,44.641,-5.3419,4.108867,0.3742768,-34.85379,43.88408,-16.46424,-35.42323,43.58884,-17.02626,-35.51611,43.5732,-17.05417,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.75454,Far,-28.661,44.641,-5.3419,4.269436,0.3742768,-34.85527,43.9006,-16.4667,-35.41889,43.60312,-17.01769,-35.50414,43.58173,-17.05053,0,0,0
