userName,cohort,trial,PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,CurrentLeverValue,CurrentTargetLeverNumber,LeverDifference,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,TeleportPositionStep.x,TeleportPositionStep.y,TeleportPositionStep.z
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.38381,Far,-28.661,44.641,-5.3419,0.02,0,-35.51561,43.53846,-16.78415,-35.16,43.152,-14.71,-35.16,43.152,-14.71,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.38394,Far,-28.661,44.641,-5.3419,0.4787202,0,-35.51537,43.53813,-16.78441,-35.39973,43.54184,-16.99372,-35.52546,43.57063,-16.9903,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.38391,Far,-28.661,44.641,-5.3419,0.7706609,0,-35.51547,43.53827,-16.78433,-35.39921,43.54143,-16.99445,-35.52545,43.57085,-16.99009,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.38413,Far,-28.661,44.641,-5.3419,0.89266,0,-35.51546,43.53822,-16.78459,-35.39893,43.54107,-16.99524,-35.52525,43.57065,-16.99031,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.38403,Far,-28.661,44.641,-5.3419,1.026675,0,-35.51536,43.53821,-16.78454,-35.39875,43.54103,-16.99533,-35.5253,43.57083,-16.99003,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.38415,Far,-28.661,44.641,-5.3419,1.161178,0,-35.51537,43.53814,-16.78466,-35.39841,43.54065,-16.99622,-35.52521,43.57068,-16.99019,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.38412,Far,-28.661,44.641,-5.3419,1.295016,0,-35.51545,43.53809,-16.78457,-35.39821,43.54024,-16.99715,-35.52542,43.57076,-16.99039,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.38425,Far,-28.661,44.641,-5.3419,1.428654,0,-35.51527,43.53787,-16.78481,-35.3979,43.53997,-16.99732,-35.52499,43.57033,-16.99021,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.38411,Far,-28.661,44.641,-5.3419,1.557568,0,-35.51536,43.53804,-16.78462,-35.39752,43.53969,-16.99814,-35.52535,43.57082,-16.99013,0,0,0
R_1234567890,Control,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.38411,Far,-28.661,44.641,-5.3419,1.693856,0,-35.51532,43.53798,-16.78463,-35.39766,43.53991,-16.99783,-35.52523,43.57052,-16.99016,0,0,0
